stateFIPS,StateLower,CongressionalDistrict,StateAbbreviation,Population2016,FracSLDFromCD,FracCDFromSLD
18,3,1,IN,63251.418,1,0.089
18,4,1,IN,65965.551,1,0.093
18,8,1,IN,3712.995,0.057,0.005
18,9,1,IN,64411.167,1,0.09
18,10,1,IN,66121.761,1,0.093
18,11,1,IN,63891.493,1,0.09
18,12,1,IN,64045.807,1,0.09
18,14,1,IN,63749.013,1,0.089
18,15,1,IN,63520.786,1,0.089
18,19,1,IN,64110.777,1,0.09
18,20,1,IN,2731.943,0.043,0.004
18,5,2,IN,65239.703,1,0.09
18,6,2,IN,65124.76,1,0.09
18,7,2,IN,65279.026,1,0.09
18,8,2,IN,61559.529,0.943,0.085
18,16,2,IN,24036.44,0.376,0.033
18,17,2,IN,63234.757,1,0.087
18,18,2,IN,40814.708,0.635,0.056
18,20,2,IN,61362.528,0.957,0.085
18,21,2,IN,67010.964,1,0.093
18,22,2,IN,38407.332,0.576,0.053
18,23,2,IN,35541.073,0.563,0.049
18,48,2,IN,67107.993,1,0.093
18,49,2,IN,66651.041,1,0.092
18,82,2,IN,3056.318,0.047,0.004
18,18,3,IN,20092.505,0.312,0.027
18,22,3,IN,28227.863,0.424,0.038
18,31,3,IN,4713.751,0.076,0.006
18,33,3,IN,21046,0.332,0.028
18,50,3,IN,65422.351,1,0.088
18,51,3,IN,66514.273,1,0.09
18,52,3,IN,66243.221,1,0.09
18,79,3,IN,66620.711,1,0.09
18,80,3,IN,67973.438,1,0.092
18,81,3,IN,68044.323,1,0.092
18,82,3,IN,61940.027,0.953,0.084
18,83,3,IN,66664.536,1,0.09
18,84,3,IN,68059.959,1,0.092
18,85,3,IN,67768.08,1,0.092
18,13,4,IN,65389.324,1,0.087
18,16,4,IN,39880.004,0.624,0.053
18,23,4,IN,27542.645,0.437,0.037
18,24,4,IN,857.246,0.011,0.001
18,25,4,IN,65075.851,1,0.087
18,26,4,IN,70840.491,1,0.094
18,27,4,IN,70263.623,1,0.094
18,28,4,IN,71312.732,1,0.095
18,30,4,IN,48281.407,0.744,0.064
18,38,4,IN,64406.458,1,0.086
18,40,4,IN,72151.266,1,0.096
18,41,4,IN,68134.225,0.98,0.091
18,42,4,IN,5293.447,0.084,0.007
18,44,4,IN,47536.514,0.743,0.063
18,60,4,IN,13124.396,0.198,0.017
18,91,4,IN,20417.461,0.299,0.027
18,18,5,IN,3416.547,0.053,0.004
18,24,5,IN,74207.784,0.989,0.097
18,29,5,IN,74373.333,1,0.097
18,30,5,IN,16633.912,0.256,0.022
18,31,5,IN,50271.387,0.814,0.066
18,32,5,IN,65295.475,0.97,0.085
18,33,5,IN,137.992,0.002,0
18,35,5,IN,37714.444,0.589,0.049
18,36,5,IN,63881.866,1,0.083
18,37,5,IN,74236.215,1,0.097
18,39,5,IN,74150.948,1,0.097
18,41,5,IN,1407.436,0.02,0.002
18,53,5,IN,24724.535,0.369,0.032
18,86,5,IN,64527.926,0.956,0.084
18,87,5,IN,66173.058,0.975,0.086
18,88,5,IN,47032.253,0.677,0.061
18,94,5,IN,13520.504,0.201,0.018
18,95,5,IN,11568.017,0.17,0.015
18,96,5,IN,3524.687,0.053,0.005
18,31,6,IN,6803.297,0.11,0.009
18,32,6,IN,1991.377,0.03,0.003
18,33,6,IN,42242.028,0.666,0.059
18,34,6,IN,63333.047,1,0.088
18,35,6,IN,26315.251,0.411,0.037
18,53,6,IN,42191.246,0.631,0.059
18,54,6,IN,63621.62,1,0.089
18,55,6,IN,64074.246,1,0.089
18,56,6,IN,62657.974,1,0.087
18,57,6,IN,65301.795,1,0.091
18,59,6,IN,68180.562,1,0.095
18,66,6,IN,32899.369,0.505,0.046
18,67,6,IN,64122.965,1,0.089
18,68,6,IN,63469.295,1,0.088
18,69,6,IN,29100.001,0.444,0.04
18,88,6,IN,22396.691,0.323,0.031
18,86,7,IN,2994.369,0.044,0.004
18,87,7,IN,1667.011,0.025,0.002
18,89,7,IN,66974.265,1,0.089
18,90,7,IN,67616.065,1,0.09
18,91,7,IN,47867.19,0.701,0.064
18,92,7,IN,67492.081,1,0.09
18,93,7,IN,50693.816,0.74,0.068
18,94,7,IN,53717.358,0.799,0.072
18,95,7,IN,56434.586,0.83,0.075
18,96,7,IN,63529.803,0.947,0.085
18,97,7,IN,68109.917,1,0.091
18,98,7,IN,67417.065,1,0.09
18,99,7,IN,67971.347,1,0.091
18,100,7,IN,68110.959,1,0.091
18,42,8,IN,57400.449,0.916,0.08
18,43,8,IN,65089.054,1,0.09
18,44,8,IN,11849.431,0.185,0.016
18,45,8,IN,63787.298,1,0.088
18,46,8,IN,46862.202,0.72,0.065
18,62,8,IN,34887.411,0.529,0.048
18,63,8,IN,66570.064,1,0.092
18,64,8,IN,64499.776,1,0.089
18,74,8,IN,47580.225,0.743,0.066
18,75,8,IN,66430.221,1,0.092
18,76,8,IN,64532.866,1,0.089
18,77,8,IN,65830.038,1,0.091
18,78,8,IN,65737.889,1,0.091
18,44,9,IN,4571.737,0.071,0.006
18,46,9,IN,18199.918,0.28,0.024
18,47,9,IN,69425.126,1,0.093
18,58,9,IN,70292.79,1,0.094
18,60,9,IN,53185.932,0.802,0.071
18,61,9,IN,67889.838,1,0.091
18,62,9,IN,31111.43,0.471,0.042
18,65,9,IN,64806.292,1,0.087
18,66,9,IN,32224.862,0.495,0.043
18,69,9,IN,36371.796,0.556,0.049
18,70,9,IN,66703.707,1,0.089
18,71,9,IN,68501.573,1,0.091
18,72,9,IN,67030.997,1,0.09
18,73,9,IN,64163.238,1,0.086
18,74,9,IN,16420.624,0.257,0.022
18,93,9,IN,17808.537,0.26,0.024
19,51,1,IA,30149.241,1,0.039
19,55,1,IA,29526.244,1,0.038
19,56,1,IA,29293.806,1,0.038
19,57,1,IA,31413.879,1,0.041
19,58,1,IA,30063.732,1,0.039
19,59,1,IA,30734.494,1,0.04
19,60,1,IA,30762.881,1,0.04
19,61,1,IA,30905.832,1,0.04
19,62,1,IA,31061.963,1,0.04
19,63,1,IA,31175.04,1,0.04
19,64,1,IA,30082.962,1,0.039
19,65,1,IA,31779.043,1,0.041
19,66,1,IA,31805.278,1,0.041
19,67,1,IA,32129.543,1,0.042
19,68,1,IA,31802.129,1,0.041
19,69,1,IA,32118,1,0.042
19,70,1,IA,31896.576,1,0.041
19,71,1,IA,30418.463,1,0.039
19,72,1,IA,30274.328,1,0.039
19,75,1,IA,30242.743,1,0.039
19,76,1,IA,30300.257,1,0.039
19,95,1,IA,31826.179,1,0.041
19,96,1,IA,29858.985,1,0.039
19,99,1,IA,31465.667,1,0.041
19,100,1,IA,31438.737,1,0.041
19,27,2,IA,29776.479,1,0.038
19,28,2,IA,30150.301,1,0.039
19,29,2,IA,30066.245,1,0.039
19,73,2,IA,31368.944,1,0.04
19,74,2,IA,34261.332,1,0.044
19,77,2,IA,33896.314,1,0.043
19,78,2,IA,30336.564,1,0.039
19,79,2,IA,30311.945,1,0.039
19,80,2,IA,29582.441,1,0.038
19,81,2,IA,30053.589,1,0.039
19,82,2,IA,31234.104,1,0.04
19,83,2,IA,29280.186,1,0.038
19,84,2,IA,30158.146,1,0.039
19,85,2,IA,34137.047,1,0.044
19,86,2,IA,34147.124,1,0.044
19,87,2,IA,29990.75,1,0.038
19,88,2,IA,30139.252,1,0.039
19,89,2,IA,31938.547,1,0.041
19,90,2,IA,31897.836,1,0.041
19,91,2,IA,30881.239,1,0.04
19,92,2,IA,31831.027,1,0.041
19,93,2,IA,31799.711,1,0.041
19,94,2,IA,32105.568,1,0.041
19,97,2,IA,30580.059,1,0.039
19,98,2,IA,29630.252,1,0.038
19,15,3,IA,30719.182,1,0.037
19,16,3,IA,30372.612,1,0.037
19,19,3,IA,37973.605,1,0.046
19,20,3,IA,31953.326,1,0.039
19,21,3,IA,29343.597,1,0.036
19,22,3,IA,30681.009,1,0.037
19,23,3,IA,29395.58,1,0.036
19,24,3,IA,29426.42,1,0.036
19,25,3,IA,32035.065,1,0.039
19,26,3,IA,33014.819,1,0.04
19,30,3,IA,33614.881,1,0.041
19,31,3,IA,33718.355,1,0.041
19,32,3,IA,33611.578,1,0.041
19,33,3,IA,33762.387,1,0.041
19,34,3,IA,33524.616,1,0.041
19,35,3,IA,33305.558,1,0.04
19,36,3,IA,33615.981,1,0.041
19,37,3,IA,33457.467,1,0.041
19,38,3,IA,33562.043,1,0.041
19,39,3,IA,33407.932,1,0.041
19,40,3,IA,33471.778,1,0.041
19,41,3,IA,33640.199,1,0.041
19,42,3,IA,33817.791,1,0.041
19,43,3,IA,33416.738,1,0.041
19,44,3,IA,38648.482,1,0.047
19,1,4,IA,30595.842,1,0.04
19,2,4,IA,29845.158,1,0.039
19,3,4,IA,29609.463,1,0.039
19,4,4,IA,31678.86,1,0.042
19,5,4,IA,30551.374,1,0.04
19,6,4,IA,30670.134,1,0.04
19,7,4,IA,29519.013,1,0.039
19,8,4,IA,29497.987,1,0.039
19,9,4,IA,29415.78,1,0.039
19,10,4,IA,29548.358,1,0.039
19,11,4,IA,30208,1,0.04
19,12,4,IA,29783.219,1,0.039
19,13,4,IA,30879.37,1,0.041
19,14,4,IA,30844.162,1,0.041
19,17,4,IA,29276.889,1,0.039
19,18,4,IA,29998.529,1,0.04
19,45,4,IA,33033.067,1,0.044
19,46,4,IA,33078.607,1,0.044
19,47,4,IA,30302.36,1,0.04
19,48,4,IA,29954.984,1,0.039
19,49,4,IA,32174.077,1,0.042
19,50,4,IA,29949.664,1,0.039
19,52,4,IA,29627.541,1,0.039
19,53,4,IA,29698.604,1,0.039
19,54,4,IA,29379.958,1,0.039
20,51,1,KS,21664.204,0.919,0.031
20,60,1,KS,23802.146,1,0.034
20,61,1,KS,10692.573,0.458,0.015
20,64,1,KS,22830.482,1,0.032
20,65,1,KS,23703.27,1,0.034
20,66,1,KS,33754.448,1,0.048
20,67,1,KS,24364.129,1,0.034
20,68,1,KS,22632.247,1,0.032
20,69,1,KS,22347.95,1,0.032
20,70,1,KS,21405.859,1,0.03
20,71,1,KS,22412.408,1,0.032
20,73,1,KS,22487.455,1,0.032
20,74,1,KS,10045.087,0.443,0.014
20,76,1,KS,8253.665,0.371,0.012
20,101,1,KS,7078.453,0.31,0.01
20,102,1,KS,22376.064,1,0.032
20,104,1,KS,22288.845,1,0.032
20,106,1,KS,16086.584,0.759,0.023
20,107,1,KS,22190.052,1,0.031
20,108,1,KS,22164.615,1,0.031
20,109,1,KS,21430.737,1,0.03
20,110,1,KS,21703.209,1,0.031
20,111,1,KS,24711.172,1,0.035
20,112,1,KS,21656.848,1,0.031
20,113,1,KS,8370.316,0.378,0.012
20,114,1,KS,14481.611,0.66,0.02
20,115,1,KS,21321.817,0.974,0.03
20,117,1,KS,15857.656,0.734,0.022
20,118,1,KS,21767.457,1,0.031
20,119,1,KS,22683.13,1,0.032
20,120,1,KS,22249.163,1,0.031
20,122,1,KS,22054.069,1,0.031
20,123,1,KS,22932.278,1,0.032
20,124,1,KS,21336.673,1,0.03
20,125,1,KS,22396.346,1,0.032
20,1,2,KS,21435.342,1,0.03
20,2,2,KS,22590.307,1,0.032
20,3,2,KS,23784.219,1,0.033
20,4,2,KS,22230.003,1,0.031
20,5,2,KS,22331.246,1,0.031
20,6,2,KS,13924.769,0.619,0.019
20,7,2,KS,21260.721,1,0.03
20,9,2,KS,21748.919,1,0.03
20,10,2,KS,26056.168,1,0.036
20,11,2,KS,21525.711,1,0.03
20,12,2,KS,9214.226,0.43,0.013
20,13,2,KS,12979.263,0.618,0.018
20,26,2,KS,263.414,0.011,0
20,38,2,KS,15346.997,0.648,0.021
20,40,2,KS,24017.956,1,0.034
20,41,2,KS,23997.964,1,0.034
20,42,2,KS,23992.869,1,0.034
20,44,2,KS,26557.31,1,0.037
20,45,2,KS,25197.221,1,0.035
20,46,2,KS,33310.338,1,0.047
20,47,2,KS,22203.935,1,0.031
20,50,2,KS,22507.785,1,0.031
20,51,2,KS,1909.272,0.081,0.003
20,52,2,KS,22262.493,1,0.031
20,53,2,KS,22610.908,1,0.032
20,54,2,KS,22187.716,1,0.031
20,55,2,KS,23098.488,1,0.032
20,56,2,KS,22773.101,1,0.032
20,57,2,KS,22848.19,1,0.032
20,58,2,KS,22890.24,1,0.032
20,59,2,KS,22142.296,1,0.031
20,61,2,KS,12633.46,0.542,0.018
20,62,2,KS,22202.732,1,0.031
20,63,2,KS,22423.809,1,0.031
20,76,2,KS,13971.973,0.629,0.02
20,106,2,KS,5101.264,0.241,0.007
20,6,3,KS,8567,0.381,0.011
20,8,3,KS,23953.535,1,0.032
20,14,3,KS,24151.152,1,0.032
20,15,3,KS,24274.662,1,0.032
20,16,3,KS,24139.338,1,0.032
20,17,3,KS,23621.667,1,0.031
20,18,3,KS,24072.749,1,0.032
20,19,3,KS,24049.121,1,0.032
20,20,3,KS,23855.8,1,0.031
20,21,3,KS,24333.733,1,0.032
20,22,3,KS,24133.968,1,0.032
20,23,3,KS,24330.511,1,0.032
20,24,3,KS,24302.587,1,0.032
20,25,3,KS,24183.372,1,0.032
20,26,3,KS,23526.214,0.989,0.031
20,27,3,KS,23801.026,1,0.031
20,28,3,KS,24132.894,1,0.032
20,29,3,KS,24074.897,1,0.032
20,30,3,KS,24293.994,1,0.032
20,31,3,KS,23881.121,1,0.031
20,32,3,KS,23466.095,1,0.031
20,33,3,KS,23490.019,1,0.031
20,34,3,KS,23145.725,1,0.03
20,35,3,KS,23190.452,1,0.031
20,36,3,KS,23260.143,1,0.031
20,37,3,KS,23397.445,1,0.031
20,38,3,KS,8334.279,0.352,0.011
20,39,3,KS,24370.249,1,0.032
20,43,3,KS,24351.991,1,0.032
20,48,3,KS,23970.719,1,0.032
20,49,3,KS,24591.494,1,0.032
20,78,3,KS,24269.292,1,0.032
20,121,3,KS,24430.393,1,0.032
20,12,4,KS,12209.768,0.57,0.017
20,13,4,KS,8018.388,0.382,0.011
20,72,4,KS,23030.75,1,0.032
20,74,4,KS,12612.729,0.557,0.017
20,75,4,KS,23255.274,1,0.032
20,77,4,KS,23150.484,1,0.032
20,79,4,KS,22094.946,1,0.031
20,80,4,KS,22500.681,1,0.031
20,81,4,KS,23478.017,1,0.032
20,82,4,KS,23267.12,1,0.032
20,83,4,KS,23203.714,1,0.032
20,84,4,KS,23374.254,1,0.032
20,85,4,KS,23175.867,1,0.032
20,86,4,KS,23405.075,1,0.032
20,87,4,KS,23306.449,1,0.032
20,88,4,KS,23292.066,1,0.032
20,89,4,KS,23559.177,1,0.033
20,90,4,KS,23099.952,1,0.032
20,91,4,KS,23035.229,1,0.032
20,92,4,KS,23290.012,1,0.032
20,93,4,KS,23167.757,1,0.032
20,94,4,KS,22918.111,1,0.032
20,95,4,KS,23667.049,1,0.033
20,96,4,KS,23550.958,1,0.033
20,97,4,KS,23386.582,1,0.032
20,98,4,KS,23522.193,1,0.032
20,99,4,KS,23047.31,1,0.032
20,100,4,KS,23276.656,1,0.032
20,101,4,KS,15724.61,0.69,0.022
20,103,4,KS,23393.774,1,0.032
20,105,4,KS,23328.024,1,0.032
20,113,4,KS,13792,0.622,0.019
20,114,4,KS,7467,0.34,0.01
20,115,4,KS,576.029,0.026,0.001
20,116,4,KS,21345.994,1,0.029
20,117,4,KS,5751.719,0.266,0.008
21,1,1,KY,40033.079,1,0.056
21,2,1,KY,42758.512,1,0.059
21,3,1,KY,41065.03,1,0.057
21,4,1,KY,40552.772,1,0.056
21,5,1,KY,46565.262,1,0.065
21,6,1,KY,41636.379,1,0.058
21,7,1,KY,21084.402,0.475,0.029
21,8,1,KY,44636.195,1,0.062
21,9,1,KY,40362.756,1,0.056
21,11,1,KY,40048.598,0.904,0.056
21,12,1,KY,38949.365,0.868,0.054
21,14,1,KY,24378,0.536,0.034
21,15,1,KY,44733.651,1,0.062
21,16,1,KY,38888,0.94,0.054
21,21,1,KY,20606,0.496,0.029
21,22,1,KY,38714,0.876,0.054
21,24,1,KY,19205,0.433,0.027
21,51,1,KY,44677,1,0.062
21,54,1,KY,15815,0.345,0.022
21,55,1,KY,429.637,0.009,0.001
21,83,1,KY,34637,0.783,0.048
21,7,2,KY,23322.165,0.525,0.031
21,10,2,KY,45160.781,1,0.06
21,11,2,KY,4241.425,0.096,0.006
21,12,2,KY,5909.946,0.132,0.008
21,13,2,KY,45077.901,1,0.06
21,14,2,KY,21122.564,0.464,0.028
21,16,2,KY,2485.444,0.06,0.003
21,17,2,KY,45450.313,1,0.06
21,18,2,KY,43486.866,1,0.058
21,19,2,KY,48445.824,1,0.064
21,20,2,KY,48118.099,1,0.064
21,21,2,KY,20944.285,0.504,0.028
21,22,2,KY,5500.409,0.124,0.007
21,23,2,KY,44483.911,1,0.059
21,24,2,KY,25156,0.567,0.033
21,25,2,KY,42886.541,1,0.057
21,26,2,KY,44532.256,1,0.059
21,27,2,KY,43332.227,1,0.058
21,39,2,KY,618.551,0.014,0.001
21,49,2,KY,44579.482,1,0.059
21,50,2,KY,45559,1,0.061
21,53,2,KY,8993.646,0.206,0.012
21,54,2,KY,30022.925,0.655,0.04
21,55,2,KY,45985.625,0.991,0.061
21,71,2,KY,17292,0.37,0.023
21,28,3,KY,42825.244,1,0.057
21,29,3,KY,42641.418,0.996,0.057
21,30,3,KY,42888.24,1,0.057
21,31,3,KY,42728.167,1,0.057
21,32,3,KY,43444.882,1,0.058
21,33,3,KY,37970.38,0.81,0.051
21,34,3,KY,42730.232,1,0.057
21,35,3,KY,42747.789,1,0.057
21,36,3,KY,25302.915,0.552,0.034
21,37,3,KY,42595.978,1,0.057
21,38,3,KY,42938.844,1,0.057
21,40,3,KY,43561.58,1,0.058
21,41,3,KY,42678.596,1,0.057
21,42,3,KY,42833.505,1,0.057
21,43,3,KY,43040.051,1,0.058
21,44,3,KY,42872.749,1,0.057
21,46,3,KY,43005.971,1,0.058
21,48,3,KY,40033.775,0.884,0.054
21,29,4,KY,172.466,0.004,0
21,33,4,KY,8912.925,0.19,0.012
21,36,4,KY,20515.276,0.448,0.027
21,47,4,KY,43726,1,0.058
21,48,4,KY,5254.278,0.116,0.007
21,53,4,KY,12532.916,0.287,0.017
21,58,4,KY,46408,1,0.062
21,59,4,KY,49216.739,1,0.066
21,60,4,KY,49058.774,1,0.066
21,61,4,KY,37476.358,0.792,0.05
21,62,4,KY,10642,0.218,0.014
21,63,4,KY,47586.175,1,0.064
21,64,4,KY,47031.646,1,0.063
21,65,4,KY,43563.986,1,0.058
21,66,4,KY,49160.468,1,0.066
21,67,4,KY,41912.235,1,0.056
21,68,4,KY,46667.936,1,0.062
21,69,4,KY,48157.421,1,0.064
21,70,4,KY,25590,0.606,0.034
21,78,4,KY,26221.912,0.629,0.035
21,98,4,KY,39238.01,0.978,0.052
21,99,4,KY,13442,0.296,0.018
21,100,4,KY,35559.31,0.81,0.048
21,52,5,KY,44236.582,1,0.063
21,71,5,KY,16850,0.361,0.024
21,80,5,KY,44496.131,1,0.063
21,82,5,KY,46075.044,1,0.066
21,83,5,KY,9593.958,0.217,0.014
21,84,5,KY,42768.018,1,0.061
21,85,5,KY,42114.531,1,0.06
21,86,5,KY,45542.176,1,0.065
21,87,5,KY,38859.982,1,0.055
21,89,5,KY,24837.706,0.55,0.035
21,90,5,KY,42095.946,1,0.06
21,91,5,KY,24355,0.603,0.035
21,92,5,KY,39077.313,1,0.056
21,93,5,KY,39843.294,1,0.057
21,94,5,KY,41046.41,1,0.058
21,95,5,KY,40700.983,1,0.058
21,96,5,KY,42909,1,0.061
21,97,5,KY,36276,0.835,0.052
21,98,5,KY,892.845,0.022,0.001
21,99,5,KY,32039,0.704,0.046
21,100,5,KY,8334.836,0.19,0.012
21,39,6,KY,44792.909,0.986,0.058
21,45,6,KY,48369.738,1,0.063
21,53,6,KY,22158,0.507,0.029
21,56,6,KY,46408.687,1,0.061
21,57,6,KY,44484.798,1,0.058
21,61,6,KY,9833.789,0.208,0.013
21,62,6,KY,38112.55,0.782,0.05
21,70,6,KY,16662,0.394,0.022
21,71,6,KY,12578.44,0.269,0.016
21,72,6,KY,45306.086,1,0.059
21,73,6,KY,41974.843,1,0.055
21,74,6,KY,46487,1,0.061
21,75,6,KY,48279.307,1,0.063
21,76,6,KY,47786.244,1,0.062
21,77,6,KY,48004.785,1,0.063
21,78,6,KY,15444.922,0.371,0.02
21,79,6,KY,49004.907,1,0.064
21,81,6,KY,48761.838,1,0.064
21,88,6,KY,48690.552,1,0.064
21,89,6,KY,20312.123,0.45,0.026
21,91,6,KY,16045.756,0.397,0.021
21,97,6,KY,7159,0.165,0.009
22,51,1,LA,10627.66,0.238,0.013
22,52,1,LA,29942.776,0.652,0.037
22,53,1,LA,34818.746,0.76,0.043
22,54,1,LA,41431.909,0.896,0.052
22,55,1,LA,1999.413,0.043,0.002
22,72,1,LA,13581.872,0.311,0.017
22,73,1,LA,41853.062,0.936,0.052
22,74,1,LA,27629.967,0.63,0.034
22,75,1,LA,865.81,0.021,0.001
22,76,1,LA,44760.634,1,0.056
22,77,1,LA,45125.185,1,0.056
22,78,1,LA,41743.738,0.925,0.052
22,79,1,LA,45339.448,1,0.057
22,80,1,LA,45637.156,1,0.057
22,82,1,LA,43368.518,0.954,0.054
22,84,1,LA,12279.707,0.294,0.015
22,86,1,LA,23066.407,0.51,0.029
22,89,1,LA,45283.591,1,0.057
22,90,1,LA,45189.199,1,0.056
22,91,1,LA,2035.876,0.04,0.003
22,92,1,LA,23872.162,0.526,0.03
22,94,1,LA,45144.451,0.931,0.056
22,97,1,LA,547.682,0.011,0.001
22,98,1,LA,20972.479,0.411,0.026
22,103,1,LA,47666.585,0.89,0.06
22,104,1,LA,44747.614,1,0.056
22,105,1,LA,21485.415,0.461,0.027
22,18,2,LA,3876.624,0.093,0.005
22,29,2,LA,34674.017,0.811,0.043
22,51,2,LA,781.016,0.017,0.001
22,56,2,LA,25033.642,0.553,0.031
22,57,2,LA,33854.383,0.799,0.042
22,58,2,LA,43308.702,1,0.054
22,60,2,LA,22692.244,0.55,0.028
22,61,2,LA,30548.187,0.715,0.038
22,63,2,LA,20974.14,0.486,0.026
22,67,2,LA,17749.615,0.42,0.022
22,78,2,LA,3399.929,0.075,0.004
22,81,2,LA,13418.711,0.309,0.017
22,82,2,LA,2099.095,0.046,0.003
22,83,2,LA,45395.962,1,0.057
22,84,2,LA,29451.921,0.706,0.037
22,85,2,LA,44733.94,1,0.056
22,87,2,LA,41841.629,1,0.052
22,88,2,LA,1612.617,0.034,0.002
22,91,2,LA,49326.714,0.96,0.062
22,92,2,LA,19415.622,0.428,0.024
22,93,2,LA,51576.653,1,0.064
22,94,2,LA,3328.224,0.069,0.004
22,97,2,LA,49029.531,0.989,0.061
22,98,2,LA,30005.253,0.589,0.037
22,99,2,LA,47258.957,1,0.059
22,100,2,LA,47444.554,1,0.059
22,101,2,LA,7477.852,0.172,0.009
22,102,2,LA,50452.822,1,0.063
22,103,2,LA,5866.237,0.11,0.007
22,105,2,LA,25141.842,0.539,0.031
22,31,3,LA,45459.54,1,0.058
22,32,3,LA,5332.21,0.118,0.007
22,33,3,LA,46903.471,1,0.06
22,34,3,LA,46871.211,1,0.06
22,35,3,LA,37962.341,0.811,0.048
22,36,3,LA,46120.914,1,0.059
22,37,3,LA,44165.974,1,0.056
22,39,3,LA,39181.957,0.816,0.05
22,40,3,LA,1532.114,0.037,0.002
22,41,3,LA,23957.481,0.55,0.03
22,42,3,LA,42050.649,1,0.054
22,43,3,LA,46097.869,1,0.059
22,44,3,LA,45305.839,1,0.058
22,45,3,LA,47269.027,1,0.06
22,46,3,LA,38586.606,0.908,0.049
22,47,3,LA,46617.163,1,0.059
22,48,3,LA,43715.798,1,0.056
22,49,3,LA,41916.383,1,0.053
22,50,3,LA,43181.842,1,0.055
22,51,3,LA,10405.255,0.233,0.013
22,96,3,LA,42896.279,1,0.055
22,1,4,LA,41304.438,1,0.055
22,2,4,LA,43561.94,1,0.058
22,3,4,LA,40810.67,1,0.054
22,4,4,LA,41572.93,1,0.055
22,5,4,LA,40712.093,1,0.054
22,6,4,LA,43245.074,1,0.057
22,7,4,LA,44419.417,1,0.059
22,8,4,LA,48467.38,1,0.064
22,9,4,LA,48437.207,1,0.064
22,10,4,LA,42091.504,1,0.056
22,11,4,LA,19507.204,0.44,0.026
22,12,4,LA,22487,0.495,0.03
22,13,4,LA,10489.796,0.247,0.014
22,22,4,LA,11854.937,0.268,0.016
22,23,4,LA,42434.833,1,0.056
22,24,4,LA,44286.493,1,0.059
22,30,4,LA,44579.2,1,0.059
22,32,4,LA,40004.683,0.882,0.053
22,35,4,LA,8853.2,0.189,0.012
22,38,4,LA,31200.413,0.735,0.041
22,39,4,LA,3063.222,0.064,0.004
22,40,4,LA,20953.648,0.507,0.028
22,41,4,LA,19635.47,0.45,0.026
22,11,5,LA,24816.98,0.56,0.033
22,12,5,LA,22928.02,0.505,0.03
22,13,5,LA,31966.694,0.753,0.042
22,14,5,LA,44816.622,1,0.059
22,15,5,LA,44583.703,1,0.059
22,16,5,LA,42075.263,1,0.056
22,17,5,LA,43932.16,1,0.058
22,18,5,LA,5897.006,0.141,0.008
22,19,5,LA,42854.511,1,0.057
22,20,5,LA,44358.648,1,0.059
22,21,5,LA,38846.559,1,0.051
22,22,5,LA,32418.839,0.732,0.043
22,25,5,LA,44697.741,1,0.059
22,26,5,LA,42815.212,1,0.057
22,27,5,LA,44911.047,1,0.06
22,28,5,LA,41117,1,0.054
22,38,5,LA,11231.815,0.265,0.015
22,39,5,LA,5773.344,0.12,0.008
22,40,5,LA,18806.878,0.455,0.025
22,46,5,LA,3914.285,0.092,0.005
22,62,5,LA,19001.509,0.467,0.025
22,72,5,LA,22134.084,0.507,0.029
22,73,5,LA,2840.935,0.064,0.004
22,74,5,LA,16258.333,0.37,0.022
22,75,5,LA,39539.44,0.979,0.052
22,86,5,LA,22146.773,0.49,0.029
22,18,6,LA,32121.332,0.767,0.041
22,29,6,LA,8054.483,0.189,0.01
22,51,6,LA,22863.269,0.512,0.029
22,52,6,LA,15956.672,0.348,0.02
22,53,6,LA,10995.073,0.24,0.014
22,54,6,LA,4802.062,0.104,0.006
22,55,6,LA,44185.096,0.957,0.056
22,56,6,LA,20225.368,0.447,0.026
22,57,6,LA,8516.425,0.201,0.011
22,59,6,LA,47345.387,1,0.06
22,60,6,LA,18557.717,0.45,0.024
22,61,6,LA,12168.901,0.285,0.016
22,62,6,LA,21671.425,0.533,0.028
22,63,6,LA,22175.593,0.514,0.028
22,64,6,LA,43573.898,1,0.056
22,65,6,LA,42484.516,1,0.054
22,66,6,LA,44736.098,1,0.057
22,67,6,LA,24484.048,0.58,0.031
22,68,6,LA,41873.125,1,0.053
22,69,6,LA,43264.495,1,0.055
22,70,6,LA,42595.216,1,0.054
22,71,6,LA,45441.464,1,0.058
22,72,6,LA,7946.633,0.182,0.01
22,81,6,LA,29955.186,0.691,0.038
22,88,6,LA,45598.952,0.966,0.058
22,92,6,LA,2102.682,0.046,0.003
22,95,6,LA,44970.784,1,0.057
22,101,6,LA,36026.325,0.828,0.046
23,1,1,ME,8792.479,1,0.013
23,2,1,ME,8963.894,1,0.013
23,3,1,ME,9036.771,1,0.013
23,4,1,ME,8931.048,1,0.013
23,5,1,ME,8934.127,1,0.013
23,6,1,ME,8963.894,1,0.013
23,7,1,ME,8949.524,1,0.013
23,8,1,ME,9221.53,1,0.014
23,9,1,ME,9091.173,1,0.013
23,10,1,ME,9297.487,1,0.014
23,11,1,ME,9424.765,1,0.014
23,12,1,ME,8751.421,1,0.013
23,13,1,ME,8852.012,1,0.013
23,14,1,ME,9421.686,1,0.014
23,15,1,ME,9231.795,1,0.014
23,16,1,ME,9409.369,1,0.014
23,17,1,ME,9203.055,1,0.014
23,18,1,ME,9204.081,1,0.014
