stateFIPS,StateLower,CongressionalDistrict,StateAbbreviation,Population2016,FracSLDFromCD,FracCDFromSLD
1,64,1,AL,50970.972,1,0.072
1,65,1,AL,21602.542,0.507,0.031
1,66,1,AL,47277.013,1,0.067
1,68,1,AL,18543.248,0.437,0.026
1,92,1,AL,4888.424,0.109,0.007
1,94,1,AL,52597.033,1,0.074
1,95,1,AL,52603.899,1,0.074
1,96,1,AL,51577.179,1,0.073
1,97,1,AL,45272.241,1,0.064
1,98,1,AL,45270.232,1,0.064
1,99,1,AL,45270.232,1,0.064
1,100,1,AL,45270.232,1,0.064
1,101,1,AL,45290.321,1,0.064
1,102,1,AL,45272.241,1,0.064
1,103,1,AL,45276.259,1,0.064
1,104,1,AL,45273.245,1,0.064
1,105,1,AL,45273.245,1,0.064
1,31,2,AL,47276.526,1,0.069
1,42,2,AL,16182.76,0.349,0.024
1,68,2,AL,7764.21,0.183,0.011
1,69,2,AL,16664.37,0.381,0.024
1,74,2,AL,41005.976,0.91,0.06
1,75,2,AL,24397.601,0.528,0.036
1,76,2,AL,21562.875,0.475,0.032
1,77,2,AL,36571.03,0.806,0.054
1,78,2,AL,27243.237,0.601,0.04
1,84,2,AL,36327,0.813,0.053
1,85,2,AL,45781.014,1,0.067
1,86,2,AL,47100.693,1,0.069
1,87,2,AL,46258.673,1,0.068
1,88,2,AL,46920.306,1,0.069
1,89,2,AL,45804.339,1,0.067
1,90,2,AL,44576.812,1,0.065
1,91,2,AL,46223.189,1,0.068
1,92,2,AL,39889.666,0.891,0.058
1,93,2,AL,45401.282,1,0.066
1,29,3,AL,5182.878,0.115,0.007
1,30,3,AL,19472.149,0.426,0.028
1,32,3,AL,44135.516,1,0.063
1,33,3,AL,40143.444,0.904,0.057
1,35,3,AL,42056.331,0.946,0.06
1,36,3,AL,46084.326,1,0.066
1,37,3,AL,45501.599,1,0.065
1,38,3,AL,49607.914,1,0.071
1,39,3,AL,39109.032,0.861,0.056
1,40,3,AL,44397.602,1,0.063
1,50,3,AL,48394.498,1,0.069
1,74,3,AL,4040.202,0.09,0.006
1,75,3,AL,21783.931,0.472,0.031
1,78,3,AL,5611.282,0.124,0.008
1,79,3,AL,52116.154,1,0.074
1,80,3,AL,51320.762,1,0.073
1,81,3,AL,35478.564,0.791,0.051
1,82,3,AL,45799.531,1,0.065
1,83,3,AL,51317.922,1,0.073
1,84,3,AL,8347.798,0.187,0.012
1,3,4,AL,44035.619,0.964,0.065
1,7,4,AL,40747.257,0.927,0.06
1,9,4,AL,13225.806,0.292,0.019
1,11,4,AL,28875.37,0.627,0.042
1,12,4,AL,46227.495,1,0.068
1,13,4,AL,38727.4,0.883,0.057
1,14,4,AL,38553.369,0.878,0.057
1,16,4,AL,28671.252,0.643,0.042
1,17,4,AL,43780.007,1,0.064
1,18,4,AL,39329.803,0.865,0.058
1,23,4,AL,1773.258,0.039,0.003
1,24,4,AL,45836.881,1,0.067
1,26,4,AL,46597.332,1,0.068
1,27,4,AL,45895.894,0.982,0.067
1,28,4,AL,45067.071,1,0.066
1,29,4,AL,39953.774,0.885,0.059
1,30,4,AL,26245.502,0.574,0.038
1,34,4,AL,11936.619,0.26,0.018
1,39,4,AL,6333.486,0.139,0.009
1,61,4,AL,26934.843,0.57,0.04
1,62,4,AL,2800.529,0.058,0.004
1,63,4,AL,20254.866,0.423,0.03
1,1,5,AL,45774.13,1,0.064
1,2,5,AL,46107.736,1,0.065
1,3,5,AL,1635.075,0.036,0.002
1,4,5,AL,46184.599,1,0.065
1,5,5,AL,50871.741,1,0.071
1,6,5,AL,49531.514,1,0.069
1,7,5,AL,3213.095,0.073,0.005
1,8,5,AL,44915.601,1,0.063
1,9,5,AL,32056.249,0.708,0.045
1,10,5,AL,48091.94,1,0.067
1,11,5,AL,4300.727,0.093,0.006
1,18,5,AL,6113.109,0.135,0.009
1,19,5,AL,48046.094,1,0.067
1,20,5,AL,48839.328,1,0.068
1,21,5,AL,48644.218,1,0.068
1,22,5,AL,48146.242,1,0.068
1,23,5,AL,43285.893,0.961,0.061
1,25,5,AL,49143.927,1,0.069
1,53,5,AL,48090.874,1,0.067
1,11,6,AL,12878.254,0.28,0.018
1,13,6,AL,5151.1,0.117,0.007
1,14,6,AL,5346.553,0.122,0.008
1,15,6,AL,35209.804,0.759,0.05
1,16,6,AL,12583.129,0.282,0.018
1,27,6,AL,852.644,0.018,0.001
1,33,6,AL,4267.612,0.096,0.006
1,34,6,AL,33897.401,0.74,0.049
1,35,6,AL,2390.56,0.054,0.003
1,41,6,AL,48683.226,1,0.07
1,42,6,AL,30235.049,0.651,0.043
1,43,6,AL,48792.064,1,0.07
1,44,6,AL,45160.24,1,0.065
1,45,6,AL,46994.947,1,0.067
1,46,6,AL,45388.606,1,0.065
1,47,6,AL,45651.025,1,0.065
1,48,6,AL,46366.966,1,0.066
1,49,6,AL,47410.492,1,0.068
1,51,6,AL,45145.216,1,0.065
1,52,6,AL,3734.975,0.083,0.005
1,54,6,AL,18245.186,0.404,0.026
1,55,6,AL,5546.873,0.123,0.008
1,56,6,AL,5941.504,0.132,0.009
1,57,6,AL,17237.574,0.382,0.025
1,58,6,AL,1184.895,0.026,0.002
1,59,6,AL,7638.218,0.169,0.011
1,60,6,AL,11250.998,0.249,0.016
1,72,6,AL,6205.457,0.145,0.009
1,73,6,AL,49594.444,1,0.071
1,81,6,AL,9360.707,0.209,0.013
1,15,7,AL,11187.897,0.241,0.016
1,16,7,AL,3336.282,0.075,0.005
1,52,7,AL,41420.258,0.917,0.061
1,54,7,AL,26897.026,0.596,0.04
1,55,7,AL,39596.34,0.877,0.058
1,56,7,AL,39201.709,0.868,0.058
1,57,7,AL,27905.639,0.618,0.041
1,58,7,AL,43975.345,0.974,0.065
1,59,7,AL,37652.23,0.831,0.055
1,60,7,AL,33905.236,0.751,0.05
1,61,7,AL,20343.594,0.43,0.03
1,62,7,AL,45737.034,0.942,0.067
1,63,7,AL,27656.945,0.577,0.041
1,65,7,AL,20973.38,0.493,0.031
1,67,7,AL,41145.201,1,0.061
1,68,7,AL,16157.912,0.38,0.024
1,69,7,AL,27101.337,0.619,0.04
1,70,7,AL,48670.972,1,0.072
1,71,7,AL,45336.685,1,0.067
1,72,7,AL,36493.49,0.855,0.054
1,76,7,AL,23805.019,0.525,0.035
1,77,7,AL,8779.1,0.194,0.013
1,78,7,AL,12498.573,0.276,0.018
2,1,0,AK,18275.322,1,0.025
2,2,0,AK,18285.632,1,0.025
2,3,0,AK,18220.68,1,0.025
2,4,0,AK,18337.182,1,0.025
2,5,0,AK,18391.824,1,0.025
2,6,0,AK,18063.63,1,0.024
2,7,0,AK,20760.42,1,0.028
2,8,0,AK,20909.354,1,0.028
2,9,0,AK,18869.494,1,0.025
2,10,0,AK,20905.836,1,0.028
2,11,0,AK,20775.665,1,0.028
2,12,0,AK,19555.141,1,0.026
2,13,0,AK,18063.634,1,0.024
2,14,0,AK,18371.201,1,0.025
2,15,0,AK,17892.991,1,0.024
2,16,0,AK,18194.427,1,0.025
2,17,0,AK,18185.23,1,0.025
2,18,0,AK,18316.023,1,0.025
2,19,0,AK,18077.94,1,0.024
2,20,0,AK,18104.507,1,0.024
2,21,0,AK,18026.849,1,0.024
2,22,0,AK,18142.314,1,0.024
2,23,0,AK,18197.492,1,0.025
2,24,0,AK,18088.158,1,0.024
2,25,0,AK,18315.001,1,0.025
2,26,0,AK,18078.962,1,0.024
2,27,0,AK,18063.634,1,0.024
2,28,0,AK,18165.816,1,0.024
2,29,0,AK,19036.627,1,0.026
2,30,0,AK,19031.347,1,0.026
2,31,0,AK,18978.544,1,0.026
2,32,0,AK,18162.299,1,0.024
2,33,0,AK,18243.56,1,0.025
2,34,0,AK,18341.954,1,0.025
2,35,0,AK,17555.012,1,0.024
2,36,0,AK,18472.473,1,0.025
2,37,0,AK,17628.218,1,0.024
2,38,0,AK,18547.978,1,0.025
2,39,0,AK,18615.995,1,0.025
2,40,0,AK,17644.895,1,0.024
4,1,1,AZ,69.475,0,0
4,6,1,AZ,161957.49,0.723,0.216
4,7,1,AZ,208460.741,1,0.278
4,8,1,AZ,131151.845,0.57,0.175
4,9,1,AZ,1112.343,0.005,0.001
4,11,1,AZ,202275.54,0.885,0.269
4,14,1,AZ,42383.327,0.197,0.056
4,27,1,AZ,3328.044,0.015,0.004
4,2,2,AZ,74830.748,0.358,0.103
4,3,2,AZ,33766.307,0.159,0.047
4,9,2,AZ,219929.875,0.995,0.303
4,10,2,AZ,218812.348,1,0.301
4,11,2,AZ,5613.55,0.025,0.008
4,14,2,AZ,172907.234,0.803,0.238
4,2,3,AZ,134113.072,0.642,0.178
4,3,3,AZ,178349.174,0.841,0.237
4,4,3,AZ,191711.291,0.88,0.255
4,11,3,AZ,20787.24,0.091,0.028
4,13,3,AZ,58472.982,0.254,0.078
4,19,3,AZ,138060.467,0.6,0.184
4,29,3,AZ,30318.102,0.129,0.04
4,1,4,AZ,158592.613,0.677,0.21
4,5,4,AZ,223889.648,1,0.296
4,6,4,AZ,61895.477,0.277,0.082
4,8,4,AZ,98825.874,0.43,0.131
4,12,4,AZ,2577.379,0.01,0.003
4,13,4,AZ,107369.674,0.467,0.142
4,16,4,AZ,96353.194,0.393,0.128
4,22,4,AZ,4585.231,0.019,0.006
4,23,4,AZ,1247.183,0.005,0.002
4,12,5,AZ,243899.822,0.99,0.309
4,16,5,AZ,148561.48,0.607,0.188
4,17,5,AZ,167379.267,0.681,0.212
4,25,5,AZ,212992.588,0.868,0.27
4,26,5,AZ,16631.327,0.07,0.021
4,1,6,AZ,17194.894,0.073,0.022
4,15,6,AZ,192414.072,0.805,0.244
4,20,6,AZ,159254.794,0.657,0.202
4,23,6,AZ,232280.57,0.979,0.294
4,24,6,AZ,8556.874,0.037,0.011
4,26,6,AZ,6995.117,0.029,0.009
4,28,6,AZ,140893.862,0.579,0.179
4,30,6,AZ,31659.768,0.137,0.04
4,18,7,AZ,4.446,0,0
4,19,7,AZ,92125.902,0.4,0.117
4,24,7,AZ,119769.565,0.521,0.152
4,26,7,AZ,9079.313,0.038,0.012
4,27,7,AZ,216230.594,0.953,0.274
4,29,7,AZ,189189.404,0.806,0.24
4,30,7,AZ,163065.259,0.706,0.207
4,1,8,AZ,58409.727,0.249,0.074
4,4,8,AZ,26034.107,0.12,0.033
4,13,8,AZ,64287.715,0.279,0.081
4,15,8,AZ,46508.135,0.195,0.059
4,20,8,AZ,83253.342,0.343,0.105
4,21,8,AZ,240368.361,1,0.304
4,22,8,AZ,235416.312,0.981,0.298
4,29,8,AZ,15108.475,0.064,0.019
4,30,8,AZ,20293.954,0.088,0.026
4,17,9,AZ,78473.586,0.319,0.099
4,18,9,AZ,243070.59,1,0.308
4,23,9,AZ,3709.313,0.016,0.005
4,24,9,AZ,101389.736,0.441,0.128
4,25,9,AZ,32436.757,0.132,0.041
4,26,9,AZ,204791.416,0.862,0.259
4,27,9,AZ,7418.626,0.033,0.009
4,28,9,AZ,102250.092,0.421,0.13
4,30,9,AZ,15924.368,0.069,0.02
5,10,1,AR,6844.743,0.257,0.009
5,11,1,AR,22753.44,0.857,0.032
5,12,1,AR,26406.466,1,0.037
5,13,1,AR,27141.835,0.963,0.038
5,14,1,AR,26930.306,0.888,0.037
5,16,1,AR,1542.326,0.057,0.002
5,43,1,AR,30721.942,1,0.043
5,44,1,AR,14275.269,0.48,0.02
5,47,1,AR,21408.352,0.757,0.03
5,48,1,AR,27027.245,1,0.037
5,49,1,AR,26764.231,1,0.037
5,50,1,AR,27250.339,1,0.038
5,51,1,AR,26909.884,1,0.037
5,52,1,AR,30651.438,1,0.042
5,53,1,AR,31017.557,1,0.043
5,54,1,AR,28450.299,1,0.039
5,55,1,AR,26276.983,1,0.036
5,56,1,AR,28463.308,1,0.039
5,57,1,AR,30815.957,1,0.043
5,58,1,AR,31796.7,1,0.044
5,59,1,AR,32655.951,1,0.045
5,60,1,AR,28320.499,1,0.039
5,61,1,AR,28471.558,1,0.039
5,62,1,AR,28966.449,1,0.04
5,63,1,AR,29830.142,1,0.041
5,64,1,AR,28872.163,0.997,0.04
5,66,1,AR,13140.782,0.449,0.018
5,83,1,AR,4766.59,0.167,0.007
5,99,1,AR,4841.91,0.167,0.007
5,100,1,AR,28682.964,1,0.04
5,13,2,AR,1038.658,0.037,0.001
5,14,2,AR,3399.794,0.112,0.004
5,21,2,AR,229.898,0.008,0
5,22,2,AR,6415.091,0.215,0.008
5,23,2,AR,32581.878,1,0.043
5,27,2,AR,33065.58,1,0.043
5,28,2,AR,31990.125,1,0.042
5,29,2,AR,30972.131,1,0.041
5,30,2,AR,29777.22,1,0.039
5,31,2,AR,32207.194,1,0.042
5,32,2,AR,29220.349,1,0.038
5,33,2,AR,28958.352,1,0.038
5,34,2,AR,29457.687,1,0.039
5,35,2,AR,29784.412,1,0.039
5,36,2,AR,30292.994,1,0.04
5,37,2,AR,29657.01,1,0.039
5,38,2,AR,30167.647,1,0.04
5,39,2,AR,29969.351,1,0.039
5,40,2,AR,31497.017,1,0.041
5,41,2,AR,29915.924,1,0.039
5,42,2,AR,29847.086,1,0.039
5,44,2,AR,15478.502,0.52,0.02
5,45,2,AR,29380.662,1,0.039
5,46,2,AR,29476.301,1,0.039
5,47,2,AR,6857.202,0.243,0.009
5,65,2,AR,28279.692,1,0.037
5,66,2,AR,16143.533,0.551,0.021
5,67,2,AR,31111.287,1,0.041
5,68,2,AR,8376.974,0.28,0.011
5,70,2,AR,32132.7,1,0.042
5,72,2,AR,31498.789,1,0.041
5,73,2,AR,1958.959,0.07,0.003
5,21,3,AR,9630.412,0.333,0.012
5,64,3,AR,86.267,0.003,0
5,68,3,AR,21507.881,0.72,0.027
5,69,3,AR,3497.032,0.118,0.004
5,71,3,AR,30281.444,1,0.038
5,73,3,AR,4929.513,0.176,0.006
5,74,3,AR,943.122,0.033,0.001
5,75,3,AR,16352.569,0.555,0.021
5,76,3,AR,29298.769,1,0.037
5,77,3,AR,29387.187,1,0.037
5,78,3,AR,29367.877,1,0.037
5,79,3,AR,29441.833,1,0.037
5,80,3,AR,32339.012,1,0.041
5,81,3,AR,21356.339,0.691,0.027
5,83,3,AR,19802.476,0.692,0.025
5,84,3,AR,33253.051,1,0.042
5,85,3,AR,32902.665,1,0.041
5,86,3,AR,32930.741,1,0.041
5,87,3,AR,34138.41,1,0.043
5,88,3,AR,33318.187,1,0.042
5,89,3,AR,32907.157,1,0.041
5,90,3,AR,34160.055,1,0.043
5,91,3,AR,34029.357,1,0.043
5,92,3,AR,33814.639,1,0.043
5,93,3,AR,34097.04,1,0.043
5,94,3,AR,34191.563,1,0.043
5,95,3,AR,34140.217,1,0.043
5,96,3,AR,34210.234,1,0.043
5,97,3,AR,25282.413,0.826,0.032
5,98,3,AR,29202.72,1,0.037
5,99,3,AR,24225.538,0.833,0.03
5,1,4,AR,29382.082,1,0.041
5,2,4,AR,29369.712,1,0.041
5,3,4,AR,28357.713,1,0.04
5,4,4,AR,28573.442,1,0.04
5,5,4,AR,27156.048,1,0.038
5,6,4,AR,28374.224,1,0.04
5,7,4,AR,26896.147,1,0.038
5,8,4,AR,27365.378,1,0.039
5,9,4,AR,28560.747,1,0.04
5,10,4,AR,19829.333,0.743,0.028
5,11,4,AR,3788.39,0.143,0.005
5,15,4,AR,29129.262,1,0.041
5,16,4,AR,25397.81,0.943,0.036
5,17,4,AR,26219.719,1,0.037
5,18,4,AR,29977.767,1,0.042
5,19,4,AR,27353.653,1,0.039
5,20,4,AR,27657.139,1,0.039
5,21,4,AR,19032.938,0.659,0.027
5,22,4,AR,23459.692,0.785,0.033
5,24,4,AR,29293.654,1,0.041
5,25,4,AR,30027.594,1,0.042
5,26,4,AR,29506.979,1,0.042
5,69,4,AR,26176,0.882,0.037
5,73,4,AR,21113.868,0.754,0.03
5,74,4,AR,27851.841,0.967,0.039
5,75,4,AR,13124.919,0.445,0.018
5,81,4,AR,9527.812,0.309,0.013
5,82,4,AR,28214.987,1,0.04
5,83,4,AR,4057.554,0.142,0.006
5,97,4,AR,5308.249,0.174,0.007
6,1,1,CA,429048.679,0.918,0.606
6,3,1,CA,272145.369,0.567,0.384
6,5,1,CA,1782.347,0.004,0.003
6,6,1,CA,5537.069,0.011,0.008
6,2,2,CA,365127.243,0.775,0.508
6,10,2,CA,353118.617,0.732,0.492
6,3,3,CA,207974.542,0.433,0.281
6,4,3,CA,240013.876,0.492,0.325
6,7,3,CA,28879.378,0.058,0.039
6,9,3,CA,4580.352,0.009,0.006
6,11,3,CA,257479.831,0.514,0.348
6,14,3,CA,2.13,0,0
6,1,4,CA,38300.68,0.082,0.052
6,5,4,CA,326620.321,0.698,0.445
6,6,4,CA,352771.117,0.699,0.481
6,23,4,CA,15704.758,0.032,0.021
6,2,5,CA,105887.586,0.225,0.144
6,4,5,CA,247718.657,0.508,0.336
6,10,5,CA,129418.276,0.268,0.176
6,14,5,CA,197602.37,0.393,0.268
6,15,5,CA,56490.97,0.111,0.077
6,7,6,CA,466850.46,0.942,0.622
6,8,6,CA,106571.364,0.215,0.142
6,9,6,CA,177177.734,0.354,0.236
6,6,7,CA,146318.269,0.29,0.195
6,8,7,CA,388706.504,0.785,0.518
6,9,7,CA,215291.468,0.43,0.287
6,5,8,CA,13981,0.03,0.019
6,26,8,CA,18144,0.037,0.025
6,33,8,CA,493473.092,1,0.67
6,36,8,CA,19900.313,0.042,0.027
6,40,8,CA,60292.955,0.124,0.082
6,41,8,CA,164.04,0,0
6,42,8,CA,130796.321,0.262,0.178
6,47,8,CA,63.092,0,0
6,9,9,CA,103281.351,0.206,0.137
6,11,9,CA,194929.881,0.389,0.258
6,12,9,CA,57751.911,0.118,0.077
6,13,9,CA,398487.327,0.806,0.528
6,14,9,CA,80.074,0,0
6,12,10,CA,431086.395,0.882,0.58
6,13,10,CA,95901.625,0.194,0.129
6,21,10,CA,216334.299,0.446,0.291
6,11,11,CA,48785.492,0.097,0.064
6,14,11,CA,304983.718,0.607,0.401
6,15,11,CA,200375.98,0.393,0.263
6,16,11,CA,206454.013,0.408,0.271
6,17,12,CA,505617.048,1,0.665
6,19,12,CA,254596.836,0.505,0.335
6,15,13,CA,252859.724,0.496,0.33
6,18,13,CA,512349.449,1,0.668
6,20,13,CA,1660.5,0.003,0.002
6,19,14,CA,249094.314,0.495,0.332
6,22,14,CA,443216.516,0.9,0.591
6,24,14,CA,57679.314,0.116,0.077
6,16,15,CA,299507.886,0.592,0.391
6,18,15,CA,45.822,0,0
6,20,15,CA,466615.866,0.927,0.609
6,25,15,CA,29.457,0,0
6,5,16,CA,125524.365,0.268,0.171
6,21,16,CA,268672,0.554,0.365
6,23,16,CA,113085.424,0.229,0.154
6,31,16,CA,228872.21,0.464,0.311
6,20,17,CA,35082.161,0.07,0.046
6,24,17,CA,155739.813,0.312,0.205
6,25,17,CA,489693.707,0.982,0.645
6,28,17,CA,79195.012,0.158,0.104
6,22,18,CA,49367.634,0.1,0.065
6,24,18,CA,285493.087,0.572,0.379
6,28,18,CA,346817.94,0.691,0.46
6,29,18,CA,72560.339,0.148,0.096
6,25,19,CA,9158.314,0.018,0.012
6,27,19,CA,499988.34,1,0.66
6,28,19,CA,76116.026,0.152,0.101
6,29,19,CA,79270.425,0.161,0.105
6,30,19,CA,92720.789,0.188,0.122
6,29,20,CA,339008.301,0.691,0.459
6,30,20,CA,399707.74,0.812,0.541
6,26,21,CA,36190.068,0.074,0.05
6,31,21,CA,212158.522,0.43,0.291
6,32,21,CA,456921.344,0.951,0.627
6,34,21,CA,23454.025,0.048,0.032
6,23,22,CA,358737.3,0.728,0.487
6,26,22,CA,325685.618,0.667,0.442
6,31,22,CA,52128.382,0.106,0.071
6,23,23,CA,5476.149,0.011,0.007
6,26,23,CA,108585.016,0.222,0.147
6,32,23,CA,23612.092,0.049,0.032
6,34,23,CA,468430.318,0.952,0.635
6,36,23,CA,131664.579,0.275,0.178
6,35,24,CA,490972.659,1,0.665
6,37,24,CA,247757.085,0.51,0.335
6,36,25,CA,327123.276,0.682,0.451
6,38,25,CA,398557.227,0.822,0.549
6,39,25,CA,29.943,0,0
6,45,25,CA,2.065,0,0
6,37,26,CA,238030.84,0.49,0.328
6,38,26,CA,10325.025,0.021,0.014
6,44,26,CA,477108.689,1,0.658
6,36,27,CA,690.756,0.001,0.001
6,41,27,CA,298101.728,0.622,0.41
6,43,27,CA,7.228,0,0
6,48,27,CA,38405.648,0.081,0.053
6,49,27,CA,388622.286,0.814,0.535
6,52,27,CA,561.691,0.001,0.001
6,38,28,CA,6.195,0,0
6,39,28,CA,60081.359,0.125,0.083
6,41,28,CA,11389.738,0.024,0.016
6,43,28,CA,459134.172,0.949,0.633
6,46,28,CA,9386.648,0.02,0.013
6,50,28,CA,115544.253,0.238,0.159
6,51,28,CA,51009.631,0.106,0.07
6,53,28,CA,19211.084,0.04,0.026
6,38,29,CA,4639.116,0.01,0.006
6,39,29,CA,414628.391,0.861,0.571
6,46,29,CA,306496.605,0.639,0.422
6,38,30,CA,71584.675,0.148,0.099
6,39,30,CA,6850.776,0.014,0.009
6,43,30,CA,24497.591,0.051,0.034
6,45,30,CA,459167.362,0.951,0.633
6,46,30,CA,163661.792,0.341,0.226
6,40,31,CA,426010.767,0.876,0.576
6,41,31,CA,67799.868,0.141,0.092
6,42,31,CA,1572.046,0.003,0.002
6,47,31,CA,243751.236,0.493,0.33
6,41,32,CA,101946.985,0.213,0.14
6,48,32,CA,437943.745,0.919,0.603
6,49,32,CA,76091.629,0.159,0.105
6,55,32,CA,33763.434,0.07,0.047
6,57,32,CA,76018.32,0.158,0.105
6,45,33,CA,23807.867,0.049,0.033
6,50,33,CA,311485.746,0.642,0.429
6,54,33,CA,36266.265,0.075,0.05
6,62,33,CA,67002.347,0.139,0.092
6,66,33,CA,274860.165,0.569,0.379
6,70,33,CA,12340.69,0.026,0.017
6,51,34,CA,326099.015,0.678,0.449
6,53,34,CA,399649.61,0.834,0.551
6,59,34,CA,14.455,0,0
6,47,35,CA,250677.702,0.507,0.34
6,52,35,CA,485617.701,0.998,0.66
6,42,36,CA,366814.968,0.734,0.479
6,56,36,CA,317080.746,0.637,0.414
6,67,36,CA,51886.813,0.103,0.068
6,71,36,CA,30715.309,0.062,0.04
6,50,37,CA,58304.391,0.12,0.08
6,53,37,CA,7149.175,0.015,0.01
6,54,37,CA,440280.34,0.914,0.607
6,59,37,CA,178595.142,0.372,0.246
6,62,37,CA,41434.032,0.086,0.057
6,49,38,CA,12873.471,0.027,0.018
6,57,38,CA,342944.594,0.713,0.472
6,58,38,CA,274592.742,0.568,0.378
6,63,38,CA,79282.182,0.167,0.109
6,65,38,CA,16407.366,0.034,0.023
6,52,39,CA,653.004,0.001,0.001
6,55,39,CA,449039.813,0.93,0.61
6,57,39,CA,62031.791,0.129,0.084
6,65,39,CA,207439.146,0.426,0.282
6,68,39,CA,17283.17,0.035,0.023
6,51,40,CA,103677.49,0.216,0.143
6,53,40,CA,52993.103,0.111,0.073
6,58,40,CA,208893.436,0.432,0.288
6,59,40,CA,214845.919,0.447,0.296
6,63,40,CA,145353.132,0.305,0.2
6,42,41,CA,524.517,0.001,0.001
6,60,41,CA,237342.202,0.463,0.31
6,61,41,CA,511647.024,0.998,0.667
6,67,41,CA,17051.702,0.034,0.022
6,42,42,CA,226.818,0,0
6,60,42,CA,275484.712,0.537,0.359
6,61,42,CA,1234.414,0.002,0.002
6,67,42,CA,435700.049,0.863,0.568
6,71,42,CA,13552.379,0.027,0.018
6,75,42,CA,40236.216,0.08,0.052
6,54,43,CA,5067.613,0.011,0.007
6,59,43,CA,49721.045,0.104,0.069
6,62,43,CA,373454.554,0.775,0.515
6,64,43,CA,89423.539,0.186,0.123
6,66,43,CA,208096.33,0.431,0.287
6,59,44,CA,37053.045,0.077,0.051
6,63,44,CA,221498.451,0.465,0.305
6,64,44,CA,392210.296,0.814,0.54
6,70,44,CA,75001.287,0.155,0.103
6,68,45,CA,379069.385,0.777,0.512
6,73,45,CA,196768.246,0.407,0.266
6,74,45,CA,164982.136,0.331,0.223
6,65,46,CA,147828.597,0.304,0.2
6,68,46,CA,91523.129,0.188,0.124
6,69,46,CA,488830.532,0.997,0.66
6,72,46,CA,12659.64,0.026,0.017
6,63,47,CA,30019.513,0.063,0.041
6,65,47,CA,114731.416,0.236,0.157
6,69,47,CA,1465.997,0.003,0.002
6,70,47,CA,396408.527,0.819,0.542
6,72,47,CA,189273.848,0.382,0.259
6,72,48,CA,293336.471,0.592,0.396
6,73,48,CA,114690.313,0.237,0.155
6,74,48,CA,332787.713,0.669,0.449
6,73,49,CA,172587.194,0.357,0.23
6,75,49,CA,12100.252,0.024,0.016
6,76,49,CA,502303.567,1,0.669
6,77,49,CA,28950.998,0.058,0.039
6,78,49,CA,34535.4,0.07,0.046
6,71,50,CA,304653.249,0.614,0.404
6,75,50,CA,448859.377,0.896,0.595
6,77,50,CA,1408.427,0.003,0.002
6,56,51,CA,180883,0.363,0.242
6,71,51,CA,16528.115,0.033,0.022
6,78,51,CA,32251.262,0.065,0.043
6,79,51,CA,85855.09,0.172,0.115
6,80,51,CA,431713.938,0.867,0.578
6,77,52,CA,455526.429,0.916,0.605
6,78,52,CA,292869.196,0.592,0.389
6,79,52,CA,5020.603,0.01,0.007
6,71,53,CA,131132.693,0.264,0.174
6,77,53,CA,11528.95,0.023,0.015
6,78,53,CA,135421.214,0.274,0.18
6,79,53,CA,409057.987,0.818,0.543
6,80,53,CA,66275.384,0.133,0.088
8,1,1,CO,87856.876,1,0.107
8,2,1,CO,87341.833,1,0.106
8,3,1,CO,47691.863,0.557,0.058
8,4,1,CO,87404.192,1,0.106
8,5,1,CO,87125.887,1,0.106
8,6,1,CO,87192.865,1,0.106
8,7,1,CO,89871.991,1,0.109
8,8,1,CO,87204.413,1,0.106
8,9,1,CO,86866.889,1,0.106
8,22,1,CO,72051.015,0.892,0.088
8,25,1,CO,555.21,0.007,0.001
8,38,1,CO,655.998,0.008,0.001
8,10,2,CO,82713.939,1,0.104
8,11,2,CO,14937.166,0.18,0.019
8,12,2,CO,53696.129,0.651,0.067
8,13,2,CO,80503.931,0.983,0.101
8,22,2,CO,4743.351,0.059,0.006
8,25,2,CO,77471.529,0.934,0.097
8,26,2,CO,15138.475,0.193,0.019
8,33,2,CO,90519.258,1,0.113
8,49,2,CO,70782.042,0.784,0.089
8,51,2,CO,89981.327,1,0.113
8,52,2,CO,89857.643,1,0.113
8,53,2,CO,89371.988,1,0.112
8,60,2,CO,8468.602,0.103,0.011
8,61,2,CO,30374,0.367,0.038
8,13,3,CO,1357,0.017,0.002
8,26,3,CO,63498.525,0.807,0.086
8,46,3,CO,82225.675,1,0.111
8,47,3,CO,56221.318,0.699,0.076
8,54,3,CO,80484.538,1,0.108
8,55,3,CO,80924.711,1,0.109
8,57,3,CO,78541,1,0.106
8,58,3,CO,78543,1,0.106
8,59,3,CO,83420.456,1,0.112
8,60,3,CO,4602,0.056,0.006
8,61,3,CO,52289.294,0.633,0.07
8,62,3,CO,80457.007,1,0.108
8,11,4,CO,67913.51,0.82,0.085
8,12,4,CO,28846.068,0.349,0.036
8,30,4,CO,648.677,0.007,0.001
8,33,4,CO,5.833,0,0
8,36,4,CO,338.58,0.004,0
8,39,4,CO,35815.495,0.419,0.045
8,44,4,CO,91269.59,1,0.115
8,45,4,CO,88403.061,1,0.111
8,47,4,CO,18295,0.228,0.023
8,48,4,CO,91241.398,1,0.114
8,49,4,CO,19481.319,0.216,0.024
8,50,4,CO,91692.851,1,0.115
8,56,4,CO,15138.217,0.171,0.019
8,63,4,CO,92510.6,1,0.116
8,64,4,CO,78303,1,0.098
8,65,4,CO,77034,1,0.097
8,14,5,CO,86231.418,1,0.109
