StateFIPS,CongressionalDistrict,PUMA,StateAbbreviation,Population,FracCDInPUMA,FracPUMAInCD
1,6,1305,AL,57805,0.078,0.4906
1,7,1305,AL,60020,0.0903,0.5094
1,4,1400,AL,117746,0.1675,1
1,4,1500,AL,46764,0.0665,0.3734
1,7,1500,AL,78490,0.1181,0.6266
1,4,1600,AL,17873,0.0254,0.1478
1,7,1600,AL,103032,0.155,0.8522
1,6,1700,AL,22293,0.0301,0.1806
1,7,1700,AL,101156,0.1522,0.8194
1,3,1800,AL,76083,0.1035,0.5786
1,6,1800,AL,55401,0.0748,0.4214
1,3,1900,AL,174241,0.237,1
1,2,2000,AL,126608,0.1826,0.6443
1,3,2000,AL,27711,0.0377,0.141
1,7,2000,AL,42192,0.0635,0.2147
1,2,2100,AL,163059,0.2351,0.8603
1,3,2100,AL,14156,0.0193,0.0747
1,7,2100,AL,12321,0.0185,0.065
1,1,2200,AL,79700,0.1097,0.6137
1,2,2200,AL,11597,0.0167,0.0893
1,7,2200,AL,38569,0.058,0.297
1,2,2300,AL,123280,0.1778,1
1,2,2400,AL,68589,0.0989,0.4656
1,3,2400,AL,78715,0.1071,0.5344
1,2,2500,AL,200333,0.2889,1
1,1,2600,AL,231767,0.3191,1
1,1,2701,AL,99024,0.1363,1
1,1,2702,AL,110631,0.1523,1
1,1,2703,AL,205154,0.2825,1
2,0,101,AK,132800,0.1811,1
2,0,102,AK,158558,0.2162,1
2,0,200,AK,165791,0.2261,1
2,0,300,AK,163279,0.2226,1
2,0,400,AK,112963,0.154,1
4,5,100,AZ,179340,0.2036,1
4,5,101,AZ,186095,0.2112,1
4,5,102,AZ,102908,0.1168,0.7143
4,6,102,AZ,22,0,0.0002
4,9,102,AZ,41136,0.0533,0.2855
4,9,103,AZ,114776,0.1487,1
4,5,104,AZ,106653,0.1211,1
4,5,105,AZ,153232,0.1739,1
4,5,106,AZ,24241,0.0275,0.1991
4,9,106,AZ,97541,0.1264,0.8009
4,5,107,AZ,128551,0.1459,1
4,7,108,AZ,5322,0.0068,0.0493
4,9,108,AZ,102676,0.133,0.9507
4,9,109,AZ,117306,0.152,1
4,6,110,AZ,95706,0.1218,0.7461
4,9,110,AZ,32562,0.0422,0.2539
4,4,111,AZ,1115,0.0014,0.01
4,5,111,AZ,5,0,0
4,6,111,AZ,110420,0.1405,0.99
4,4,112,AZ,91,0.0001,0.0007
4,6,112,AZ,124014,0.1578,0.9467
4,8,112,AZ,6886,0.0082,0.0526
4,6,113,AZ,96953,0.1234,0.9218
4,9,113,AZ,8227,0.0107,0.0782
4,6,114,AZ,92762,0.118,0.833
4,9,114,AZ,18593,0.0241,0.167
4,6,115,AZ,101618,0.1293,0.9267
4,9,115,AZ,8037,0.0104,0.0733
4,7,116,AZ,48044,0.0609,0.4342
4,9,116,AZ,62604,0.0811,0.5658
4,6,117,AZ,272,0.0003,0.0026
4,7,117,AZ,26137,0.0332,0.2501
4,9,117,AZ,78109,0.1012,0.7473
4,7,118,AZ,110358,0.14,0.9308
4,9,118,AZ,8206,0.0106,0.0692
4,7,119,AZ,117260,0.1487,0.9995
4,9,119,AZ,55,0.0001,0.0005
4,7,120,AZ,28168,0.0357,0.2591
4,9,120,AZ,80556,0.1044,0.7409
4,1,121,AZ,22,0,0.0001
4,3,121,AZ,34711,0.0446,0.2294
4,7,121,AZ,116610,0.1479,0.7705
4,7,122,AZ,112213,0.1423,1
4,3,123,AZ,37528,0.0483,0.3097
4,7,123,AZ,83613,0.1061,0.6901
4,8,123,AZ,25,0,0.0002
4,7,124,AZ,110194,0.1398,0.9599
4,8,124,AZ,4605,0.0055,0.0401
4,6,125,AZ,70629,0.0899,0.6208
4,7,125,AZ,30413,0.0386,0.2673
4,8,125,AZ,11284,0.0135,0.0992
4,9,125,AZ,1448,0.0019,0.0127
4,6,126,AZ,354,0.0005,0.0027
4,8,126,AZ,130806,0.1562,0.9973
4,8,127,AZ,120988,0.1445,1
4,6,128,AZ,60544,0.077,0.5594
4,8,128,AZ,47693,0.057,0.4406
4,4,129,AZ,187,0.0002,0.0013
4,6,129,AZ,32564,0.0414,0.2289
4,8,129,AZ,109501,0.1308,0.7698
4,8,130,AZ,125567,0.15,1
4,8,131,AZ,123745,0.1478,1
4,3,132,AZ,20933,0.0269,0.1417
4,4,132,AZ,13868,0.0172,0.0939
4,8,132,AZ,112895,0.1348,0.7644
4,3,133,AZ,112054,0.1441,0.9195
4,8,133,AZ,9806,0.0117,0.0805
4,1,134,AZ,3575,0.0047,0.0211
4,3,134,AZ,83262,0.1071,0.492
4,4,134,AZ,48961,0.0609,0.2893
4,8,134,AZ,33449,0.04,0.1976
4,2,201,AZ,8378,0.0113,0.0801
4,3,201,AZ,96175,0.1237,0.9199
4,1,202,AZ,52519,0.069,0.4043
4,2,202,AZ,11188,0.015,0.0861
4,3,202,AZ,66210,0.0852,0.5096
4,1,203,AZ,61791,0.0812,0.5146
4,2,203,AZ,58280,0.0783,0.4854
4,1,204,AZ,1717,0.0023,0.0157
4,2,204,AZ,107504,0.1444,0.9843
4,2,205,AZ,135825,0.1824,0.9001
4,3,205,AZ,15067,0.0194,0.0999
4,2,206,AZ,103724,0.1393,1
4,2,207,AZ,76043,0.1021,0.7405
4,3,207,AZ,26649,0.0343,0.2595
4,2,208,AZ,11,0,0.0001
4,3,208,AZ,102947,0.1324,0.9999
4,2,209,AZ,118078,0.1586,0.9888
4,3,209,AZ,1343,0.0017,0.0112
4,1,300,AZ,172738,0.227,1
4,1,400,AZ,144522,0.1899,1
4,4,400,AZ,2,0,0
4,1,500,AZ,32853,0.0432,0.1388
4,4,500,AZ,203924,0.2535,0.8612
4,1,600,AZ,1526,0.002,0.0066
4,4,600,AZ,228298,0.2838,0.9934
4,3,700,AZ,132541,0.1705,0.6501
4,4,700,AZ,71340,0.0887,0.3499
4,1,800,AZ,81976,0.1077,0.7423
4,2,800,AZ,9,0,0.0001
4,4,800,AZ,28453,0.0354,0.2576
4,4,803,AZ,147564,0.1835,1
4,1,805,AZ,63899,0.084,0.5136
4,4,805,AZ,60520,0.0752,0.4864
4,1,807,AZ,143712,0.1889,0.9968
4,3,807,AZ,465,0.0006,0.0032
4,2,900,AZ,125438,0.1685,0.7246
4,3,900,AZ,47669,0.0613,0.2754
5,3,100,AR,282972,0.3372,1
5,3,200,AR,247191,0.2946,0.9996
5,4,200,AR,110,0.0002,0.0004
5,1,300,AR,48732,0.068,0.3134
5,2,300,AR,30,0,0.0002
5,3,300,AR,86586,0.1032,0.5568
5,4,300,AR,20168,0.0294,0.1297
5,1,400,AR,117927,0.1646,0.8819
5,2,400,AR,15796,0.0205,0.1181
5,1,500,AR,196539,0.2743,1
5,1,600,AR,98566,0.1376,1
5,1,700,AR,94845,0.1324,1
5,1,800,AR,31792,0.0444,0.2931
5,2,800,AR,76674,0.0997,0.7069
5,1,900,AR,488,0.0007,0.0023
5,2,900,AR,210324,0.2734,0.9976
5,4,900,AR,16,0,0.0001
5,2,1000,AR,189203,0.2459,1
5,1,1100,AR,73284,0.1023,0.3719
5,2,1100,AR,123749,0.1608,0.6281
5,2,1200,AR,121747,0.1582,0.9956
5,4,1200,AR,543,0.0008,0.0044
5,1,1300,AR,7,0,0
5,2,1300,AR,30734,0.0399,0.2193
5,3,1300,AR,63381,0.0755,0.4523
5,4,1300,AR,46002,0.067,0.3283
5,3,1400,AR,159017,0.1895,0.8464
5,4,1400,AR,28858,0.042,0.1536
5,4,1500,AR,95878,0.1396,1
5,2,1600,AR,855,0.0011,0.0052
5,4,1600,AR,162791,0.2371,0.9948
5,1,1700,AR,12787,0.0178,0.1338
5,2,1700,AR,279,0.0004,0.0029
5,4,1700,AR,82524,0.1202,0.8633
5,1,1800,AR,41421,0.0578,0.4318
5,4,1800,AR,54496,0.0794,0.5682
5,4,1900,AR,95762,0.1395,1
5,4,2000,AR,99450,0.1448,1
6,11,101,CA,1308,0.0017,0.009
6,13,101,CA,144035,0.1846,0.991
6,13,102,CA,184298,0.2362,1
6,11,103,CA,18,0,0.0001
6,13,103,CA,133603,0.1712,0.9994
6,15,103,CA,63,0.0001,0.0005
6,13,104,CA,142268,0.1823,1
6,13,105,CA,172376,0.2209,0.9912
6,15,105,CA,1525,0.0019,0.0088
6,13,106,CA,2584,0.0033,0.0175
6,15,106,CA,144819,0.1818,0.9825
6,15,107,CA,164462,0.2064,1
6,15,108,CA,90792,0.114,0.6379
6,17,108,CA,51533,0.0658,0.3621
6,15,109,CA,60560,0.076,0.2997
6,17,109,CA,141513,0.1807,0.7003
6,10,110,CA,19,0,0.0001
6,11,110,CA,29,0,0.0001
6,15,110,CA,245501,0.3081,0.996
6,17,110,CA,933,0.0012,0.0038
6,4,300,CA,159721,0.2079,0.8321
6,8,300,CA,32211,0.0426,0.1678
6,23,300,CA,11,0,0.0001
6,1,701,CA,124617,0.1775,1
6,1,702,CA,87015,0.124,1
6,1,1100,CA,67973,0.0968,0.5122
6,2,1100,CA,16112,0.0224,0.1214
6,3,1100,CA,48612,0.0638,0.3663
6,11,1301,CA,126691,0.165,1
6,5,1302,CA,51676,0.071,0.4019
6,11,1302,CA,76913,0.1002,0.5981
6,5,1303,CA,45412,0.0624,0.3333
6,11,1303,CA,90832,0.1183,0.6667
6,11,1304,CA,128191,0.1669,0.9906
6,13,1304,CA,1218,0.0016,0.0094
6,11,1305,CA,52322,0.0681,0.3703
6,15,1305,CA,88972,0.1117,0.6297
6,11,1306,CA,120201,0.1565,1
6,11,1307,CA,137384,0.1789,1
6,9,1308,CA,87474,0.1088,0.7206
6,11,1308,CA,33918,0.0442,0.2794
6,9,1309,CA,124392,0.1547,0.9993
6,11,1309,CA,70,0.0001,0.0006
6,15,1309,CA,17,0,0.0001
6,1,1500,CA,105296,0.15,0.7915
6,2,1500,CA,27743,0.0386,0.2085
6,4,1700,CA,191185,0.2488,1
6,16,1901,CA,2898,0.0039,0.0197
6,21,1901,CA,144335,0.2027,0.9803
6,16,1902,CA,10952,0.0146,0.0576
6,22,1902,CA,179291,0.2276,0.9424
6,16,1903,CA,72445,0.0964,0.6547
6,22,1903,CA,38207,0.0485,0.3453
6,16,1904,CA,167296,0.2226,0.9252
6,21,1904,CA,177,0.0002,0.001
6,22,1904,CA,13348,0.0169,0.0738
6,16,1905,CA,87566,0.1165,0.751
6,21,1905,CA,2096,0.0029,0.018
6,22,1905,CA,26935,0.0342,0.231
6,22,1906,CA,129581,0.1645,1
6,4,1907,CA,14949,0.0195,0.1119
6,21,1907,CA,59956,0.0842,0.4489
6,22,1907,CA,58643,0.0744,0.4391
6,2,2300,CA,136463,0.1898,1
6,51,2500,CA,179702,0.2529,1
6,21,2901,CA,128401,0.1803,0.6231
6,23,2901,CA,77672,0.1,0.3769
6,24,2901,CA,6,0,0
6,23,2902,CA,228249,0.2939,1
6,21,2903,CA,63301,0.0889,0.3759
6,23,2903,CA,105103,0.1353,0.6241
6,21,2904,CA,108047,0.1517,0.9485
6,23,2904,CA,5865,0.0076,0.0515
6,21,2905,CA,20827,0.0292,0.1082
6,23,2905,CA,171589,0.2209,0.8918
6,21,3100,CA,152479,0.2141,1
6,2,3300,CA,91601,0.1274,0.5734
6,3,3300,CA,36339,0.0477,0.2275
6,5,3300,CA,31824,0.0437,0.1992
6,23,3701,CA,36,0,0.0003
6,25,3701,CA,139619,0.1852,0.9865
6,27,3701,CA,835,0.0012,0.0059
6,28,3701,CA,487,0.0007,0.0034
6,29,3701,CA,217,0.0003,0.0015
6,30,3701,CA,209,0.0003,0.0015
6,32,3701,CA,124,0.0002,0.0009
6,25,3702,CA,207092,0.2748,1
6,23,3703,CA,86253,0.111,0.4766
6,25,3703,CA,94725,0.1257,0.5234
6,23,3704,CA,2970,0.0038,0.0164
6,25,3704,CA,178336,0.2366,0.9836
6,25,3705,CA,15067,0.02,0.084
6,29,3705,CA,3647,0.0051,0.0203
6,30,3705,CA,160692,0.2149,0.8957
6,25,3706,CA,66,0.0001,0.0005
6,29,3706,CA,93465,0.1314,0.6533
6,30,3706,CA,49532,0.0662,0.3462
6,28,3707,CA,584,0.0008,0.0039
6,29,3707,CA,148336,0.2086,0.9961
6,28,3708,CA,60408,0.0847,0.4405
6,29,3708,CA,76723,0.1079,0.5595
6,27,3709,CA,62934,0.0888,0.566
6,28,3709,CA,41730,0.0585,0.3753
6,32,3709,CA,6533,0.0093,0.0588
6,27,3710,CA,3009,0.0042,0.0173
6,32,3710,CA,171259,0.2429,0.9827
6,27,3711,CA,76159,0.1075,0.441
6,32,3711,CA,94049,0.1334,0.5446
6,35,3711,CA,2493,0.0034,0.0144
6,27,3712,CA,228,0.0003,0.0015
6,35,3712,CA,149516,0.2022,0.9976
6,39,3712,CA,131,0.0002,0.0009
6,32,3713,CA,82761,0.1174,0.7292
6,35,3713,CA,2,0,0
6,39,3713,CA,30731,0.0419,0.2708
6,32,3714,CA,152,0.0002,0.0014
6,35,3714,CA,545,0.0007,0.0051
6,39,3714,CA,106890,0.1459,0.9935
6,32,3715,CA,122470,0.1737,1
6,32,3716,CA,101199,0.1435,0.9485
6,38,3716,CA,5169,0.0073,0.0484
6,39,3716,CA,330,0.0005,0.0031
6,27,3717,CA,172720,0.2437,0.9063
6,32,3717,CA,17865,0.0253,0.0937
6,27,3718,CA,124290,0.1754,0.9187
6,28,3718,CA,10999,0.0154,0.0813
6,28,3719,CA,196205,0.2752,0.9995
6,34,3719,CA,99,0.0001,0.0005
6,28,3720,CA,97391,0.1366,0.7963
6,30,3720,CA,24918,0.0333,0.2037
6,29,3721,CA,112054,0.1576,0.8242
6,30,3721,CA,23894,0.032,0.1758
6,29,3722,CA,132639,0.1865,0.7977
6,30,3722,CA,33630,0.045,0.2023
6,29,3723,CA,142813,0.2008,1
6,29,3724,CA,1228,0.0017,0.007
6,30,3724,CA,173109,0.2315,0.993
6,30,3725,CA,180640,0.2416,1
6,26,3726,CA,8291,0.0115,0.0842
6,30,3726,CA,5196,0.0069,0.0528
6,33,3726,CA,84939,0.1173,0.863
6,28,3727,CA,2458,0.0034,0.0154
6,30,3727,CA,93929,0.1256,0.5899
6,33,3727,CA,62832,0.0868,0.3946
6,33,3728,CA,106747,0.1474,0.9975
6,37,3728,CA,263,0.0004,0.0025
6,33,3729,CA,42162,0.0582,0.2022
6,37,3729,CA,166309,0.2303,0.7978
6,33,3730,CA,50618,0.0699,0.3018
6,34,3730,CA,27774,0.0395,0.1656
6,37,3730,CA,89312,0.1237,0.5326
6,28,3731,CA,76105,0.1067,0.6941
6,33,3731,CA,33524,0.0463,0.3057
6,37,3731,CA,23,0,0.0002
6,28,3732,CA,155333,0.2179,0.9013
6,33,3732,CA,980,0.0014,0.0057
6,34,3732,CA,16030,0.0228,0.093
6,34,3733,CA,113324,0.1611,1
6,28,3734,CA,70623,0.0991,0.3668
6,34,3734,CA,121868,0.1733,0.633
6,37,3734,CA,23,0,0.0001
6,27,3735,CA,52,0.0001,0.0003
6,28,3735,CA,589,0.0008,0.0032
6,34,3735,CA,182974,0.2601,0.9965
6,27,3736,CA,109830,0.155,0.9474
6,28,3736,CA,52,0.0001,0.0004
6,34,3736,CA,6051,0.0086,0.0522
6,27,3737,CA,123762,0.1746,0.971
6,32,3737,CA,385,0.0005,0.003
6,34,3737,CA,502,0.0007,0.0039
6,38,3737,CA,541,0.0008,0.0042
6,40,3737,CA,2265,0.0033,0.0178
6,27,3738,CA,23,0,0.0002
6,32,3738,CA,108222,0.1535,0.8498
6,38,3738,CA,19098,0.027,0.15
6,32,3739,CA,8,0,0
6,38,3739,CA,111212,0.1574,0.6643
6,39,3739,CA,56194,0.0767,0.3357
6,27,3740,CA,1414,0.002,0.0111
6,38,3740,CA,125424,0.1775,0.9848
6,40,3740,CA,523,0.0008,0.0041
6,40,3741,CA,135236,0.1959,0.9997
6,44,3741,CA,35,0,0.0003
6,40,3742,CA,94600,0.1371,0.7447
6,44,3742,CA,32437,0.0457,0.2553
6,27,3743,CA,14,0,0.0001
6,34,3743,CA,22786,0.0324,0.1971
6,38,3743,CA,47,0.0001,0.0004
6,40,3743,CA,92737,0.1344,0.8023
6,34,3744,CA,184491,0.2623,0.97
6,37,3744,CA,3098,0.0043,0.0163
6,40,3744,CA,2599,0.0038,0.0137
6,37,3745,CA,2688,0.0037,0.0221
6,40,3745,CA,119191,0.1727,0.9779
6,34,3746,CA,27518,0.0391,0.2521
6,37,3746,CA,81653,0.1131,0.7479
6,37,3747,CA,158959,0.2201,1
6,33,3748,CA,38529,0.0532,0.1977
6,37,3748,CA,92606,0.1282,0.4752
6,43,3748,CA,63739,0.0876,0.3271
6,43,3749,CA,111720,0.1536,1
6,37,3750,CA,127243,0.1762,0.7126
6,43,3750,CA,51227,0.0704,0.2869
6,44,3750,CA,82,0.0001,0.0005
6,40,3751,CA,37806,0.0548,0.2392
6,43,3751,CA,70456,0.0968,0.4458
6,44,3751,CA,49765,0.0701,0.3149
6,40,3752,CA,46,0.0001,0.0003
6,44,3752,CA,165723,0.2333,0.9997
6,40,3753,CA,112920,0.1636,1
6,38,3754,CA,139130,0.1969,0.9985
6,39,3754,CA,210,0.0003,0.0015
6,38,3755,CA,105726,0.1497,0.8883
6,40,3755,CA,13288,0.0193,0.1117
6,38,3756,CA,39965,0.0566,0.334
6,40,3756,CA,79000,0.1145,0.6602
6,44,3756,CA,704,0.001,0.0059
6,44,3757,CA,160907,0.2265,1
6,43,3758,CA,158114,0.2173,1
6,43,3759,CA,114971,0.158,1
6,33,3760,CA,143857,0.1987,1
6,33,3761,CA,41652,0.0575,0.3258
6,43,3761,CA,86210,0.1185,0.6742
6,43,3762,CA,22870,0.0314,0.1958
6,44,3762,CA,93887,0.1322,0.804
6,47,3762,CA,20,0,0.0002
6,38,3763,CA,1009,0.0014,0.0069
6,44,3763,CA,84211,0.1185,0.5778
6,47,3763,CA,60516,0.0847,0.4152
6,38,3764,CA,142470,0.2017,0.8877
6,47,3764,CA,18026,0.0252,0.1123
6,38,3765,CA,152,0.0002,0.0011
6,47,3765,CA,134540,0.1883,0.9989
6,44,3766,CA,4,0,0
6,47,3766,CA,102257,0.1431,1
6,33,3767,CA,30553,0.0422,0.169
6,43,3767,CA,27773,0.0382,0.1536
6,44,3767,CA,122486,0.1724,0.6774
6,33,3768,CA,87648,0.1211,0.7819
6,43,3768,CA,20453,0.0281,0.1825
6,44,3768,CA,117,0.0002,0.001
6,47,3768,CA,3875,0.0054,0.0346
6,47,3769,CA,97743,0.1368,1
6,4,3900,CA,27161,0.0354,0.1738
6,16,3900,CA,129073,0.1718,0.8262
6,2,4101,CA,110784,0.1541,1
6,2,4102,CA,151537,0.2108,1
6,16,4701,CA,116422,0.1549,1
6,16,4702,CA,164780,0.2193,1
6,20,5301,CA,183635,0.2465,1
6,20,5302,CA,177254,0.238,1
6,20,5303,CA,142355,0.1911,1
6,5,5500,CA,139595,0.1918,1
6,1,5700,CA,88500,0.1261,0.839
6,4,5700,CA,16977,0.0221,0.161
6,48,5901,CA,66354,0.0921,0.3729
6,49,5901,CA,111583,0.1488,0.6271
6,45,5902,CA,98944,0.1216,0.921
6,49,5902,CA,8492,0.0113,0.079
6,45,5903,CA,67653,0.0831,0.3158
6,48,5903,CA,146607,0.2035,0.6842
6,45,5904,CA,266674,0.3276,0.9972
6,46,5904,CA,157,0.0002,0.0006
6,48,5904,CA,596,0.0008,0.0022
6,39,5905,CA,406,0.0006,0.0017
6,45,5905,CA,225770,0.2774,0.9673
6,46,5905,CA,7223,0.0103,0.0309
6,39,5906,CA,191821,0.2618,1
6,39,5907,CA,191830,0.2619,0.9714
6,46,5907,CA,5638,0.008,0.0286
6,38,5908,CA,16500,0.0234,0.0884
6,39,5908,CA,59233,0.0809,0.3173
6,46,5908,CA,2732,0.0039,0.0146
6,47,5908,CA,83292,0.1165,0.4462
6,48,5908,CA,24914,0.0346,0.1335
6,39,5909,CA,3190,0.0044,0.0216
6,46,5909,CA,135099,0.1922,0.9152
6,47,5909,CA,9320,0.013,0.0631
6,39,5910,CA,9797,0.0134,0.0499
6,45,5910,CA,29734,0.0365,0.1513
6,46,5910,CA,156980,0.2234,0.7988
6,39,5911,CA,2008,0.0027,0.0142
6,45,5911,CA,68884,0.0846,0.4888
6,46,5911,CA,70043,0.0997,0.497
6,46,5912,CA,6316,0.009,0.0372
6,47,5912,CA,116087,0.1624,0.6839
6,48,5912,CA,47331,0.0657,0.2789
6,46,5913,CA,54992,0.0782,0.3426
6,47,5913,CA,85440,0.1196,0.5324
6,48,5913,CA,20061,0.0278,0.125
6,47,5914,CA,3548,0.005,0.018
6,48,5914,CA,193601,0.2688,0.982
6,45,5915,CA,56042,0.0688,0.4912
6,49,5915,CA,58051,0.0774,0.5088
6,46,5916,CA,107332,0.1527,0.7268
6,47,5916,CA,7,0,0
6,48,5916,CA,40346,0.056,0.2732
6,45,5917,CA,294,0.0004,0.0019
6,46,5917,CA,155932,0.2219,0.9981
6,46,5918,CA,352,0.0005,0.0019
6,48,5918,CA,180523,0.2506,0.9981
6,3,6101,CA,35,0,0.0002
6,4,6101,CA,154981,0.2017,0.9998
6,4,6102,CA,133131,0.1733,1
6,1,6103,CA,46399,0.0661,0.3976
6,3,6103,CA,80,0.0001,0.0007
6,4,6103,CA,70228,0.0914,0.6017
6,36,6501,CA,186540,0.2439,1
6,36,6502,CA,131053,0.1714,0.9933
6,42,6502,CA,882,0.0011,0.0067
6,42,6503,CA,51545,0.0635,0.368
6,50,6503,CA,88539,0.1169,0.632
6,42,6504,CA,146288,0.1802,1
6,41,6505,CA,7833,0.0104,0.0352
6,42,6505,CA,214673,0.2645,0.9648
6,36,6506,CA,119074,0.1557,0.6898
6,42,6506,CA,53548,0.066,0.3102
6,36,6507,CA,168271,0.22,0.9641
6,41,6507,CA,392,0.0005,0.0022
6,42,6507,CA,5870,0.0072,0.0336
6,41,6508,CA,197884,0.2627,0.9998
6,42,6508,CA,35,0,0.0002
6,41,6509,CA,96481,0.1281,0.7251
6,42,6509,CA,36582,0.0451,0.2749
6,41,6510,CA,155383,0.2063,1
6,41,6511,CA,168385,0.2235,0.9952
6,42,6511,CA,805,0.001,0.0048
6,41,6512,CA,23157,0.0307,0.2169
6,42,6512,CA,83596,0.103,0.7831
6,39,6513,CA,8,0,0.0001
6,42,6513,CA,146302,0.1803,0.9999
6,41,6514,CA,103723,0.1377,0.5925
6,42,6514,CA,71345,0.0879,0.4075
6,36,6515,CA,159729,0.2089,0.9988
6,42,6515,CA,184,0.0002,0.0012
6,6,6701,CA,868,0.0011,0.0078
6,7,6701,CA,110353,0.1404,0.9922
6,7,6702,CA,127143,0.1617,1
6,6,6703,CA,139,0.0002,0.0012
6,7,6703,CA,119708,0.1523,0.9988
6,3,6704,CA,41,0.0001,0.0003
6,6,6704,CA,124105,0.1575,0.8963
6,7,6704,CA,14312,0.0182,0.1034
6,3,6705,CA,116,0.0002,0.0009
6,6,6705,CA,122946,0.156,0.9991
6,3,6706,CA,28654,0.0376,0.227
6,6,6706,CA,97559,0.1238,0.773
6,6,6707,CA,130125,0.1651,0.9758
6,7,6707,CA,3228,0.0041,0.0242
6,6,6708,CA,109570,0.1391,0.7374
6,7,6708,CA,39014,0.0496,0.2626
6,6,6709,CA,147700,0.1874,0.9982
6,7,6709,CA,269,0.0003,0.0018
6,3,6710,CA,93,0.0001,0.0006
6,6,6710,CA,1021,0.0013,0.0063
6,7,6710,CA,161733,0.2057,0.9932
6,3,6711,CA,8003,0.0105,0.0627
6,7,6711,CA,91650,0.1166,0.7186
6,9,6711,CA,27893,0.0347,0.2187
6,7,6712,CA,118728,0.151,1
6,8,7101,CA,141568,0.1871,0.9994
6,23,7101,CA,85,0.0001,0.0006
6,8,7102,CA,189719,0.2508,1
6,8,7103,CA,182707,0.2415,1
6,8,7104,CA,93363,0.1234,0.7715
6,27,7104,CA,31,0,0.0003
6,31,7104,CA,27617,0.0365,0.2282
6,8,7105,CA,66625,0.0881,0.4536
6,31,7105,CA,80164,0.106,0.5458
6,36,7105,CA,86,0.0001,0.0006
6,31,7106,CA,90682,0.1199,0.8549
6,35,7106,CA,15392,0.0208,0.1451
6,8,7107,CA,50175,0.0663,0.4404
6,31,7107,CA,63753,0.0843,0.5596
6,8,7108,CA,11,0,0.0001
6,31,7108,CA,179573,0.2374,0.9999
6,31,7109,CA,70915,0.0937,0.6147
6,35,7109,CA,44453,0.0601,0.3853
6,31,7110,CA,3041,0.004,0.0275
6,35,7110,CA,107647,0.1456,0.9725
6,8,7111,CA,165,0.0002,0.0009
6,27,7111,CA,60,0.0001,0.0003
6,31,7111,CA,173427,0.2293,0.9981
6,35,7111,CA,113,0.0002,0.0007
6,27,7112,CA,33371,0.0471,0.2625
6,31,7112,CA,49452,0.0654,0.3891
6,35,7112,CA,44282,0.0599,0.3484
6,35,7113,CA,174043,0.2353,1
6,35,7114,CA,97300,0.1316,0.5494
6,39,7114,CA,79790,0.1089,0.4506
6,8,7115,CA,3,0,0
6,31,7115,CA,17842,0.0236,0.1467
6,35,7115,CA,103790,0.1403,0.8533
6,49,7301,CA,197369,0.2631,1
6,49,7302,CA,971,0.0013,0.0077
6,50,7302,CA,116352,0.1537,0.9268
6,51,7302,CA,8225,0.0116,0.0655
6,49,7303,CA,105160,0.1402,0.9285
6,50,7303,CA,8099,0.0107,0.0715
6,49,7304,CA,122922,0.1639,0.9947
6,50,7304,CA,656,0.0009,0.0053
6,49,7305,CA,6195,0.0083,0.0479
6,50,7305,CA,123232,0.1628,0.9521
6,50,7306,CA,144418,0.1907,0.9988
6,52,7306,CA,171,0.0002,0.0012
6,50,7307,CA,112201,0.1482,0.999
6,52,7307,CA,108,0.0001,0.001
6,50,7308,CA,1196,0.0016,0.0093
6,52,7308,CA,127119,0.1666,0.9907
6,49,7309,CA,116745,0.1556,0.6519
6,50,7309,CA,4874,0.0064,0.0272
6,52,7309,CA,57467,0.0753,0.3209
6,49,7310,CA,5423,0.0072,0.0326
6,51,7310,CA,1,0,0
6,52,7310,CA,158470,0.2077,0.954
6,53,7310,CA,2213,0.0029,0.0133
6,49,7311,CA,6745,0.009,0.0543
6,52,7311,CA,117583,0.1541,0.9457
6,49,7312,CA,10393,0.0139,0.0829
6,52,7312,CA,114961,0.1507,0.9171
6,50,7313,CA,133752,0.1767,0.7081
6,52,7313,CA,625,0.0008,0.0033
6,53,7313,CA,54514,0.0713,0.2886
6,50,7314,CA,16,0,0.0001
6,52,7314,CA,44777,0.0587,0.2802
6,53,7314,CA,115007,0.1505,0.7197
6,52,7315,CA,96820,0.1269,0.5859
6,53,7315,CA,68438,0.0895,0.4141
6,51,7316,CA,34735,0.0489,0.1945
6,52,7316,CA,44831,0.0588,0.251
6,53,7316,CA,99053,0.1296,0.5545
6,51,7317,CA,84593,0.119,0.5144
6,53,7317,CA,79857,0.1045,0.4856
6,51,7318,CA,75124,0.1057,0.4854
6,53,7318,CA,79656,0.1042,0.5146
6,50,7319,CA,23775,0.0314,0.1733
6,51,7319,CA,7202,0.0101,0.0525
6,53,7319,CA,106196,0.1389,0.7742
6,51,7320,CA,3006,0.0042,0.0185
6,53,7320,CA,159345,0.2085,0.9815
6,51,7321,CA,178863,0.2517,1
6,51,7322,CA,139141,0.1958,0.9997
6,52,7322,CA,39,0.0001,0.0003
6,12,7501,CA,146867,0.1905,1
6,12,7502,CA,113580,0.1473,1
6,12,7503,CA,163762,0.2124,1
6,12,7504,CA,114494,0.1485,1
6,12,7505,CA,104560,0.1356,0.9716
6,14,7505,CA,3053,0.0041,0.0284
6,12,7506,CA,25969,0.0337,0.2332
6,14,7506,CA,85398,0.1144,0.7668
6,12,7507,CA,101778,0.132,0.8854
6,14,7507,CA,13169,0.0176,0.1146
6,9,7701,CA,189249,0.2354,1
6,9,7702,CA,165045,0.2053,1
