StateFIPS,CongressionalDistrict,PUMA,StateAbbreviation,Population2016,FracCDInPUMA,FracPUMAInCD
37,13,1704,NC,136108.795,0.176,0.958
37,5,1801,NC,111388.675,0.148,1
37,5,1802,NC,126356.329,0.168,1
37,5,1803,NC,133765.996,0.178,1
37,5,1900,NC,37541.761,0.05,0.352
37,13,1900,NC,69113.516,0.09,0.648
37,5,2000,NC,37428,0.05,0.315
37,11,2000,NC,81449,0.108,0.685
37,10,2100,NC,48.866,0,0
37,11,2100,NC,133877.134,0.178,1
37,10,2201,NC,86154.262,0.114,0.667
37,11,2201,NC,43044.894,0.057,0.333
37,10,2202,NC,34034.673,0.045,0.268
37,11,2202,NC,92854.17,0.123,0.732
37,11,2300,NC,111125.109,0.148,1
37,11,2400,NC,109237.891,0.145,1
37,11,2500,NC,147691,0.196,1
37,10,2600,NC,136263.001,0.18,1
37,10,2700,NC,128803.999,0.17,1
37,5,2800,NC,9628.293,0.013,0.062
37,10,2800,NC,146827.666,0.194,0.938
37,11,2800,NC,3.041,0,0
37,10,2900,NC,6540.868,0.009,0.045
37,13,2900,NC,139264.855,0.18,0.955
37,10,3001,NC,107262.318,0.142,1
37,10,3002,NC,109702.682,0.145,1
37,9,3101,NC,5116.872,0.007,0.043
37,12,3101,NC,112659.509,0.134,0.957
37,12,3102,NC,131070.384,0.156,1
37,12,3103,NC,125814.722,0.15,1
37,9,3104,NC,122533.088,0.157,0.751
37,12,3104,NC,40569.077,0.048,0.249
37,9,3105,NC,16179.915,0.021,0.14
37,12,3105,NC,99099.396,0.118,0.86
37,12,3106,NC,157517.307,0.187,1
37,8,3107,NC,6.882,0,0
37,9,3107,NC,36868.779,0.047,0.296
37,12,3107,NC,87626.866,0.104,0.704
37,9,3108,NC,32796.845,0.042,0.274
37,12,3108,NC,86975.357,0.103,0.726
37,8,3200,NC,150912.5,0.194,1
37,8,3300,NC,111452.646,0.143,1
37,9,3300,NC,15.854,0,0
37,8,3400,NC,89391.418,0.115,0.639
37,13,3400,NC,50541.582,0.065,0.361
37,13,3500,NC,164926,0.214,1
37,6,3600,NC,143416,0.188,1
37,8,3700,NC,123194,0.158,1
37,2,3800,NC,130881,0.16,1
37,3,3900,NC,13.103,0,0
37,7,3900,NC,122079.897,0.155,1
37,7,4000,NC,124150,0.157,1
37,3,4100,NC,109231.599,0.146,1
37,1,4200,NC,85243.676,0.113,0.481
37,3,4200,NC,91976.324,0.123,0.519
37,3,4300,NC,103445,0.138,1
37,3,4400,NC,129237,0.172,1
37,3,4500,NC,145056.401,0.194,1
37,7,4600,NC,115297.352,0.146,1
37,7,4700,NC,167275.648,0.212,1
37,7,4800,NC,126953,0.161,1
37,7,4900,NC,65116.194,0.083,0.628
37,9,4900,NC,38543.872,0.049,0.372
37,8,5001,NC,101596.154,0.131,0.912
37,9,5001,NC,9784.183,0.013,0.088
37,8,5002,NC,52828.853,0.068,0.492
37,9,5002,NC,54583.124,0.07,0.508
37,8,5003,NC,94917.021,0.122,0.876
37,9,5003,NC,13417.664,0.017,0.124
37,9,5100,NC,119820.934,0.153,1
37,8,5200,NC,53250.656,0.068,0.399
37,9,5200,NC,80194.344,0.103,0.601
37,9,5300,NC,126650.231,0.162,1
37,9,5400,NC,125403.769,0.16,1
38,0,100,ND,214927,0.284,1
38,0,200,ND,124708,0.165,1
38,0,300,ND,135653,0.179,1
38,0,400,ND,107415,0.142,1
38,0,500,ND,175249,0.231,1
39,5,100,OH,121669,0.17,1
39,5,200,OH,115386.038,0.161,1
39,5,300,OH,150004.468,0.209,0.995
39,9,300,OH,741.998,0.001,0.005
39,5,400,OH,61165.901,0.085,0.468
39,9,400,OH,69522.68,0.098,0.532
39,5,500,OH,999.446,0.001,0.007
39,9,500,OH,142666.271,0.201,0.993
39,5,600,OH,55262.909,0.077,0.524
39,9,600,OH,50107.289,0.071,0.476
39,4,700,OH,70814.465,0.099,0.527
39,9,700,OH,63622.535,0.09,0.473
39,4,801,OH,64049.19,0.09,0.471
39,7,801,OH,57.947,0,0
39,9,801,OH,71809.062,0.101,0.528
39,4,802,OH,52429.206,0.073,0.308
39,7,802,OH,84676.441,0.117,0.497
39,9,802,OH,33343.153,0.047,0.196
39,9,901,OH,15274.8,0.022,0.151
39,16,901,OH,85869.149,0.119,0.849
39,9,902,OH,90466.911,0.128,0.646
39,16,902,OH,49506.711,0.069,0.354
39,11,903,OH,18933.687,0.027,0.168
39,14,903,OH,20289.3,0.028,0.18
39,16,903,OH,73386.579,0.102,0.652
39,9,904,OH,55628.928,0.079,0.455
39,11,904,OH,11520.27,0.016,0.094
39,16,904,OH,55131.187,0.077,0.451
39,9,905,OH,72273.005,0.102,0.727
39,11,905,OH,27130.802,0.038,0.273
39,9,906,OH,43177.589,0.061,0.355
39,11,906,OH,78584.559,0.111,0.645
39,11,907,OH,98034.53,0.139,0.959
39,14,907,OH,4211.281,0.006,0.041
39,11,908,OH,167453.819,0.237,1
39,11,909,OH,145143.299,0.206,1
39,11,910,OH,59663.56,0.085,0.434
39,14,910,OH,77672.034,0.109,0.566
39,14,1000,OH,99794.089,0.14,1
39,14,1100,OH,107498.995,0.151,1
39,14,1200,OH,115380.916,0.162,1
39,14,1300,OH,98231,0.138,1
39,6,1400,OH,34429.498,0.049,0.267
39,13,1400,OH,72311.295,0.102,0.561
39,14,1400,OH,22087.205,0.031,0.171
39,6,1500,OH,15567.384,0.022,0.082
39,13,1500,OH,174354.892,0.247,0.918
39,13,1600,OH,113082.726,0.16,1
39,13,1700,OH,92770.615,0.131,0.573
39,14,1700,OH,36470.067,0.051,0.225
39,16,1700,OH,32680.318,0.045,0.202
39,11,1801,OH,22065.517,0.031,0.194
39,13,1801,OH,3729.776,0.005,0.033
39,14,1801,OH,80212.133,0.112,0.706
39,16,1801,OH,7592.189,0.011,0.067
39,13,1802,OH,59614.592,0.084,0.547
39,14,1802,OH,43214.546,0.061,0.397
39,16,1802,OH,6082.328,0.008,0.056
39,11,1803,OH,27402.887,0.039,0.26
39,13,1803,OH,77440.73,0.11,0.736
39,16,1803,OH,350.041,0,0.003
39,11,1804,OH,49774.564,0.071,0.459
39,13,1804,OH,50466.667,0.071,0.465
39,14,1804,OH,8255.371,0.012,0.076
39,16,1804,OH,12.964,0,0
39,11,1805,OH,115.683,0,0.001
39,13,1805,OH,34681.934,0.049,0.333
39,16,1805,OH,69288.077,0.096,0.666
39,7,1900,OH,61383.385,0.085,0.346
39,16,1900,OH,115837.615,0.161,0.654
39,16,2000,OH,116470,0.162,1
39,4,2100,OH,31192.426,0.044,0.278
39,7,2100,OH,80898.574,0.112,0.722
39,7,2200,OH,48399.991,0.067,0.4
39,12,2200,OH,72707.009,0.095,0.6
39,4,2300,OH,97436,0.137,0.815
39,5,2300,OH,22118,0.031,0.185
39,5,2400,OH,109928,0.153,1
39,4,2500,OH,103742,0.145,1
39,4,2600,OH,48817.79,0.068,0.424
39,5,2600,OH,49474.027,0.069,0.43
39,8,2600,OH,16873.183,0.023,0.147
39,4,2700,OH,83912,0.118,0.727
39,5,2700,OH,31474,0.044,0.273
39,4,2800,OH,57262.083,0.08,0.356
39,7,2800,OH,60814,0.084,0.378
39,12,2800,OH,42869.917,0.056,0.266
39,6,2900,OH,39063,0.056,0.327
39,7,2900,OH,80538,0.111,0.673
39,6,3000,OH,41176.654,0.059,0.382
39,7,3000,OH,66550.346,0.092,0.618
39,7,3100,OH,80516.586,0.111,0.581
39,16,3100,OH,57948.824,0.081,0.419
39,7,3200,OH,109501.443,0.152,0.8
39,16,3200,OH,27332.587,0.038,0.2
39,6,3300,OH,27669,0.04,0.22
39,7,3300,OH,49172.196,0.068,0.39
39,13,3300,OH,27642.947,0.039,0.219
39,16,3300,OH,21497.417,0.03,0.171
39,6,3400,OH,103685,0.148,1
39,6,3500,OH,135377,0.193,1
39,6,3600,OH,89114,0.127,0.858
39,15,3600,OH,14804,0.02,0.142
39,6,3700,OH,27271.099,0.039,0.224
39,12,3700,OH,58796.901,0.077,0.482
39,15,3700,OH,35927,0.048,0.294
39,7,3800,OH,5.171,0,0
39,12,3800,OH,172192.829,0.225,1
39,15,3900,OH,152597,0.204,1
39,12,4000,OH,196463,0.257,1
39,3,4101,OH,74730.006,0.095,0.679
39,12,4101,OH,35369.993,0.046,0.321
39,3,4102,OH,55121.191,0.07,0.506
39,12,4102,OH,53902.773,0.07,0.494
39,3,4103,OH,7586.582,0.01,0.069
39,12,4103,OH,85120.797,0.111,0.771
39,15,4103,OH,17746.95,0.024,0.161
39,3,4104,OH,3086.804,0.004,0.028
39,12,4104,OH,3807.421,0.005,0.035
39,15,4104,OH,102282.993,0.137,0.937
39,3,4105,OH,58419.942,0.075,0.494
39,12,4105,OH,43488.07,0.057,0.368
39,15,4105,OH,16307.89,0.022,0.138
39,3,4106,OH,137335.61,0.175,1
39,3,4107,OH,111211.9,0.142,1
39,3,4108,OH,121424.44,0.155,1
39,3,4109,OH,41307.743,0.053,0.374
39,15,4109,OH,69250.929,0.092,0.626
39,3,4110,OH,106356.705,0.136,0.913
39,15,4110,OH,10179.932,0.014,0.087
39,3,4111,OH,67126.034,0.086,0.608
39,15,4111,OH,43353.294,0.058,0.392
39,4,4200,OH,55457,0.078,0.354
39,15,4200,OH,100984,0.135,0.646
39,8,4300,OH,134786,0.185,1
39,8,4400,OH,104679,0.144,1
39,4,4500,OH,48623,0.068,0.343
39,8,4500,OH,93025,0.128,0.657
39,10,4601,OH,107907.968,0.15,1
39,10,4602,OH,127880.815,0.178,1
39,10,4603,OH,171572.905,0.238,1
39,10,4604,OH,123877.311,0.172,1
39,10,4700,OH,164765,0.229,1
39,2,4800,OH,41467.988,0.057,0.392
39,10,4800,OH,24009.606,0.033,0.227
39,15,4800,OH,40198.406,0.054,0.38
39,2,4900,OH,28160,0.039,0.276
39,6,4900,OH,32505,0.046,0.319
39,15,4900,OH,41261,0.055,0.405
39,6,5000,OH,57380.556,0.082,0.481
39,15,5000,OH,61945.444,0.083,0.519
39,2,5100,OH,40100.316,0.055,0.293
39,6,5100,OH,96859.684,0.138,0.707
39,2,5200,OH,70936,0.098,0.629
39,15,5200,OH,41902,0.056,0.371
39,1,5301,OH,111871.975,0.151,1
39,1,5302,OH,115191.025,0.156,1
39,8,5401,OH,114010.78,0.157,1
39,8,5402,OH,135515.61,0.186,1
39,8,5403,OH,128010.61,0.176,1
39,1,5501,OH,112230.831,0.152,1
39,1,5502,OH,101082.166,0.137,0.68
39,2,5502,OH,47504.847,0.066,0.32
39,1,5503,OH,108722.672,0.147,0.991
39,2,5503,OH,1029.557,0.001,0.009
39,1,5504,OH,108877.963,0.147,0.891
39,2,5504,OH,13327.777,0.018,0.109
39,1,5505,OH,9036.106,0.012,0.086
39,2,5505,OH,96172.357,0.133,0.914
39,1,5506,OH,40294.92,0.054,0.381
39,2,5506,OH,65576.049,0.091,0.619
39,1,5507,OH,32354.925,0.044,0.307
39,2,5507,OH,72888.831,0.101,0.693
39,2,5600,OH,132049.731,0.182,1
39,2,5700,OH,114731.269,0.158,1
40,2,100,OK,167425.336,0.224,1
40,2,200,OK,112092,0.15,1
40,2,300,OK,175971,0.235,1
40,3,400,OK,110175,0.141,1
40,3,500,OK,114618,0.147,1
40,4,601,OK,104605.609,0.133,1
40,3,602,OK,29557,0.038,0.267
40,4,602,OK,81256.391,0.103,0.733
40,4,701,OK,107253.833,0.136,1
40,2,702,OK,92312,0.123,0.746
40,4,702,OK,31385.167,0.04,0.254
40,3,800,OK,114135.699,0.147,0.836
40,4,800,OK,22396.301,0.028,0.164
40,4,900,OK,278655,0.354,1
40,5,1001,OK,113782.565,0.14,1
40,5,1002,OK,159683.245,0.197,1
40,5,1003,OK,143151.853,0.176,1
40,4,1004,OK,56495.239,0.072,0.46
40,5,1004,OK,66310.787,0.082,0.54
40,4,1005,OK,12456.561,0.016,0.098
40,5,1005,OK,115107.43,0.142,0.902
40,5,1006,OK,115982.32,0.143,1
40,4,1101,OK,93337,0.118,0.83
40,5,1101,OK,19058.859,0.023,0.17
40,3,1102,OK,81717,0.105,0.606
40,5,1102,OK,53231.141,0.066,0.394
40,1,1201,OK,210328.986,0.264,1
40,1,1202,OK,205338.075,0.258,1
40,1,1203,OK,123018.936,0.154,1
40,1,1204,OK,111443.605,0.14,0.658
40,3,1204,OK,57868.663,0.074,0.342
40,1,1301,OK,72643.59,0.091,0.607
40,2,1301,OK,46960.581,0.063,0.393
40,1,1302,OK,21668.492,0.027,0.144
40,2,1302,OK,128505,0.172,0.856
40,3,1400,OK,118930,0.153,1
40,2,1501,OK,25733,0.034,0.168
40,3,1501,OK,102152.482,0.131,0.667
40,5,1501,OK,25207,0.031,0.165
40,1,1601,OK,52087,0.065,0.513
40,3,1601,OK,49523.254,0.064,0.487
41,2,100,OR,125548,0.155,1
41,2,200,OR,118337,0.146,1
41,2,300,OR,112011,0.138,1
41,2,400,OR,181307,0.224,1
41,1,500,OR,89417,0.107,0.547
41,5,500,OR,73949,0.09,0.453
41,4,600,OR,201785.087,0.253,0.951
41,5,600,OR,10448.913,0.013,0.049
41,4,703,OR,149255.355,0.187,1
41,4,704,OR,109558.709,0.138,1
41,4,705,OR,110704.936,0.139,1
41,2,800,OR,55600.337,0.069,0.323
41,4,800,OR,116777.663,0.147,0.677
41,2,901,OR,109950.272,0.136,1
41,2,902,OR,106576.728,0.132,1
41,4,1000,OR,108457,0.136,1
41,5,1103,OR,109714.516,0.133,1
41,5,1104,OR,108899.683,0.133,1
41,5,1105,OR,117701.801,0.143,1
41,1,1200,OR,105036.138,0.126,0.562
41,5,1200,OR,81821.862,0.1,0.438
41,3,1301,OR,119635.242,0.144,1
41,3,1302,OR,132208.161,0.159,1
41,3,1303,OR,114239.545,0.137,0.975
41,5,1303,OR,2983.349,0.004,0.025
41,3,1305,OR,120604.313,0.145,1
41,1,1314,OR,55385.014,0.067,0.398
41,3,1314,OR,78686.244,0.094,0.566
41,5,1314,OR,4973.699,0.006,0.036
41,3,1316,OR,171050.433,0.205,1
41,3,1317,OR,77844.909,0.093,0.702
41,5,1317,OR,33065.664,0.04,0.298
41,3,1318,OR,18876.525,0.023,0.106
41,5,1318,OR,159851.922,0.195,0.894
41,5,1319,OR,118422.98,0.144,1
41,1,1320,OR,121008.249,0.145,1
41,1,1321,OR,113081.416,0.136,1
41,1,1322,OR,115732.862,0.139,1
41,1,1323,OR,118467.922,0.142,1
41,1,1324,OR,114488.552,0.138,1
42,16,101,PA,107413.833,0.155,1
42,16,102,PA,168793.167,0.243,1
42,15,200,PA,40025,0.058,0.317
42,16,200,PA,86257,0.124,0.683
42,12,300,PA,16885,0.024,0.097
42,15,300,PA,157636,0.229,0.903
42,12,400,PA,108374,0.154,1
42,8,500,PA,106272,0.153,0.722
42,12,500,PA,40862,0.058,0.278
42,7,600,PA,57167.395,0.079,0.344
42,8,600,PA,108930.605,0.157,0.656
42,8,701,PA,108836.174,0.157,1
42,8,702,PA,102484.826,0.148,0.788
42,12,702,PA,27521,0.039,0.212
42,8,801,PA,123897.073,0.179,0.978
42,9,801,PA,2776.206,0.004,0.022
42,8,802,PA,114997.636,0.166,0.913
42,9,802,PA,10898.778,0.015,0.087
42,8,803,PA,26967.451,0.039,0.207
42,9,803,PA,103265.855,0.147,0.793
42,12,900,PA,154481,0.22,1
42,9,1000,PA,53061.539,0.075,0.479
42,12,1000,PA,57822.461,0.082,0.521
42,12,1100,PA,157238,0.224,1
42,12,1200,PA,93549.299,0.133,0.579
42,15,1200,PA,67914.701,0.099,0.421
42,15,1300,PA,142489,0.207,1
42,16,1400,PA,112913,0.163,1
42,16,1501,PA,87294,0.126,0.843
42,17,1501,PA,16219.718,0.023,0.157
42,17,1502,PA,151209.282,0.215,1
42,15,1600,PA,38376.082,0.056,0.205
42,16,1600,PA,130697.984,0.188,0.699
42,17,1600,PA,17772.934,0.025,0.095
42,18,1701,PA,195914.483,0.277,1
42,18,1702,PA,113702.158,0.161,1
42,17,1801,PA,104531.062,0.149,1
42,17,1802,PA,154439.213,0.219,1
42,17,1803,PA,124708.275,0.177,1
42,17,1804,PA,46911.218,0.067,0.264
42,18,1804,PA,130521.844,0.185,0.736
42,18,1805,PA,115997.937,0.164,1
42,17,1806,PA,82846.368,0.118,0.656
42,18,1806,PA,43425.48,0.061,0.344
42,17,1807,PA,5077.358,0.007,0.045
42,18,1807,PA,107289.603,0.152,0.955
42,15,1900,PA,152850,0.222,1
42,14,2001,PA,99863.754,0.144,1
42,14,2002,PA,149869.61,0.217,1
42,13,2003,PA,41460.317,0.059,0.392
42,14,2003,PA,64264.319,0.093,0.608
42,13,2100,PA,47047.752,0.067,0.349
42,15,2100,PA,87684.248,0.128,0.651
42,13,2200,PA,170284,0.243,1
42,10,2301,PA,47176.933,0.065,0.332
42,12,2301,PA,45820,0.065,0.322
42,13,2301,PA,49137.273,0.07,0.346
42,10,2302,PA,152191.794,0.209,1
42,10,2401,PA,160532.576,0.221,1
42,10,2402,PA,113174.424,0.156,1
42,9,2500,PA,138863,0.197,1
42,9,2600,PA,143573,0.204,1
42,6,2701,PA,41945.774,0.058,0.339
42,9,2701,PA,81630.177,0.116,0.661
42,6,2702,PA,143256.842,0.198,1
42,4,2703,PA,18480.136,0.026,0.125
42,6,2703,PA,23293.238,0.032,0.157
42,9,2703,PA,106205.833,0.151,0.718
42,7,2801,PA,63759.601,0.088,0.501
42,9,2801,PA,63594,0.09,0.499
42,7,2802,PA,156647.063,0.217,1
42,7,2803,PA,122641.873,0.17,1
42,7,2901,PA,174241.142,0.241,1
42,7,2902,PA,148151.321,0.205,1
42,1,3001,PA,133698.456,0.189,1
42,1,3002,PA,140260.503,0.198,1
42,1,3003,PA,174161.742,0.246,1
42,1,3004,PA,178278.299,0.251,1
42,4,3101,PA,140012.15,0.193,1
42,1,3102,PA,50078.673,0.071,0.417
42,4,3102,PA,69934.676,0.097,0.583
42,4,3103,PA,101821.601,0.141,0.755
42,5,3103,PA,32955.336,0.046,0.245
42,4,3104,PA,124196.589,0.171,1
42,1,3105,PA,32556.736,0.046,0.25
42,4,3105,PA,97763.695,0.135,0.75
42,4,3106,PA,172405.543,0.238,1
42,2,3201,PA,163696.084,0.226,1
42,2,3202,PA,137427.653,0.19,1
42,2,3203,PA,135558.749,0.187,1
42,2,3204,PA,88743.672,0.122,0.535
42,3,3204,PA,76986.733,0.106,0.465
42,2,3205,PA,163249.15,0.225,0.981
42,3,3205,PA,3177.857,0.004,0.019
42,3,3206,PA,139620.199,0.193,1
42,2,3207,PA,23335.104,0.032,0.2
42,3,3207,PA,93442.132,0.129,0.8
42,3,3208,PA,126618.009,0.175,1
42,2,3209,PA,13038.15,0.018,0.099
42,3,3209,PA,119205.066,0.164,0.901
42,3,3210,PA,96749.446,0.133,0.629
42,5,3210,PA,57080.18,0.08,0.371
42,3,3211,PA,69249.12,0.096,0.533
42,5,3211,PA,60694.696,0.085,0.467
42,5,3301,PA,132172.624,0.185,1
42,5,3302,PA,164541.739,0.23,1
42,5,3303,PA,146303.559,0.205,1
42,5,3304,PA,120384.078,0.169,1
42,6,3401,PA,111742.408,0.154,1
42,6,3402,PA,134777.876,0.186,1
42,6,3403,PA,149259.649,0.206,1
42,6,3404,PA,120532.067,0.166,1
42,11,3501,PA,120815.081,0.166,1
42,11,3502,PA,110556.063,0.152,1
42,11,3503,PA,175023.256,0.24,1
42,11,3504,PA,132105.6,0.181,1
42,10,3601,PA,151996.694,0.209,0.899
42,11,3601,PA,17129.621,0.024,0.101
42,10,3602,PA,101748.378,0.14,0.803
42,11,3602,PA,24946.139,0.034,0.197
42,11,3603,PA,147923.168,0.203,1
42,13,3701,PA,127452.334,0.182,1
42,13,3702,PA,128578.666,0.183,1
42,13,3800,PA,138026,0.197,1
42,14,3900,PA,132733,0.192,1
42,14,4001,PA,142931.645,0.207,1
42,14,4002,PA,102246.355,0.148,1
44,1,101,RI,75416.822,0.142,0.518
44,2,101,RI,70180.933,0.133,0.482
44,1,102,RI,179194.203,0.338,1
44,1,103,RI,95745.58,0.181,0.532
44,2,103,RI,84286.891,0.16,0.468
44,1,104,RI,47562.863,0.09,0.369
44,2,104,RI,81285.709,0.154,0.631
44,2,201,RI,164614,0.313,1
44,1,300,RI,131851,0.249,1
44,2,400,RI,126288,0.24,1
45,3,101,SC,199218,0.292,1
45,4,102,SC,112744.494,0.157,1
45,3,103,SC,9394.453,0.014,0.054
45,4,103,SC,163738.06,0.228,0.946
45,4,104,SC,118281.242,0.165,1
45,3,105,SC,118124.281,0.173,0.732
45,4,105,SC,43260.469,0.06,0.268
45,3,200,SC,196569,0.289,1
45,4,301,SC,122376.332,0.17,1
45,4,302,SC,158077.028,0.22,0.883
45,5,302,SC,21009.641,0.03,0.117
45,3,400,SC,6582.709,0.01,0.043
45,5,400,SC,147996.291,0.21,0.957
45,5,501,SC,122514.334,0.173,1
45,5,502,SC,136011.666,0.193,1
45,2,601,SC,155809.836,0.222,0.885
45,3,601,SC,20197,0.03,0.115
45,2,602,SC,130386.164,0.186,1
45,2,603,SC,122625.897,0.175,0.664
45,5,603,SC,22653,0.032,0.123
45,6,603,SC,39275.82,0.057,0.213
45,2,604,SC,85306.731,0.121,0.395
45,6,604,SC,130850.876,0.19,0.605
45,5,605,SC,64097,0.091,0.581
45,6,605,SC,46285.677,0.067,0.419
45,5,700,SC,89594,0.127,0.551
45,7,700,SC,72958,0.103,0.449
45,5,800,SC,102474.602,0.145,0.537
45,6,800,SC,88462.398,0.129,0.463
45,6,900,SC,15243.021,0.022,0.074
45,7,900,SC,190732.979,0.269,0.926
45,7,1000,SC,123983,0.175,1
45,7,1101,SC,153668.787,0.216,1
45,7,1102,SC,168673.213,0.238,1
45,1,1201,SC,140018.274,0.185,0.865
45,6,1201,SC,21915.932,0.032,0.135
45,1,1202,SC,167962.898,0.223,0.768
45,6,1202,SC,50874.596,0.074,0.232
45,1,1203,SC,134934.698,0.179,0.852
45,6,1203,SC,23456.433,0.034,0.148
45,1,1204,SC,144150.924,0.191,0.649
45,6,1204,SC,77841.245,0.113,0.351
45,1,1300,SC,515.82,0.001,0.003
45,2,1300,SC,40905.077,0.058,0.214
45,6,1300,SC,149289.103,0.217,0.783
45,1,1400,SC,167277.434,0.222,0.79
45,6,1400,SC,44336.566,0.064,0.21
45,2,1500,SC,167458,0.238,0.864
45,3,1500,SC,26358,0.039,0.136
45,3,1600,SC,104648,0.154,1
46,0,100,SD,185408,0.214,1
46,0,200,SD,104162.746,0.12,1
46,0,300,SD,133332,0.154,1
46,0,400,SD,135186,0.156,1
46,0,500,SD,133622.913,0.154,1
46,0,600,SD,173742.087,0.201,1
47,8,100,TN,139658,0.199,1
47,7,200,TN,42402.737,0.055,0.311
47,8,200,TN,94001.263,0.134,0.689
47,7,300,TN,208916,0.273,1
47,5,400,TN,81520.375,0.106,0.439
47,6,400,TN,79694.625,0.105,0.43
47,7,400,TN,24295,0.032,0.131
47,6,500,TN,180063,0.238,1
47,4,600,TN,40516,0.053,0.324
47,6,600,TN,84556,0.112,0.676
47,6,700,TN,122442,0.162,1
47,4,800,TN,5241.919,0.007,0.048
47,6,800,TN,103788.081,0.137,0.952
47,1,900,TN,6577,0.009,0.054
47,2,900,TN,37429.871,0.051,0.308
47,3,900,TN,77542.129,0.107,0.638
47,1,1000,TN,106983.794,0.15,1
47,1,1100,TN,106246.206,0.149,1
47,1,1200,TN,160590,0.225,1
47,1,1300,TN,127440,0.178,1
47,1,1400,TN,99004,0.139,0.811
47,2,1400,TN,23072,0.031,0.189
47,1,1500,TN,107880.495,0.151,0.718
47,2,1500,TN,42327.505,0.057,0.282
47,2,1601,TN,12215.202,0.017,0.114
47,3,1601,TN,95076,0.131,0.886
47,2,1602,TN,113636.731,0.154,1
47,2,1603,TN,182129.453,0.246,1
47,2,1604,TN,148150.613,0.2,1
47,2,1700,TN,128670,0.174,1
47,2,1800,TN,51454,0.07,0.342
47,3,1800,TN,98844,0.136,0.658
47,3,1900,TN,98676.857,0.136,0.567
47,4,1900,TN,75435.143,0.098,0.433
47,3,2001,TN,121492.253,0.167,1
47,3,2002,TN,112303.808,0.154,1
47,3,2003,TN,123941.938,0.17,1
47,4,2100,TN,115854,0.15,1
47,4,2200,TN,81668,0.106,0.599
47,6,2200,TN,54682,0.072,0.401
47,6,2300,TN,132781,0.175,1
47,4,2401,TN,141496.323,0.184,1
47,4,2402,TN,166754.677,0.217,1
47,5,2501,TN,161461.004,0.211,1
47,5,2502,TN,114447.481,0.149,1
47,5,2503,TN,125445.115,0.164,1
47,5,2504,TN,129323.228,0.169,1
47,5,2505,TN,153733.172,0.201,1
47,7,2600,TN,219107,0.287,1
47,4,2700,TN,142953.444,0.186,0.844
47,7,2700,TN,26426.556,0.035,0.156
47,7,2800,TN,108969,0.143,1
47,7,2900,TN,116640,0.153,0.867
47,8,2900,TN,17853,0.025,0.133
47,7,3000,TN,17453,0.023,0.152
47,8,3000,TN,97663,0.139,0.848
47,8,3100,TN,127666,0.182,1
47,9,3201,TN,144017.345,0.203,1
47,8,3202,TN,19857.86,0.028,0.155
47,9,3202,TN,108472.681,0.153,0.845
47,8,3203,TN,16993.533,0.024,0.147
47,9,3203,TN,98272.733,0.138,0.853
47,8,3204,TN,64408.583,0.092,0.613
47,9,3204,TN,40645.645,0.057,0.387
47,8,3205,TN,23797.193,0.034,0.22
47,9,3205,TN,84285.586,0.119,0.78
47,8,3206,TN,86850.685,0.124,0.71
47,9,3206,TN,35527.536,0.05,0.29
47,8,3207,TN,12282.454,0.018,0.114
47,9,3207,TN,95042.682,0.134,0.886
47,9,3208,TN,104148.484,0.147,1
48,13,100,TX,166539,0.235,0.905
48,19,100,TX,17445,0.024,0.095
48,13,200,TX,120832,0.17,1
48,13,300,TX,132501,0.187,1
48,13,400,TX,6070.114,0.009,0.047
48,19,400,TX,123787.886,0.17,0.953
48,19,501,TX,121777.294,0.167,1
48,19,502,TX,181359.706,0.249,1
48,12,600,TX,25395.229,0.033,0.166
48,13,600,TX,109193.771,0.154,0.715
48,19,600,TX,18152,0.025,0.119
48,13,700,TX,131838,0.186,1
48,4,800,TX,162266,0.22,0.805
48,13,800,TX,39266,0.055,0.195
48,4,900,TX,186051,0.252,1
48,4,1000,TX,159405,0.216,1
48,4,1100,TX,124235,0.168,1
48,1,1200,TX,79127.259,0.11,0.673
48,4,1200,TX,38522.741,0.052,0.327
48,1,1300,TX,16612,0.023,0.135
48,4,1300,TX,24181,0.033,0.197
48,5,1300,TX,81970,0.11,0.668
48,5,1400,TX,118350,0.158,1
48,1,1501,TX,107996.623,0.15,1
48,1,1502,TX,117293.377,0.163,1
48,1,1600,TX,123745,0.172,1
48,1,1700,TX,76224,0.106,0.596
48,5,1700,TX,51668,0.069,0.404
48,5,1800,TX,137635,0.184,1
48,3,1901,TX,132821.268,0.158,1
48,3,1902,TX,130535.781,0.156,1
48,3,1903,TX,123028.383,0.147,1
48,3,1904,TX,122240.532,0.146,0.875
48,32,1904,TX,17540.483,0.023,0.125
48,3,1905,TX,142496.457,0.17,1
48,3,1906,TX,114627.446,0.137,0.92
48,4,1906,TX,9969.432,0.014,0.08
48,3,1907,TX,73128.381,0.087,0.5
48,4,1907,TX,33501.662,0.045,0.229
48,32,1907,TX,39695.176,0.052,0.271
48,24,2001,TX,128567.542,0.165,0.999
48,26,2001,TX,94.9,0,0.001
48,24,2002,TX,7710.013,0.01,0.062
48,26,2002,TX,116669.764,0.14,0.938
48,24,2003,TX,940.483,0.001,0.007
48,26,2003,TX,141368.086,0.169,0.993
48,26,2004,TX,134199.489,0.161,1
48,26,2005,TX,137412.704,0.165,1
48,26,2006,TX,139217.02,0.167,1
48,6,2101,TX,168499,0.217,1
48,25,2102,TX,163274,0.211,1
