StateFIPS,CongressionalDistrict,PUMA,StateAbbreviation,Population2016,FracCDInPUMA,FracPUMAInCD
48,11,2200,TX,107290.855,0.141,0.793
48,25,2200,TX,28053.145,0.036,0.207
48,32,2301,TX,111440.897,0.146,1
48,5,2302,TX,29796.514,0.04,0.273
48,32,2302,TX,79153.276,0.103,0.727
48,5,2303,TX,105742.122,0.142,0.822
48,32,2303,TX,22874.476,0.03,0.178
48,5,2304,TX,29345.266,0.039,0.269
48,30,2304,TX,79802.421,0.105,0.731
48,5,2305,TX,47210.343,0.063,0.35
48,30,2305,TX,87844.424,0.116,0.65
48,5,2306,TX,81699.838,0.109,0.619
48,30,2306,TX,40358.983,0.053,0.306
48,32,2306,TX,9878.529,0.013,0.075
48,5,2307,TX,63422.657,0.085,0.513
48,32,2307,TX,60128.001,0.079,0.487
48,32,2308,TX,113895.035,0.149,1
48,32,2309,TX,117885.591,0.154,1
48,24,2310,TX,110996.173,0.142,1
48,24,2311,TX,37817.858,0.048,0.326
48,32,2311,TX,41476.773,0.054,0.358
48,33,2311,TX,36700.067,0.048,0.316
48,24,2312,TX,2124.672,0.003,0.018
48,30,2312,TX,31932.059,0.042,0.27
48,32,2312,TX,65365.742,0.085,0.553
48,33,2312,TX,18681.674,0.024,0.158
48,30,2313,TX,31094.804,0.041,0.267
48,32,2313,TX,85579.485,0.112,0.733
48,30,2314,TX,115267.264,0.152,0.917
48,33,2314,TX,10449.385,0.014,0.083
48,30,2315,TX,12632.774,0.017,0.106
48,33,2315,TX,106391.267,0.138,0.894
48,30,2316,TX,56836.608,0.075,0.512
48,33,2316,TX,54142.167,0.07,0.488
48,30,2317,TX,109205.316,0.144,1
48,30,2318,TX,112822.913,0.149,1
48,30,2319,TX,81698.751,0.108,0.695
48,33,2319,TX,35885.646,0.047,0.305
48,24,2320,TX,927.505,0.001,0.008
48,33,2320,TX,109324.924,0.142,0.992
48,24,2321,TX,96583.416,0.124,0.84
48,33,2321,TX,18381.567,0.024,0.16
48,24,2322,TX,111272.359,0.142,0.992
48,26,2322,TX,914.457,0.001,0.008
48,12,2400,TX,129441,0.167,1
48,24,2501,TX,117020.973,0.15,0.997
48,26,2501,TX,394.671,0,0.003
48,6,2502,TX,47619.136,0.061,0.378
48,24,2502,TX,77835.971,0.1,0.617
48,33,2502,TX,606.5,0.001,0.005
48,6,2503,TX,55471.299,0.072,0.386
48,33,2503,TX,88267.987,0.115,0.614
48,6,2504,TX,117676.528,0.152,1
48,6,2505,TX,112824.531,0.145,1
48,6,2506,TX,89245.745,0.115,0.747
48,12,2506,TX,20.068,0,0
48,25,2506,TX,7876.69,0.01,0.066
48,33,2506,TX,22349.064,0.029,0.187
48,6,2507,TX,114586.056,0.148,0.912
48,33,2507,TX,11069.732,0.014,0.088
48,6,2508,TX,10064.102,0.013,0.085
48,12,2508,TX,115.948,0,0.001
48,33,2508,TX,107708.306,0.14,0.914
48,6,2509,TX,4905.511,0.006,0.033
48,12,2509,TX,30952.662,0.04,0.209
48,24,2509,TX,79668.849,0.102,0.538
48,33,2509,TX,32590.434,0.042,0.22
48,12,2510,TX,25476.327,0.033,0.202
48,24,2510,TX,9652.708,0.012,0.077
48,26,2510,TX,90826.657,0.109,0.721
48,12,2511,TX,49594.72,0.064,0.416
48,26,2511,TX,69586.908,0.083,0.584
48,12,2512,TX,50593.66,0.065,0.427
48,26,2512,TX,3928.869,0.005,0.033
48,33,2512,TX,64011.349,0.083,0.54
48,6,2513,TX,6027.09,0.008,0.043
48,12,2513,TX,89194.46,0.115,0.642
48,33,2513,TX,43705.876,0.057,0.315
48,6,2514,TX,316.628,0,0.002
48,12,2514,TX,138412.347,0.178,0.998
48,12,2515,TX,106495.307,0.137,0.925
48,33,2515,TX,8585.76,0.011,0.075
48,12,2516,TX,131532.367,0.169,1
48,26,2516,TX,60.204,0,0
48,11,2600,TX,118948.279,0.156,0.613
48,13,2600,TX,3806,0.005,0.02
48,19,2600,TX,71307.721,0.098,0.367
48,19,2700,TX,136535,0.188,1
48,11,2800,TX,49444,0.065,0.472
48,19,2800,TX,37341,0.051,0.357
48,23,2800,TX,17881,0.024,0.171
48,11,2900,TX,118386,0.155,1
48,11,3000,TX,162565,0.213,1
48,11,3100,TX,157462,0.206,1
48,11,3200,TX,17760,0.023,0.149
48,19,3200,TX,20478,0.028,0.172
48,23,3200,TX,80748,0.107,0.679
48,16,3301,TX,70160.786,0.096,0.483
48,23,3301,TX,75114.112,0.1,0.517
48,16,3302,TX,166088.706,0.227,1
48,16,3303,TX,105094.662,0.144,0.768
48,23,3303,TX,31800.502,0.042,0.232
48,16,3304,TX,115072.48,0.157,1
48,16,3305,TX,134876.366,0.185,1
48,16,3306,TX,139710.386,0.191,1
48,11,3400,TX,31213,0.041,0.172
48,25,3400,TX,149993,0.194,0.828
48,25,3501,TX,34273.172,0.044,0.204
48,31,3501,TX,134108.119,0.161,0.796
48,25,3502,TX,3502.48,0.005,0.02
48,31,3502,TX,168527.228,0.203,0.98
48,8,3601,TX,48685.3,0.06,0.317
48,10,3601,TX,35056,0.045,0.229
48,17,3601,TX,69653.7,0.092,0.454
48,17,3602,TX,220417,0.29,1
48,6,3700,TX,48523,0.063,0.299
48,17,3700,TX,60365,0.079,0.372
48,25,3700,TX,53174,0.069,0.328
48,17,3801,TX,109383.703,0.144,1
48,17,3802,TX,138550.297,0.182,1
48,8,3900,TX,136387,0.168,0.74
48,36,3900,TX,47916,0.063,0.26
48,1,4000,TX,153597,0.214,1
48,1,4100,TX,44202,0.061,0.384
48,36,4100,TX,70971,0.094,0.616
48,36,4200,TX,141286,0.187,1
48,14,4301,TX,117221.413,0.154,1
48,14,4302,TX,137457.587,0.181,1
48,36,4400,TX,121603,0.161,1
48,8,4501,TX,167064.955,0.206,1
48,8,4502,TX,139715.27,0.172,1
48,8,4503,TX,126726.306,0.156,1
48,8,4504,TX,122696.469,0.151,1
48,2,4601,TX,20570.486,0.026,0.163
48,18,4601,TX,68108.821,0.087,0.538
48,29,4601,TX,37837.985,0.048,0.299
48,18,4602,TX,32310.949,0.041,0.246
48,29,4602,TX,98913.519,0.126,0.754
48,2,4603,TX,26389.126,0.034,0.203
48,7,4603,TX,15216.17,0.019,0.117
48,9,4603,TX,26625.775,0.033,0.205
48,18,4603,TX,61583.6,0.079,0.474
48,2,4604,TX,52294.861,0.067,0.378
48,7,4604,TX,66536.397,0.085,0.48
48,18,4604,TX,19679.969,0.025,0.142
48,22,4605,TX,47.105,0,0
48,29,4605,TX,104855.53,0.134,0.799
48,36,4605,TX,26395.855,0.035,0.201
48,18,4606,TX,11078.745,0.014,0.092
48,29,4606,TX,109893.566,0.14,0.908
48,18,4607,TX,74614.976,0.095,0.641
48,29,4607,TX,41798.204,0.053,0.359
48,18,4608,TX,7656.873,0.01,0.068
48,29,4608,TX,105679.875,0.135,0.932
48,18,4609,TX,65441.757,0.084,0.464
48,29,4609,TX,75662.511,0.097,0.536
48,2,4610,TX,2550.422,0.003,0.022
48,18,4610,TX,114145.391,0.146,0.978
48,2,4611,TX,69546.658,0.089,0.601
48,18,4611,TX,46112.836,0.059,0.399
48,2,4612,TX,90852.885,0.116,0.787
48,7,4612,TX,13562.995,0.017,0.118
48,18,4612,TX,10986.777,0.014,0.095
48,2,4613,TX,8086.429,0.01,0.068
48,7,4613,TX,104275.685,0.133,0.871
48,9,4613,TX,7313.676,0.009,0.061
48,7,4614,TX,81441.896,0.104,0.691
48,9,4614,TX,36443.889,0.045,0.309
48,7,4615,TX,42759.379,0.055,0.372
48,9,4615,TX,72229.423,0.09,0.628
48,7,4616,TX,25218.22,0.032,0.21
48,9,4616,TX,94961.15,0.118,0.79
48,9,4617,TX,117792.696,0.146,0.995
48,18,4617,TX,573.116,0.001,0.005
48,9,4618,TX,31090.695,0.039,0.27
48,18,4618,TX,17287.687,0.022,0.15
48,29,4618,TX,66967.076,0.085,0.581
48,9,4619,TX,972.39,0.001,0.009
48,22,4619,TX,5433.946,0.006,0.048
48,29,4619,TX,100398.461,0.128,0.879
48,36,4619,TX,7401.158,0.01,0.065
48,22,4620,TX,105608.095,0.124,0.924
48,29,4620,TX,1675.607,0.002,0.015
48,36,4620,TX,7023.193,0.009,0.061
48,22,4621,TX,1918.985,0.002,0.017
48,29,4621,TX,310.671,0,0.003
48,36,4621,TX,113287.399,0.15,0.981
48,29,4622,TX,27526.385,0.035,0.235
48,36,4622,TX,89517.11,0.118,0.765
48,36,4623,TX,115379.104,0.153,1
48,2,4624,TX,104797.209,0.134,0.871
48,36,4624,TX,15532.45,0.021,0.129
48,2,4625,TX,89079.703,0.114,0.711
48,18,4625,TX,24288.449,0.031,0.194
48,29,4625,TX,11875.051,0.015,0.095
48,18,4626,TX,129496.148,0.165,1
48,2,4627,TX,58826.811,0.075,0.471
48,8,4627,TX,19925.59,0.025,0.16
48,18,4627,TX,46030.962,0.059,0.369
48,2,4628,TX,51325.835,0.066,0.425
48,7,4628,TX,45704.589,0.058,0.379
48,18,4628,TX,23612.15,0.03,0.196
48,2,4629,TX,92916.551,0.119,0.753
48,8,4629,TX,29.16,0,0
48,18,4629,TX,30385.235,0.039,0.246
48,2,4630,TX,29582.2,0.038,0.262
48,8,4630,TX,44236.47,0.054,0.391
48,10,4630,TX,39214.136,0.05,0.347
48,2,4631,TX,31272.387,0.04,0.237
48,7,4631,TX,14196.675,0.018,0.108
48,8,4631,TX,6564.476,0.008,0.05
48,10,4631,TX,79867.23,0.102,0.606
48,7,4632,TX,19363.69,0.025,0.17
48,10,4632,TX,94703.192,0.12,0.83
48,7,4633,TX,102795.229,0.131,0.911
48,10,4633,TX,9993.077,0.013,0.089
48,7,4634,TX,92964.778,0.119,0.815
48,10,4634,TX,21112.198,0.027,0.185
48,7,4635,TX,51950.542,0.066,0.439
48,9,4635,TX,33063.514,0.041,0.279
48,10,4635,TX,33408.954,0.043,0.282
48,2,4636,TX,55302.878,0.071,0.461
48,7,4636,TX,64677.977,0.083,0.539
48,7,4637,TX,42730.218,0.055,0.335
48,9,4637,TX,84835.729,0.105,0.665
48,9,4638,TX,114422.416,0.142,1
48,14,4701,TX,174749.095,0.23,1
48,14,4702,TX,154681.905,0.204,1
48,14,4801,TX,5920.856,0.008,0.051
48,22,4801,TX,109737.724,0.129,0.949
48,14,4802,TX,53455.095,0.07,0.436
48,22,4802,TX,69274.582,0.082,0.564
48,14,4803,TX,115806.743,0.153,1
48,9,4901,TX,95356.982,0.119,0.727
48,22,4901,TX,35859.219,0.042,0.273
48,9,4902,TX,7738.115,0.01,0.051
48,22,4902,TX,142639.134,0.168,0.949
48,22,4903,TX,132714.187,0.156,1
48,9,4904,TX,61354.1,0.076,0.382
48,22,4904,TX,99075.988,0.117,0.618
48,9,4905,TX,20312.078,0.025,0.122
48,22,4905,TX,146187.195,0.172,0.878
48,10,5000,TX,100892,0.128,0.561
48,27,5000,TX,78922,0.107,0.439
48,10,5100,TX,85742.244,0.109,0.516
48,17,5100,TX,5788.564,0.008,0.035
48,27,5100,TX,55284.259,0.075,0.333
48,35,5100,TX,19282.933,0.024,0.116
48,31,5201,TX,141359.974,0.17,1
48,31,5202,TX,127920.588,0.154,1
48,10,5203,TX,2.502,0,0
48,31,5203,TX,125224.956,0.151,1
48,31,5204,TX,134209.981,0.161,1
48,10,5301,TX,48360.913,0.062,0.383
48,17,5301,TX,77769.481,0.102,0.617
48,10,5302,TX,45380.947,0.058,0.377
48,17,5302,TX,50449.816,0.066,0.419
48,35,5302,TX,24537.584,0.03,0.204
48,10,5303,TX,42525.099,0.054,0.291
48,17,5303,TX,21460.433,0.028,0.147
48,25,5303,TX,53012.937,0.069,0.362
48,35,5303,TX,29344.168,0.036,0.201
48,21,5304,TX,28621.717,0.035,0.202
48,25,5304,TX,2381.63,0.003,0.017
48,35,5304,TX,110565.491,0.136,0.781
48,10,5305,TX,76282.425,0.097,0.614
48,17,5305,TX,6699.945,0.009,0.054
48,25,5305,TX,41246.465,0.053,0.332
48,10,5306,TX,69102.407,0.088,0.442
48,21,5306,TX,30510.394,0.038,0.195
48,25,5306,TX,53132.37,0.069,0.34
48,35,5306,TX,3523.267,0.004,0.023
48,21,5307,TX,79269.416,0.098,0.616
48,35,5307,TX,49339.793,0.061,0.384
48,21,5308,TX,73653.733,0.091,0.557
48,25,5308,TX,58538.46,0.076,0.443
48,10,5309,TX,4421.355,0.006,0.036
48,21,5309,TX,9590.921,0.012,0.078
48,25,5309,TX,74433.559,0.096,0.602
48,35,5309,TX,35168.273,0.043,0.285
48,21,5400,TX,47331.85,0.059,0.231
48,25,5400,TX,50653.201,0.065,0.248
48,35,5400,TX,106484.949,0.131,0.521
48,15,5500,TX,19984.748,0.026,0.135
48,27,5500,TX,49083.673,0.066,0.332
48,28,5500,TX,43749.252,0.057,0.296
48,34,5500,TX,34852.327,0.048,0.236
48,27,5600,TX,114432,0.155,1
48,15,5700,TX,128298.163,0.166,0.826
48,35,5700,TX,26966.837,0.033,0.174
48,21,5800,TX,96108.148,0.119,0.713
48,35,5800,TX,38679.852,0.048,0.287
48,20,5901,TX,31157.648,0.04,0.259
48,35,5901,TX,88934.603,0.109,0.741
48,20,5902,TX,18734.855,0.024,0.143
48,21,5902,TX,56416.015,0.07,0.43
48,23,5902,TX,13.497,0,0
48,28,5902,TX,2040.285,0.003,0.016
48,35,5902,TX,54016.937,0.066,0.412
48,20,5903,TX,19382.707,0.025,0.153
48,23,5903,TX,10032.713,0.013,0.079
48,35,5903,TX,97451.162,0.12,0.768
48,20,5904,TX,97518.647,0.124,0.828
48,21,5904,TX,988.65,0.001,0.008
48,35,5904,TX,19230.866,0.024,0.163
48,20,5905,TX,129445.619,0.165,1
48,20,5906,TX,91574.376,0.117,0.698
48,23,5906,TX,36099.771,0.048,0.275
48,35,5906,TX,3518.198,0.004,0.027
48,20,5907,TX,10514.103,0.013,0.091
48,23,5907,TX,77328.374,0.103,0.669
48,28,5907,TX,27493.233,0.036,0.238
48,35,5907,TX,313.803,0,0.003
48,20,5908,TX,50371.643,0.064,0.438
48,23,5908,TX,64736.869,0.086,0.562
48,20,5909,TX,119318.427,0.152,1
48,20,5910,TX,110772.625,0.141,0.913
48,21,5910,TX,10565.842,0.013,0.087
48,20,5911,TX,24991.803,0.032,0.197
48,21,5911,TX,81325.713,0.101,0.643
48,23,5911,TX,20245.385,0.027,0.16
48,20,5912,TX,3412.472,0.004,0.029
48,21,5912,TX,76191.258,0.094,0.655
48,35,5912,TX,36806.11,0.045,0.316
48,21,5913,TX,1569.017,0.002,0.014
48,28,5913,TX,53966.324,0.071,0.465
48,35,5913,TX,60471.841,0.074,0.521
48,20,5914,TX,75001.279,0.095,0.656
48,23,5914,TX,39342.407,0.052,0.344
48,20,5915,TX,3423.72,0.004,0.03
48,21,5915,TX,47176.247,0.058,0.419
48,23,5915,TX,61925.01,0.082,0.55
48,21,5916,TX,10686.189,0.013,0.093
48,28,5916,TX,94610.06,0.124,0.824
48,35,5916,TX,9563.695,0.012,0.083
48,21,6000,TX,131957,0.163,1
48,21,6100,TX,21776,0.027,0.157
48,23,6100,TX,68239,0.091,0.492
48,28,6100,TX,48797,0.064,0.352
48,21,6200,TX,3389,0.004,0.02
48,23,6200,TX,167832.869,0.223,0.969
48,28,6200,TX,1949.131,0.003,0.011
48,28,6301,TX,145620.621,0.191,1
48,28,6302,TX,125572.379,0.164,1
48,15,6400,TX,28630,0.037,0.265
48,28,6400,TX,79275,0.104,0.735
48,27,6500,TX,79373.419,0.107,0.595
48,34,6500,TX,54073.581,0.074,0.405
48,27,6601,TX,124398.17,0.168,1
48,27,6602,TX,124749.725,0.169,1
48,27,6603,TX,112202.105,0.152,1
48,34,6701,TX,121059.073,0.166,1
48,34,6702,TX,150452.231,0.207,1
48,34,6703,TX,150623.695,0.207,1
48,15,6801,TX,59784.262,0.078,0.522
48,34,6801,TX,54676.006,0.075,0.478
48,15,6802,TX,85724.816,0.111,0.752
48,34,6802,TX,28314.243,0.039,0.248
48,15,6803,TX,95278.803,0.124,0.71
48,34,6803,TX,38859.825,0.053,0.29
48,15,6804,TX,113999.57,0.148,1
48,15,6805,TX,144143.44,0.187,1
48,15,6806,TX,31569.837,0.041,0.279
48,28,6806,TX,81657.516,0.107,0.721
48,15,6807,TX,56287.35,0.073,0.486
48,28,6807,TX,59547.332,0.078,0.514
48,15,6900,TX,7214,0.009,0.071
48,34,6900,TX,95053,0.131,0.929
49,1,3001,UT,53139,0.07,0.45
49,2,3001,UT,64833,0.085,0.55
49,1,5001,UT,176816,0.234,1
49,1,11001,UT,218994.439,0.29,0.993
49,2,11001,UT,1452.979,0.002,0.007
49,1,11002,UT,787.356,0.001,0.006
49,2,11002,UT,121046.226,0.159,0.994
49,1,13001,UT,57805,0.077,0.397
49,3,13001,UT,87617,0.113,0.603
49,2,21001,UT,125180.831,0.164,0.85
49,4,21001,UT,22087.169,0.029,0.15
49,2,35001,UT,111443.304,0.146,0.98
49,4,35001,UT,2218.411,0.003,0.02
49,2,35002,UT,123451.257,0.162,0.983
49,3,35002,UT,4.356,0,0
49,4,35002,UT,2189.007,0.003,0.017
49,2,35003,UT,33413.388,0.044,0.288
49,4,35003,UT,82566.931,0.109,0.712
49,2,35004,UT,12163.689,0.016,0.097
49,4,35004,UT,112909.176,0.149,0.903
49,2,35005,UT,5778.542,0.008,0.036
49,3,35005,UT,29044.087,0.037,0.181
49,4,35005,UT,125584.722,0.166,0.783
49,2,35006,UT,2236.925,0.003,0.02
49,4,35006,UT,107177.464,0.142,0.98
49,4,35007,UT,150129.91,0.198,1
49,3,35008,UT,80047.94,0.103,0.725
49,4,35008,UT,30337.888,0.04,0.275
49,3,35009,UT,83846.574,0.108,0.758
49,4,35009,UT,26810.429,0.035,0.242
49,3,49001,UT,23958.479,0.031,0.202
49,4,49001,UT,94752.659,0.125,0.798
49,3,49002,UT,181325.381,0.233,1
49,3,49003,UT,129074.226,0.166,1
49,3,49004,UT,163188.256,0.21,1
49,2,53001,UT,160245,0.211,1
49,1,57001,UT,138529.581,0.183,1
49,1,57002,UT,109030.419,0.144,1
50,0,100,VT,217365,0.348,1
50,0,200,VT,147209,0.236,1
50,0,300,VT,127560,0.204,1
50,0,400,VT,132460,0.212,1
51,8,1301,VA,116545.725,0.148,1
51,8,1302,VA,113504.275,0.144,1
51,4,4101,VA,9442.288,0.012,0.084
51,7,4101,VA,102629.133,0.133,0.916
51,4,4102,VA,50476.789,0.066,0.422
51,7,4102,VA,69081.569,0.089,0.578
51,4,4103,VA,42429.19,0.055,0.395
51,7,4103,VA,64950.032,0.084,0.605
51,10,10701,VA,126918.665,0.153,1
51,10,10702,VA,130859.54,0.157,1
51,10,10703,VA,128166.794,0.154,1
51,9,51010,VA,195867,0.275,1
51,9,51020,VA,189178,0.266,1
51,9,51040,VA,182876,0.257,1
51,6,51044,VA,107897.993,0.144,0.809
51,9,51044,VA,25549,0.036,0.191
51,5,51045,VA,56069,0.076,0.278
51,6,51045,VA,95417.519,0.127,0.474
51,9,51045,VA,49877.488,0.07,0.248
51,6,51080,VA,163828,0.219,1
51,10,51084,VA,126311,0.152,1
51,5,51085,VA,138.593,0,0.001
51,6,51085,VA,105845.407,0.141,0.999
51,1,51087,VA,15637.265,0.02,0.089
51,5,51087,VA,73897.735,0.1,0.422
51,7,51087,VA,85616,0.111,0.489
51,5,51089,VA,81028.377,0.11,0.697
51,7,51089,VA,35236,0.046,0.303
51,5,51090,VA,133272.623,0.181,1
51,5,51095,VA,62556.728,0.085,0.5
51,6,51095,VA,62511.272,0.084,0.5
51,5,51096,VA,54952,0.075,0.407
51,6,51096,VA,80212,0.107,0.593
51,5,51097,VA,117333.814,0.16,0.629
51,9,51097,VA,69064.186,0.097,0.371
51,5,51105,VA,156371,0.213,0.846
51,7,51105,VA,28508,0.037,0.154
51,6,51110,VA,132822,0.177,1
51,1,51115,VA,172658,0.219,1
51,1,51120,VA,88690.752,0.112,0.471
51,7,51120,VA,99481.248,0.129,0.529
51,1,51125,VA,124616,0.158,0.734
51,2,51125,VA,45086,0.062,0.266
51,4,51135,VA,173437,0.226,1
51,3,51145,VA,99991.942,0.132,0.657
51,4,51145,VA,52240.058,0.068,0.343
51,2,51154,VA,83459.213,0.115,0.397
51,3,51154,VA,126522.398,0.167,0.603
51,3,51155,VA,130385.389,0.172,1
51,2,51164,VA,146210.016,0.201,1
51,2,51165,VA,175762.851,0.241,1
51,2,51167,VA,130629.133,0.179,1
51,2,51175,VA,32.196,0,0
51,3,51175,VA,181792.804,0.239,1
51,2,51186,VA,33134.246,0.046,0.245
51,3,51186,VA,102275.754,0.135,0.755
51,1,51206,VA,56020.908,0.071,0.33
51,2,51206,VA,113590.092,0.156,0.67
51,1,51215,VA,141873,0.18,0.709
51,4,51215,VA,7071,0.009,0.035
51,7,51215,VA,51111,0.066,0.255
51,4,51224,VA,89565.319,0.117,0.6
51,7,51224,VA,59782.547,0.077,0.4
51,7,51225,VA,177153.134,0.229,1
51,4,51235,VA,223170,0.291,1
51,1,51244,VA,77199.608,0.098,0.612
51,10,51244,VA,45767.627,0.055,0.363
51,11,51244,VA,3102.66,0.004,0.025
51,1,51245,VA,51104.429,0.065,0.398
51,10,51245,VA,77320.699,0.093,0.602
51,1,51246,VA,60876.674,0.077,0.236
51,11,51246,VA,197236.303,0.253,0.764
51,8,51255,VA,155810,0.198,1
51,3,55001,VA,94682.792,0.125,0.782
51,4,55001,VA,26466.808,0.034,0.218
51,3,55002,VA,23538.187,0.031,0.202
51,4,55002,VA,93252.212,0.121,0.798
51,8,59301,VA,98313.084,0.125,0.646
51,11,59301,VA,53783.882,0.069,0.354
51,8,59302,VA,129666.577,0.165,1
51,10,59303,VA,3158.928,0.004,0.02
51,11,59303,VA,157615.817,0.202,0.98
51,8,59304,VA,27289.307,0.035,0.254
51,10,59304,VA,36740.828,0.044,0.342
51,11,59304,VA,43408.156,0.056,0.404
51,10,59305,VA,15310.433,0.018,0.127
51,11,59305,VA,105036.201,0.135,0.873
51,8,59306,VA,73941.654,0.094,0.681
51,11,59306,VA,34693.473,0.044,0.319
51,10,59307,VA,45766.037,0.055,0.272
51,11,59307,VA,122490.832,0.157,0.728
51,8,59308,VA,71581.017,0.091,0.616
51,10,59308,VA,41494.484,0.05,0.357
51,11,59308,VA,3127.349,0.004,0.027
51,10,59309,VA,53744.935,0.065,0.474
51,11,59309,VA,59667.004,0.076,0.526
53,1,10100,WA,110990.088,0.15,0.512
53,2,10100,WA,105809.912,0.145,0.488
53,1,10200,WA,53453.222,0.072,0.24
53,2,10200,WA,169202.778,0.231,0.76
53,4,10300,WA,23629.869,0.033,0.201
53,8,10300,WA,94035.131,0.127,0.799
53,4,10400,WA,41554,0.058,0.389
53,5,10400,WA,65176,0.092,0.611
53,5,10501,WA,133822.014,0.189,1
53,5,10502,WA,125149.013,0.177,1
53,5,10503,WA,128842.108,0.182,1
53,5,10504,WA,111258.865,0.157,1
53,4,10600,WA,19238,0.027,0.18
53,5,10600,WA,87692,0.124,0.82
53,4,10701,WA,118784.878,0.166,1
53,4,10702,WA,116090.862,0.162,1
53,4,10703,WA,54044.359,0.075,0.494
53,5,10703,WA,55265.901,0.078,0.506
53,4,10800,WA,93546,0.131,0.676
53,8,10800,WA,44866,0.061,0.324
53,4,10901,WA,123531.492,0.172,1
53,4,10902,WA,126104.508,0.176,1
53,3,11000,WA,109877,0.152,1
53,3,11101,WA,115616.223,0.16,1
53,3,11102,WA,116511.034,0.161,1
53,3,11103,WA,113235.915,0.157,1
53,3,11104,WA,121654.828,0.169,1
53,3,11200,WA,130548,0.181,1
53,6,11300,WA,116682.842,0.165,0.872
53,10,11300,WA,17143.158,0.024,0.128
53,10,11401,WA,164892.742,0.226,1
53,3,11402,WA,14115.459,0.02,0.128
53,10,11402,WA,96213.799,0.132,0.872
53,6,11501,WA,110244.903,0.156,0.847
53,10,11501,WA,19853.311,0.027,0.153
53,6,11502,WA,90046.082,0.127,0.757
53,10,11502,WA,28950.308,0.04,0.243
53,6,11503,WA,1271.565,0.002,0.011
53,8,11503,WA,3.249,0,0
53,10,11503,WA,115249.931,0.158,0.989
53,6,11504,WA,18153.919,0.026,0.134
53,8,11504,WA,93.147,0,0.001
53,10,11504,WA,117290.5,0.161,0.865
53,6,11505,WA,449.488,0.001,0.004
53,8,11505,WA,49738.338,0.067,0.429
53,9,11505,WA,24289.708,0.032,0.209
53,10,11505,WA,41507.825,0.057,0.358
53,8,11506,WA,14840.702,0.02,0.114
53,10,11506,WA,115546.701,0.158,0.886
53,8,11507,WA,101177.15,0.137,0.889
53,10,11507,WA,12605.173,0.017,0.111
53,7,11601,WA,153232.686,0.205,1
53,7,11602,WA,132196.645,0.177,1
53,7,11603,WA,122707.27,0.164,0.943
53,9,11603,WA,7422.062,0.01,0.057
53,7,11604,WA,35814.483,0.048,0.3
53,9,11604,WA,83761.205,0.112,0.7
53,7,11605,WA,93386.396,0.125,0.656
53,9,11605,WA,48900.78,0.065,0.344
53,1,11606,WA,52905.153,0.072,0.42
53,7,11606,WA,73035.006,0.098,0.58
53,1,11607,WA,145128.199,0.196,1
53,9,11607,WA,20.039,0,0
53,1,11608,WA,8180.188,0.011,0.056
53,8,11608,WA,1712.184,0.002,0.012
53,9,11608,WA,135943.856,0.182,0.932
53,1,11609,WA,942.926,0.001,0.006
53,8,11609,WA,100219.547,0.136,0.686
53,9,11609,WA,44893.067,0.06,0.307
53,8,11610,WA,19272.647,0.026,0.137
53,9,11610,WA,121687.53,0.163,0.863
53,7,11611,WA,76604.097,0.102,0.556
53,9,11611,WA,61279.047,0.082,0.444
53,7,11612,WA,11938.532,0.016,0.089
53,9,11612,WA,122556.981,0.164,0.911
53,8,11613,WA,46436.036,0.063,0.345
53,9,11613,WA,87987.116,0.118,0.655
53,8,11614,WA,115042.519,0.156,0.963
53,9,11614,WA,4360.615,0.006,0.037
53,8,11615,WA,121332.402,0.164,0.961
53,9,11615,WA,4863.805,0.007,0.039
53,1,11616,WA,86592.209,0.117,0.745
53,8,11616,WA,29614.774,0.04,0.255
53,2,11701,WA,75484.368,0.103,0.605
53,7,11701,WA,49267.724,0.066,0.395
53,1,11702,WA,3383.078,0.005,0.027
53,2,11702,WA,119751.452,0.164,0.973
53,1,11703,WA,15318.805,0.021,0.12
53,2,11703,WA,111908.763,0.153,0.88
53,1,11704,WA,105750.988,0.143,0.844
53,2,11704,WA,19478.092,0.027,0.156
53,1,11705,WA,131737.97,0.178,0.955
53,2,11705,WA,6164.4,0.008,0.045
53,1,11706,WA,25330.021,0.034,0.17
53,2,11706,WA,124044.339,0.169,0.83
53,6,11801,WA,129937.524,0.184,1
53,6,11802,WA,134873.476,0.191,1
53,6,11900,WA,105709,0.149,1
54,1,100,WV,126876,0.207,1
54,1,200,WV,150210,0.245,1
54,1,300,WV,138380,0.225,1
54,1,400,WV,27411,0.045,0.115
54,2,400,WV,210826,0.337,0.885
54,1,500,WV,35489,0.058,0.281
54,2,500,WV,90913,0.146,0.719
54,1,600,WV,42736,0.07,0.396
54,2,600,WV,65167,0.104,0.604
54,1,700,WV,93234,0.152,0.941
54,2,700,WV,5806,0.009,0.059
54,3,800,WV,163343,0.276,1
54,2,900,WV,56941,0.091,0.564
54,3,900,WV,44048,0.074,0.436
54,2,1000,WV,195100,0.312,1
54,3,1100,WV,103979,0.176,1
54,3,1200,WV,181392,0.306,1
54,3,1300,WV,99251,0.168,1
55,7,100,WI,175153,0.247,1
55,2,101,WI,121727.136,0.161,1
55,2,102,WI,200166.352,0.265,1
55,2,103,WI,209379.512,0.277,1
55,8,200,WI,110199.013,0.151,1
55,8,300,WI,150201.987,0.206,1
55,7,600,WI,113223,0.16,1
55,3,700,WI,197856.874,0.274,0.967
