StateFIPS,PUMA,CongressionalDistrict,StateAbbreviation,Population2016,PUMAWgt
8,804,2,CO,116360.384,0.738
8,804,4,CO,0,0
8,804,6,CO,5479.343,0.035
8,804,7,CO,35821.821,0.227
8,805,2,CO,5547.158,0.042
8,805,7,CO,126783.372,0.958
8,806,6,CO,12388.031,0.081
8,806,7,CO,140704.156,0.919
8,807,6,CO,54423.401,0.318
8,807,7,CO,116671.534,0.682
8,808,4,CO,0,0
8,808,6,CO,120688.113,1
8,809,6,CO,125740.935,1
8,810,1,CO,0,0
8,810,6,CO,126079.198,1
8,811,1,CO,7288.376,0.059
8,811,6,CO,115471.311,0.941
8,812,1,CO,174594.747,1
8,813,1,CO,115622.785,1
8,814,1,CO,117839.993,1
8,815,1,CO,154797.758,0.876
8,815,6,CO,21973.162,0.124
8,816,1,CO,137733.662,1
8,816,7,CO,0,0
8,817,7,CO,120676.718,1
8,818,2,CO,0,0
8,818,7,CO,124282.438,1
8,819,1,CO,16856.334,0.114
8,819,2,CO,21615.732,0.146
8,819,7,CO,109538.895,0.74
8,820,1,CO,67400.383,0.588
8,820,6,CO,45307.326,0.395
8,820,7,CO,1861.396,0.016
8,821,1,CO,29684.992,0.214
8,821,2,CO,2285.024,0.016
8,821,4,CO,24953.767,0.18
8,821,6,CO,81708.738,0.589
8,822,4,CO,87849.326,0.748
8,822,6,CO,29661.091,0.252
8,823,4,CO,123853.693,0.986
8,823,6,CO,1774.025,0.014
8,824,1,CO,0,0
8,824,4,CO,50211.948,0.437
8,824,6,CO,64685.971,0.563
8,900,3,CO,115422,1
8,1001,3,CO,131849.802,1
8,1002,3,CO,103020.198,1
8,4101,5,CO,121598.651,1
8,4102,5,CO,118391.224,1
8,4103,5,CO,113647.168,1
8,4104,5,CO,119771.634,1
8,4105,5,CO,121140.984,1
8,4106,5,CO,117777.339,1
9,100,4,CT,34804.097,0.202
9,100,5,CT,137369.907,0.798
9,101,4,CT,118299.535,1
9,102,4,CT,189296.969,1
9,103,4,CT,136685.071,1
9,103,ZZ,CT,0,0
9,104,4,CT,148531.192,1
9,105,3,CT,55345.065,0.309
9,105,4,CT,95463.079,0.533
9,105,5,CT,28382.084,0.158
9,300,1,CT,96780.767,0.616
9,300,2,CT,60279.234,0.384
9,301,1,CT,109293.981,1
9,302,1,CT,124548.203,1
9,303,1,CT,83601.765,0.52
9,303,5,CT,77100.603,0.48
9,304,1,CT,103357.79,0.918
9,304,5,CT,9284.094,0.082
9,305,1,CT,19829.891,0.179
9,305,5,CT,90756.736,0.821
9,306,1,CT,109285.995,0.93
9,306,2,CT,8269.941,0.07
9,500,1,CT,37406.835,0.205
9,500,5,CT,145164.165,0.795
9,700,1,CT,27632.921,0.169
9,700,2,CT,81530.427,0.499
9,700,3,CT,54165.652,0.332
9,700,ZZ,CT,0,0
9,900,3,CT,47008.671,0.355
9,900,4,CT,12600.621,0.095
9,900,5,CT,72943.119,0.55
9,901,3,CT,19136.889,0.175
9,901,5,CT,90512.257,0.825
9,902,3,CT,68778.347,0.532
9,902,5,CT,60472.647,0.468
9,903,3,CT,123397.265,1
9,904,3,CT,121484.768,1
9,904,ZZ,CT,0,0
9,905,3,CT,128936.054,1
9,905,ZZ,CT,0,0
9,906,2,CT,18150.338,0.163
9,906,3,CT,93454.025,0.837
9,906,ZZ,CT,0,0
9,1100,2,CT,136927.047,1
9,1101,2,CT,132873.953,1
9,1101,ZZ,CT,0,0
9,1300,2,CT,151118,1
9,1500,2,CT,116192,1
10,101,0,DE,111933.411,1
10,102,0,DE,150057.219,1
10,103,0,DE,149566.927,1
10,104,0,DE,145429.443,1
10,200,0,DE,174827,1
10,300,0,DE,220251,1
11,101,98,DC,120022.615,1
11,102,98,DC,127466.861,1
11,103,98,DC,117619.31,1
11,104,98,DC,158491.344,1
11,105,98,DC,157569.87,1
12,101,3,FL,151645.285,1
12,102,3,FL,111850.715,1
12,500,1,FL,77124.316,0.262
12,500,2,FL,216794.684,0.738
12,901,8,FL,195494.317,1
12,902,8,FL,123437.729,1
12,903,8,FL,123934.391,1
12,904,8,FL,136263.563,1
12,1101,20,FL,21.849,0
12,1101,22,FL,157515.751,1
12,1101,23,FL,0,0
12,1102,20,FL,1346.961,0.011
12,1102,22,FL,117458.69,0.989
12,1103,22,FL,110697.668,1
12,1104,20,FL,36336.259,0.282
12,1104,22,FL,92559.034,0.718
12,1105,20,FL,129192.433,0.703
12,1105,22,FL,54481.448,0.297
12,1106,20,FL,45411.039,0.252
12,1106,22,FL,0,0
12,1106,23,FL,135090.439,0.748
12,1107,20,FL,109576.839,1
12,1107,23,FL,0,0
12,1108,20,FL,55206.819,0.366
12,1108,22,FL,94239.184,0.624
12,1108,23,FL,1478.052,0.01
12,1109,22,FL,0,0
12,1109,23,FL,104719.915,0.947
12,1109,24,FL,5882.712,0.053
12,1110,23,FL,123180.815,1
12,1111,20,FL,0,0
12,1111,23,FL,145537.304,1
12,1112,20,FL,74644.347,0.531
12,1112,23,FL,65796.792,0.469
12,1113,23,FL,66387.794,0.519
12,1113,24,FL,61640.113,0.481
12,1114,20,FL,58676.362,0.484
12,1114,23,FL,40423.023,0.333
12,1114,24,FL,22130.357,0.183
12,1500,17,FL,178465,1
12,1701,11,FL,143621,1
12,1900,3,FL,208311,1
12,2101,19,FL,77997.965,0.66
12,2101,25,FL,40127.256,0.34
12,2102,19,FL,59084.756,0.478
12,2102,25,FL,64579.058,0.522
12,2103,19,FL,39385.673,0.319
12,2103,25,FL,83961.292,0.681
12,2300,2,FL,129614.313,0.701
12,2300,3,FL,42068,0.228
12,2300,5,FL,13157.687,0.071
12,2700,17,FL,152968.427,1
12,3101,4,FL,52445.018,0.415
12,3101,5,FL,73992.113,0.585
12,3102,4,FL,10470.784,0.082
12,3102,5,FL,116778.716,0.918
12,3103,4,FL,23177.193,0.211
12,3103,5,FL,86727.458,0.789
12,3104,4,FL,133321.912,0.945
12,3104,5,FL,7796.822,0.055
12,3105,4,FL,123542.393,0.935
12,3105,5,FL,8655.277,0.065
12,3106,4,FL,113218.435,0.928
12,3106,5,FL,8732.441,0.072
12,3107,4,FL,38102.08,0.228
12,3107,5,FL,129294.358,0.772
12,3301,1,FL,116908.273,1
12,3302,1,FL,198278.727,1
12,3500,6,FL,115714.351,1
12,5301,11,FL,182835,1
12,5701,14,FL,156629.41,1
12,5702,14,FL,174970.652,1
12,5702,16,FL,0,0
12,5703,12,FL,8024.153,0.049
12,5703,14,FL,157356.029,0.951
12,5704,12,FL,4796.354,0.028
12,5704,14,FL,168348.234,0.972
12,5705,14,FL,113321.151,0.691
12,5705,15,FL,50605.794,0.309
12,5706,15,FL,140126.548,1
12,5707,14,FL,8268.225,0.041
12,5707,15,FL,180091.69,0.902
12,5707,16,FL,11236.278,0.056
12,5708,14,FL,732.217,0.004
12,5708,15,FL,36439.53,0.18
12,5708,16,FL,165291.734,0.816
12,6100,8,FL,151563,1
12,6300,2,FL,131724.215,0.691
12,6300,5,FL,58825.785,0.309
12,6901,6,FL,86725.9,0.762
12,6901,11,FL,27129.577,0.238
12,6902,11,FL,162804.282,1
12,6903,6,FL,1174.245,0.006
12,6903,11,FL,93705.272,0.513
12,6903,15,FL,87852.724,0.481
12,7101,19,FL,140434.052,1
12,7102,19,FL,184691.512,1
12,7103,17,FL,80165.644,0.504
12,7103,19,FL,78969.055,0.496
12,7104,17,FL,10656.065,0.09
12,7104,19,FL,107186.381,0.91
12,7105,19,FL,120233.29,1
12,7300,2,FL,82434.857,0.567
12,7300,5,FL,62981.142,0.433
12,7301,2,FL,38931.46,0.273
12,7301,5,FL,103474.541,0.727
12,8101,16,FL,125211.003,1
12,8102,16,FL,132674.435,1
12,8103,16,FL,118002.562,1
12,8301,2,FL,38464.069,0.365
12,8301,3,FL,49934.497,0.474
12,8301,11,FL,16972.82,0.161
12,8302,2,FL,7947.548,0.073
12,8302,3,FL,95555.995,0.882
12,8302,11,FL,4799.712,0.044
12,8303,3,FL,1708.765,0.013
12,8303,11,FL,133636.593,0.987
12,8500,18,FL,158701,1
12,8601,24,FL,33369.06,0.268
12,8601,25,FL,91023.223,0.732
12,8602,24,FL,110110.508,1
12,8603,23,FL,11155.26,0.102
12,8603,24,FL,98299.952,0.898
12,8604,23,FL,66528.381,0.61
12,8604,24,FL,27156.238,0.249
12,8604,27,FL,15458.701,0.142
12,8605,24,FL,114648.683,1
12,8606,24,FL,104684.477,0.953
12,8606,25,FL,5196.732,0.047
12,8607,25,FL,109171.575,1
12,8608,25,FL,122724.156,1
12,8609,25,FL,109766.015,1
12,8610,24,FL,20705.422,0.189
12,8610,25,FL,88970.395,0.811
12,8610,27,FL,0,0
12,8611,24,FL,109894.249,1
12,8611,27,FL,0,0
12,8612,24,FL,21227.052,0.195
12,8612,27,FL,87768.474,0.805
12,8613,24,FL,27456.175,0.249
12,8613,27,FL,82722.797,0.751
12,8614,27,FL,110132.243,1
12,8615,25,FL,6811.609,0.061
12,8615,27,FL,105323.473,0.939
12,8616,27,FL,109907.29,1
12,8617,26,FL,36925.92,0.332
12,8617,27,FL,74400.637,0.668
12,8618,25,FL,0,0
12,8618,26,FL,115512.631,1
12,8619,26,FL,109986.621,1
12,8620,26,FL,17882.104,0.163
12,8620,27,FL,91842.616,0.837
12,8621,26,FL,110308.293,1
12,8621,27,FL,2.173,0
12,8622,26,FL,103314.113,0.926
12,8622,27,FL,8234.136,0.074
12,8623,26,FL,43848.375,0.382
12,8623,27,FL,70944.843,0.618
12,8624,26,FL,108883.593,1
12,8700,23,FL,0,0
12,8700,25,FL,0,0
12,8700,26,FL,109723.807,1
12,8700,27,FL,0,0
12,8900,4,FL,80622,0.743
12,8900,5,FL,27937,0.257
12,9100,1,FL,201170,1
12,9300,17,FL,65392.573,0.625
12,9300,25,FL,39290,0.375
12,9501,10,FL,145267.216,1
12,9502,10,FL,139461.299,1
12,9503,10,FL,121482.683,1
12,9504,7,FL,13331.129,0.093
12,9504,9,FL,18029.082,0.126
12,9504,10,FL,112262.262,0.782
12,9505,7,FL,73422.717,0.587
12,9505,9,FL,23978.37,0.192
12,9505,10,FL,27594.738,0.221
12,9506,10,FL,116413.115,1
12,9507,7,FL,73295.405,0.595
12,9507,10,FL,49928.365,0.405
12,9508,7,FL,123661.909,1
12,9509,8,FL,139.929,0.001
12,9509,9,FL,53633.05,0.383
12,9509,10,FL,86270.976,0.616
12,9510,7,FL,30128.375,0.221
12,9510,8,FL,16995.67,0.125
12,9510,9,FL,89070.708,0.654
12,9701,9,FL,188645.375,1
12,9702,9,FL,147369.625,1
12,9901,18,FL,113474.134,1
12,9902,18,FL,72769.387,0.591
12,9902,20,FL,49023.311,0.398
12,9902,21,FL,1251.175,0.01
12,9902,22,FL,0,0
12,9903,18,FL,29562.29,0.19
12,9903,20,FL,86100.307,0.552
12,9903,21,FL,40207.121,0.258
12,9904,20,FL,43340.527,0.319
12,9904,21,FL,92499.454,0.681
12,9905,21,FL,137180.838,1
12,9906,21,FL,163167.874,1
12,9907,21,FL,125572.471,1
12,9907,22,FL,0,0
12,9908,21,FL,2939.824,0.025
12,9908,22,FL,113760.68,0.975
12,9909,20,FL,0,0
12,9909,21,FL,93297.844,0.822
12,9909,22,FL,20146.761,0.178
12,9910,20,FL,6576.324,0.059
12,9910,21,FL,105460.708,0.941
12,9911,18,FL,81935.556,0.556
12,9911,20,FL,65539.039,0.444
12,9911,21,FL,4.375,0
12,10101,12,FL,126231.663,1
12,10102,12,FL,115284.096,1
12,10103,12,FL,143085.779,1
12,10104,12,FL,127766.462,1
12,10301,12,FL,122816.862,1
12,10301,13,FL,0,0
12,10302,12,FL,105810.677,0.94
12,10302,13,FL,6735.808,0.06
12,10303,12,FL,2185.521,0.02
12,10303,13,FL,107421.778,0.98
12,10304,13,FL,112661.788,1
12,10305,13,FL,112976.251,1
12,10306,13,FL,114706.849,1
12,10307,13,FL,159222.301,1
12,10308,13,FL,116192.165,1
12,10501,15,FL,192156.982,1
12,10502,9,FL,142831.011,0.815
12,10502,15,FL,32419.299,0.185
12,10503,9,FL,44657.026,0.303
12,10503,15,FL,57305.222,0.389
12,10503,17,FL,45203.58,0.307
12,10504,9,FL,107490.855,0.709
12,10504,15,FL,0,0
12,10504,17,FL,44085.025,0.291
12,10700,3,FL,72277,0.689
12,10700,4,FL,4753.968,0.045
12,10700,6,FL,27901.574,0.266
12,10900,4,FL,195442.147,0.965
12,10900,6,FL,6989.31,0.035
12,11101,18,FL,113092.1,1
12,11102,18,FL,193414.9,1
12,11300,1,FL,170497,1
12,11501,16,FL,134434.379,1
12,11502,16,FL,94826.677,0.664
12,11502,17,FL,48037.441,0.336
12,11503,16,FL,5420.127,0.04
12,11503,17,FL,129850.376,0.96
12,11701,7,FL,114844.35,1
12,11702,7,FL,112325.153,1
12,11703,7,FL,112376.873,1
12,11704,7,FL,115932.625,1
12,12100,2,FL,74586,0.696
12,12100,5,FL,32585,0.304
12,12701,6,FL,118796.057,1
12,12702,6,FL,136695.792,1
12,12703,6,FL,140098.283,1
12,12704,6,FL,126369.516,1
13,100,1,GA,151437,1
13,200,1,GA,117237,1
13,300,1,GA,34695.702,0.235
13,300,12,GA,112782.298,0.765
13,401,1,GA,173810.324,1
13,402,1,GA,115271.676,1
13,500,1,GA,107924,0.636
13,500,8,GA,18672,0.11
13,500,12,GA,43012,0.254
13,600,1,GA,5947.942,0.052
13,600,8,GA,108680.058,0.948
13,700,8,GA,127370,1
13,800,8,GA,111704,1
13,900,2,GA,119354,1
13,1001,5,GA,1150.526,0.009
13,1001,6,GA,88367.099,0.725
13,1001,11,GA,32402.603,0.266
13,1002,6,GA,119496.897,1
13,1003,5,GA,115070.428,0.956
13,1003,13,GA,5345.779,0.044
13,1004,3,GA,0,0
13,1004,5,GA,2998.038,0.024
13,1004,13,GA,124155.696,0.976
13,1005,6,GA,164868.768,1
13,1006,5,GA,110551.693,0.904
13,1006,11,GA,11685.347,0.096
13,1007,5,GA,136645.849,1
13,1008,4,GA,73841.32,0.59
13,1008,5,GA,51231.288,0.41
13,1100,2,GA,117263,1
13,1200,1,GA,30104,0.189
13,1200,8,GA,15965,0.1
13,1200,12,GA,113301,0.711
13,1300,8,GA,42294,0.303
13,1300,10,GA,9505,0.068
13,1300,12,GA,87698,0.629
13,1400,2,GA,110631.603,0.724
13,1400,8,GA,42128.397,0.276
13,1500,8,GA,163373,1
13,1600,2,GA,38977,0.218
13,1600,8,GA,73204,0.409
13,1600,10,GA,66621,0.373
13,1700,2,GA,162232.004,0.778
13,1700,3,GA,46174.996,0.222
13,1800,2,GA,129184,0.793
13,1800,3,GA,33652,0.207
13,1900,3,GA,127551,0.843
13,1900,10,GA,23817,0.157
13,2001,4,GA,134958.278,1
13,2002,4,GA,61913.033,0.447
13,2002,5,GA,76471.364,0.553
13,2003,4,GA,108359.31,0.653
13,2003,5,GA,5598.206,0.034
13,2003,6,GA,52043.413,0.314
13,2004,5,GA,9091.735,0.062
13,2004,6,GA,138438.967,0.938
13,2100,3,GA,140526,1
13,2200,3,GA,102566,1
13,2300,3,GA,116261,1
13,2400,3,GA,93126.375,0.834
13,2400,13,GA,18500.625,0.166
13,2500,14,GA,167378,1
13,2600,14,GA,175375,1
13,2700,14,GA,104589,1
13,2800,9,GA,74654.786,0.411
13,2800,14,GA,107029.214,0.589
13,2900,11,GA,103807,1
13,3001,6,GA,39139.684,0.257
13,3001,11,GA,109113.137,0.717
13,3001,13,GA,4015.414,0.026
13,3002,11,GA,135266.061,1
13,3003,11,GA,58577.419,0.437
13,3003,13,GA,75511.092,0.563
13,3004,6,GA,0,0
13,3004,11,GA,61006.456,0.363
13,3004,13,GA,107076.616,0.637
13,3005,6,GA,155103.924,0.979
13,3005,11,GA,3340.198,0.021
13,3101,11,GA,115993.716,1
13,3102,11,GA,125695.284,1
13,3200,9,GA,134811,1
13,3300,7,GA,154515.275,0.699
13,3300,9,GA,66493.725,0.301
13,3400,9,GA,196637,1
13,3500,9,GA,136267,1
13,3600,9,GA,18354.412,0.147
13,3600,10,GA,106352.588,0.853
13,3700,9,GA,47967,0.411
13,3700,10,GA,68762,0.589
13,3800,9,GA,64615,0.456
13,3800,10,GA,77126,0.544
13,3900,10,GA,122008,1
13,4000,12,GA,201647,1
13,4001,6,GA,0,0
13,4001,7,GA,153170.363,1
13,4002,7,GA,111584.946,0.915
13,4002,10,GA,10340.596,0.085
13,4003,7,GA,158319.259,0.973
13,4003,10,GA,4421.224,0.027
13,4004,7,GA,61844.2,0.528
13,4004,10,GA,55205.041,0.472
13,4005,4,GA,114879.744,0.861
13,4005,7,GA,18543.235,0.139
13,4006,4,GA,81047.521,0.37
13,4006,7,GA,137778.87,0.63
13,4100,10,GA,18218.935,0.124
13,4100,12,GA,129231.065,0.876
13,4200,10,GA,94177,0.749
13,4200,12,GA,31537,0.251
13,4300,4,GA,173435.888,0.883
13,4300,10,GA,22918.112,0.117
13,4400,13,GA,142224,1
13,4500,14,GA,155825,1
13,4600,5,GA,138971.363,1
13,5001,5,GA,17994.223,0.152
13,5001,13,GA,100449.431,0.848
13,5002,5,GA,93245.925,0.579
13,5002,13,GA,67772.422,0.421
13,6001,3,GA,58934.551,0.539
13,6001,10,GA,40563.179,0.371
13,6001,13,GA,9744.124,0.089
13,6002,3,GA,6882.875,0.061
13,6002,5,GA,0,0
13,6002,10,GA,9210.155,0.082
13,6002,13,GA,96433.116,0.857
15,100,2,HI,237503,1
15,200,2,HI,198449,1
15,301,1,HI,0,0
15,301,2,HI,105148.504,1
15,302,2,HI,119923.964,1
15,303,1,HI,112043.163,1
15,303,2,HI,0,0
15,304,1,HI,126385.43,1
15,305,1,HI,119267.925,1
15,306,1,HI,147468.238,1
15,307,1,HI,112052.535,0.74
15,307,2,HI,39296.748,0.26
15,308,1,HI,91405.003,0.823
15,308,2,HI,19613.489,0.177
16,100,1,ID,120355.333,1
16,200,1,ID,148912.667,1
16,300,1,ID,90395,0.856
16,300,2,ID,15180,0.144
16,400,1,ID,107212.631,0.941
16,400,2,ID,6700.623,0.059
16,500,1,ID,122783.05,1
16,600,1,ID,126577.561,1
16,701,1,ID,99359.562,0.833
16,701,2,ID,19869.875,0.167
16,702,1,ID,6379.228,0.056
16,702,2,ID,107539.278,0.944
16,800,1,ID,32430.289,0.268
16,800,2,ID,88644.903,0.732
16,900,2,ID,107018,1
16,1000,1,ID,0,0
16,1000,2,ID,112947,1
16,1100,2,ID,133186.193,1
16,1200,2,ID,112232,1
16,1300,2,ID,125416.807,1
17,104,16,IL,34251,0.269
17,104,17,IL,92845,0.731
17,105,17,IL,144784,1
17,202,17,IL,124793,0.716
17,202,18,IL,49504,0.284
17,300,18,IL,109720,1
17,401,13,IL,85920,0.623
17,401,18,IL,52006,0.377
17,501,13,IL,33035.854,0.237
17,501,15,IL,106644.146,0.763
17,600,15,IL,100397,1
17,700,15,IL,106785,1
17,800,12,IL,29309,0.217
17,800,15,IL,105628,0.783
17,900,12,IL,186943,1
17,1001,12,IL,105149,0.668
17,1001,15,IL,52294,0.332
17,1104,12,IL,146850.85,1
17,1105,12,IL,115908.15,1
17,1204,12,IL,10.856,0
17,1204,13,IL,66752.109,0.557
17,1204,15,IL,53021.132,0.443
17,1205,12,IL,115265.004,0.79
17,1205,13,IL,30709.898,0.21
17,1300,13,IL,99403.113,0.503
17,1300,18,IL,98095.887,0.497
17,1500,13,IL,106550,1
17,1602,13,IL,66095,0.457
17,1602,15,IL,36544,0.253
17,1602,18,IL,42043,0.291
17,1701,17,IL,84257.32,0.455
17,1701,18,IL,100748.68,0.545
17,1900,17,IL,48643.769,0.362
17,1900,18,IL,85741.231,0.638
17,2000,13,IL,61695.368,0.358
17,2000,18,IL,110722.632,0.642
17,2100,13,IL,156506.26,0.751
17,2100,15,IL,51912.74,0.249
17,2200,15,IL,84239.562,0.538
17,2200,16,IL,72306.438,0.462
17,2300,2,IL,110008,1
17,2400,16,IL,110642,1
17,2501,16,IL,40273.792,0.274
17,2501,17,IL,50938,0.347
17,2501,18,IL,55551.208,0.379
17,2601,14,IL,36763.718,0.352
17,2601,16,IL,67764.282,0.648
17,2700,16,IL,51273,0.529
17,2700,17,IL,45624,0.471
17,2801,16,IL,95924.195,0.485
17,2801,17,IL,101759.464,0.515
17,2901,16,IL,141692.341,1
17,3005,11,IL,150813.683,1
17,3005,14,IL,0,0
17,3007,6,IL,44795.53,0.372
17,3007,8,IL,1818.238,0.015
17,3007,14,IL,73828.524,0.613
17,3008,6,IL,48192.602,0.337
17,3008,8,IL,94771.286,0.663
17,3009,6,IL,19667.312,0.167
17,3009,14,IL,97827.825,0.833
17,3102,3,IL,5238.939,0.039
17,3102,11,IL,120181.131,0.885
17,3102,14,IL,10325.228,0.076
17,3105,3,IL,40633.322,0.285
17,3105,11,IL,89314.338,0.625
17,3105,14,IL,12859.213,0.09
17,3106,3,IL,9346.234,0.054
17,3106,11,IL,90739.069,0.527
17,3106,14,IL,72169.739,0.419
17,3107,1,IL,69753.802,0.556
17,3107,3,IL,39748.972,0.317
17,3107,11,IL,15864.377,0.127
17,3108,1,IL,27924.724,0.246
17,3108,2,IL,53731.687,0.474
17,3108,11,IL,3135.425,0.028
17,3108,14,IL,0,0
17,3108,16,IL,28562.8,0.252
17,3202,6,IL,105790.508,0.892
17,3202,8,IL,12859.181,0.108
17,3203,6,IL,41997.334,0.356
17,3203,11,IL,75848.593,0.644
17,3204,3,IL,1317.643,0.009
17,3204,5,IL,6169.609,0.041
17,3204,6,IL,93773.605,0.63
17,3204,11,IL,47526.366,0.319
17,3205,5,IL,36501.749,0.292
17,3205,6,IL,31857.565,0.255
17,3205,8,IL,56765.07,0.454
17,3207,5,IL,19816.336,0.168
17,3207,8,IL,98213.048,0.832
17,3208,6,IL,80822.188,0.449
17,3208,8,IL,94790.217,0.526
17,3208,14,IL,4466.809,0.025
17,3209,6,IL,14098.779,0.117
17,3209,11,IL,90259.552,0.747
17,3209,14,IL,16493.848,0.136
17,3306,10,IL,117554.609,0.737
17,3306,14,IL,41903.265,0.263
17,3307,10,IL,134428.648,0.954
17,3307,14,IL,6516.154,0.046
17,3307,ZZ,IL,0,0
17,3308,6,IL,59444.91,0.524
17,3308,10,IL,25000.243,0.22
17,3308,14,IL,29034.861,0.256
17,3309,10,IL,134798.43,0.867
17,3309,14,IL,20658.805,0.133
17,3309,ZZ,IL,0,0
17,3310,10,IL,133707.074,1
17,3310,ZZ,IL,0,0
17,3401,6,IL,82974.707,0.654
17,3401,8,IL,43885.42,0.346
17,3401,9,IL,0,0
17,3407,3,IL,16.027,0
17,3407,4,IL,71492.235,0.4
17,3407,5,IL,13532.949,0.076
17,3407,7,IL,93731.949,0.524
17,3408,3,IL,17273.292,0.09
17,3408,4,IL,109614.883,0.569
17,3408,7,IL,65864.692,0.342
17,3409,3,IL,145765.186,0.954
17,3409,5,IL,1604.721,0.011
17,3409,6,IL,1330.256,0.009
17,3409,11,IL,4018.815,0.026
17,3410,1,IL,46297.51,0.266
17,3410,3,IL,127602.386,0.734
17,3411,1,IL,84877.934,0.489
17,3411,2,IL,2344.977,0.013
17,3411,3,IL,86506.696,0.498
17,3412,1,IL,81930.937,0.745
17,3412,2,IL,28054.574,0.255
17,3413,1,IL,3363.704,0.02
17,3413,2,IL,166249.924,0.98
17,3414,1,IL,2816.777,0.017
17,3414,2,IL,165117.002,0.983
17,3415,8,IL,28651.587,0.226
17,3415,9,IL,43237.321,0.341
17,3415,10,IL,54813.953,0.433
17,3416,9,IL,75935.771,0.539
17,3416,10,IL,64828.936,0.461
17,3416,ZZ,IL,0,0
17,3417,6,IL,8224.948,0.068
17,3417,8,IL,112975.582,0.932
17,3418,8,IL,110017.566,1
17,3419,5,IL,0,0
17,3419,8,IL,65137.459,0.533
17,3419,9,IL,56972.613,0.466
17,3419,10,IL,129.219,0.001
17,3420,5,IL,24369.325,0.131
17,3420,9,IL,114352.918,0.614
17,3420,10,IL,47513.573,0.255
17,3421,5,IL,40.068,0
17,3421,9,IL,180634.316,1
17,3421,ZZ,IL,0,0
17,3422,4,IL,2179.696,0.017
17,3422,5,IL,119844.23,0.92
17,3422,8,IL,0,0
17,3422,9,IL,8290.058,0.064
17,3501,5,IL,7832.282,0.047
17,3501,9,IL,160326.879,0.953
17,3501,ZZ,IL,0,0
17,3502,5,IL,147564.237,0.93
17,3502,7,IL,2992.074,0.019
17,3502,9,IL,8196.9,0.052
17,3502,ZZ,IL,0,0
17,3503,5,IL,78655.382,0.548
17,3503,9,IL,64890.039,0.452
17,3504,4,IL,65327.782,0.461
17,3504,5,IL,75022.221,0.53
17,3504,9,IL,1230.086,0.009
17,3520,4,IL,24536.609,0.186
17,3520,5,IL,107190.772,0.814
17,3521,4,IL,87583.523,0.459
17,3521,5,IL,5768.783,0.03
17,3521,7,IL,97654.601,0.511
17,3522,4,IL,122513.757,0.887
17,3522,5,IL,15587.433,0.113
17,3523,4,IL,87699.72,0.417
17,3523,7,IL,122748.154,0.583
17,3524,3,IL,0,0
17,3524,4,IL,52773.492,0.306
17,3524,5,IL,44717.832,0.259
17,3524,7,IL,74882.985,0.434
17,3525,5,IL,10537.87,0.08
17,3525,7,IL,120841.922,0.92
17,3525,ZZ,IL,0,0
17,3526,3,IL,69998.703,0.426
17,3526,4,IL,61277.914,0.373
17,3526,7,IL,33120.165,0.201
17,3527,1,IL,2326.946,0.016
17,3527,3,IL,116556.655,0.781
17,3527,4,IL,29024.219,0.194
17,3527,7,IL,1355.298,0.009
17,3528,1,IL,81453.127,0.527
17,3528,3,IL,10844.39,0.07
17,3528,7,IL,62353.738,0.403
17,3529,1,IL,98080.323,0.544
17,3529,2,IL,43698.102,0.242
17,3529,3,IL,0,0
17,3529,7,IL,38477.249,0.213
17,3529,ZZ,IL,0,0
17,3530,1,IL,83312.279,0.644
17,3530,2,IL,1457.472,0.011
17,3530,3,IL,44680.769,0.345
17,3531,1,IL,105409.752,0.765
17,3531,2,IL,32314.799,0.235
17,3532,1,IL,28008.496,0.206
17,3532,2,IL,108256.58,0.794
17,3601,14,IL,133708.216,1
17,3602,6,IL,87886.308,0.507
17,3602,14,IL,85409.475,0.493
17,3700,11,IL,41452.697,0.237
17,3700,14,IL,83242.303,0.475
17,3700,16,IL,50437,0.288
18,101,1,IN,113158.858,1
18,102,1,IN,127842.817,1
18,103,1,IN,117371.766,1
18,104,1,IN,127472.559,1
18,200,1,IN,167791,1
18,300,1,IN,59291.459,0.539
18,300,2,IN,50723.541,0.461
18,401,2,IN,114951.906,1
18,402,2,IN,154189.094,1
18,500,2,IN,203781,1
18,600,3,IN,163610,1
18,700,2,IN,55808,0.541
18,700,4,IN,47357,0.459
18,800,2,IN,77327.632,0.615
18,800,3,IN,48320.368,0.385
18,900,3,IN,133030,1
18,1001,3,IN,134155.988,1
18,1002,3,IN,125666.475,1
18,1003,3,IN,110581.536,1
18,1100,4,IN,123150,1
18,1200,4,IN,188059,1
18,1300,4,IN,110549.206,0.815
18,1300,5,IN,25146.794,0.185
18,1400,2,IN,67645,0.503
18,1400,5,IN,66937,0.497
18,1500,3,IN,23966.671,0.224
18,1500,5,IN,9228.329,0.086
18,1500,6,IN,73603,0.689
18,1600,4,IN,24652,0.237
18,1600,8,IN,79556,0.763
18,1700,8,IN,107931,1
18,1801,4,IN,35468.974,0.286
18,1801,5,IN,88580.373,0.714
18,1802,5,IN,131253.158,1
18,1803,5,IN,125723.495,1
18,1900,5,IN,129296,1
18,2000,6,IN,115603,1
18,2100,4,IN,60660.911,0.497
18,2100,9,IN,61385.089,0.503
18,2200,4,IN,160610,1
18,2301,5,IN,52475.434,0.487
18,2301,7,IN,55241.631,0.513
18,2302,5,IN,71184.511,0.641
18,2302,7,IN,39835.32,0.359
18,2303,5,IN,66973.224,0.543
