StateFIPS,PUMA,CongressionalDistrict,StateAbbreviation,Population2010,PUMAWgt
4,204,2,AZ,124498,0.89
4,204,3,AZ,15318,0.11
4,205,1,AZ,64648,0.538
4,205,2,AZ,55619,0.462
4,206,2,AZ,137825,0.915
4,206,3,AZ,12754,0.085
4,207,1,AZ,25720,0.116
4,207,2,AZ,44680,0.202
4,207,3,AZ,150910,0.682
4,300,1,AZ,178967,1
4,400,1,AZ,134421,1
4,500,1,AZ,30521,0.145
4,500,4,AZ,180512,0.855
4,600,1,AZ,1635,0.007
4,600,4,AZ,219040,0.993
4,700,3,AZ,127231,0.65
4,700,4,AZ,68520,0.35
4,800,1,AZ,223907,0.521
4,800,3,AZ,545,0.001
4,800,4,AZ,204915,0.477
4,900,1,AZ,45657,0.203
4,900,2,AZ,131346,0.585
4,900,3,AZ,47420,0.211
5,100,3,AR,221432,1
5,200,3,AR,202972,1
5,300,1,AR,49158,0.318
5,300,3,AR,85623,0.553
5,300,4,AR,19976,0.129
5,400,1,AR,118216,0.872
5,400,2,AR,17293,0.128
5,500,1,AR,190000,1
5,600,1,AR,97382,1
5,700,1,AR,102892,1
5,800,1,AR,42121,0.353
5,800,2,AR,77076,0.647
5,900,2,AR,192506,1
5,1000,2,AR,190242,1
5,1100,1,AR,68356,0.237
5,1100,2,AR,220355,0.763
5,1200,2,AR,31720,0.225
5,1200,3,AR,61754,0.437
5,1200,4,AR,47725,0.338
5,1300,3,AR,157155,0.837
5,1300,4,AR,30537,0.163
5,1400,4,AR,103216,1
5,1500,4,AR,161433,1
5,1600,1,AR,21698,0.19
5,1600,4,AR,92609,0.81
5,1700,1,AR,38942,0.391
5,1700,4,AR,60559,0.609
5,1800,4,AR,105795,1
5,1900,4,AR,107175,1
6,100,1,CA,89481,0.758
6,100,2,CA,28610,0.242
6,200,2,CA,134623,1
6,300,1,CA,177223,1
6,400,2,CA,87841,0.576
6,400,3,CA,33614,0.22
6,400,5,CA,31051,0.204
6,500,1,CA,65784,0.519
6,500,2,CA,13786,0.109
6,500,3,CA,47220,0.372
6,600,1,CA,220000,1
6,600,3,CA,6,0
6,700,1,CA,105625,0.866
6,700,4,CA,16386,0.134
6,800,3,CA,166886,1
6,900,3,CA,152105,0.757
6,900,6,CA,48744,0.243
6,1000,5,CA,136484,1
6,1101,2,CA,123359,0.689
6,1101,5,CA,55724,0.311
6,1102,2,CA,62274,0.518
6,1102,5,CA,57879,0.482
6,1103,2,CA,3,0
6,1103,5,CA,184639,1
6,1201,2,CA,104847,1
6,1202,2,CA,147562,1
6,1301,5,CA,144838,1
6,1302,3,CA,137493,0.99
6,1302,5,CA,1322,0.01
6,1303,3,CA,129691,1
6,1401,6,CA,186984,1
6,1402,6,CA,105195,1
6,1402,7,CA,13,0
6,1403,3,CA,28,0
6,1403,6,CA,174273,1
6,1501,3,CA,27055,0.189
6,1501,6,CA,115764,0.809
6,1501,7,CA,192,0.001
6,1502,6,CA,825,0.008
6,1502,7,CA,104254,0.992
6,1503,7,CA,168306,1
6,1504,6,CA,36883,0.222
6,1504,7,CA,128942,0.778
6,1505,3,CA,2,0
6,1505,6,CA,34194,0.186
6,1505,7,CA,149275,0.814
6,1506,3,CA,8836,0.048
6,1506,7,CA,150979,0.813
6,1506,9,CA,25832,0.139
6,1601,1,CA,44792,0.24
6,1601,4,CA,141660,0.76
6,1602,4,CA,161980,1
6,1700,4,CA,181058,0.995
6,1700,7,CA,956,0.005
6,1800,4,CA,158460,0.829
6,1800,8,CA,32748,0.171
6,1901,9,CA,124458,1
6,1902,9,CA,156231,1
6,2001,9,CA,34636,0.161
6,2001,10,CA,180373,0.839
6,2002,9,CA,181529,0.957
6,2002,10,CA,8079,0.043
6,2101,11,CA,130739,1
6,2102,5,CA,64448,0.536
6,2102,11,CA,55711,0.464
6,2103,5,CA,26520,0.246
6,2103,11,CA,81267,0.754
6,2104,11,CA,148894,1
6,2105,11,CA,67225,0.473
6,2105,15,CA,74933,0.527
6,2106,9,CA,17353,0.133
6,2106,11,CA,112955,0.867
6,2107,9,CA,4166,0.038
6,2107,11,CA,105930,0.962
6,2108,9,CA,158699,0.999
6,2108,11,CA,185,0.001
6,2201,12,CA,136936,1
6,2202,12,CA,107027,1
6,2203,12,CA,129066,1
6,2204,12,CA,106640,1
6,2205,12,CA,102450,0.973
6,2205,14,CA,2886,0.027
6,2206,12,CA,24680,0.223
6,2206,14,CA,86150,0.777
6,2207,12,CA,96106,0.878
6,2207,14,CA,13294,0.122
6,2301,14,CA,137233,1
6,2302,14,CA,117476,1
6,2303,14,CA,104209,1
6,2304,14,CA,115076,0.97
6,2304,18,CA,3574,0.03
6,2305,14,CA,86360,0.678
6,2305,18,CA,40956,0.322
6,2306,14,CA,40221,0.354
6,2306,18,CA,73346,0.646
6,2401,13,CA,131119,1
6,2402,13,CA,158091,1
6,2403,13,CA,125220,1
6,2404,13,CA,124572,1
6,2405,13,CA,162232,0.992
6,2405,15,CA,1338,0.008
6,2406,13,CA,1672,0.012
6,2406,15,CA,133089,0.988
6,2407,15,CA,145655,1
6,2408,15,CA,90482,0.668
6,2408,17,CA,44920,0.332
6,2409,15,CA,55291,0.291
6,2409,17,CA,134473,0.709
6,2410,15,CA,202116,1
6,2410,17,CA,1,0
6,2500,10,CA,201896,1
6,2601,10,CA,165263,1
6,2602,10,CA,147294,1
6,2701,17,CA,1071,0.005
6,2701,18,CA,194249,0.995
6,2702,17,CA,144475,1
6,2703,17,CA,126237,0.981
6,2703,18,CA,429,0.003
6,2703,19,CA,2012,0.016
6,2704,17,CA,128989,1
6,2705,17,CA,27705,0.261
6,2705,19,CA,78335,0.739
6,2706,19,CA,94948,0.829
6,2706,20,CA,19525,0.171
6,2707,17,CA,62601,0.471
6,2707,18,CA,70325,0.529
6,2708,17,CA,17686,0.136
6,2708,18,CA,112606,0.864
6,2708,19,CA,24,0
6,2709,18,CA,20949,0.172
6,2709,19,CA,100855,0.828
6,2710,18,CA,32549,0.207
6,2710,19,CA,124762,0.793
6,2711,18,CA,56841,0.548
6,2711,19,CA,46925,0.452
6,2712,18,CA,47752,0.453
6,2712,19,CA,57560,0.547
6,2713,19,CA,116147,1
6,2714,17,CA,14749,0.153
6,2714,19,CA,81336,0.847
6,2801,18,CA,82,0.001
6,2801,20,CA,126830,0.999
6,2802,18,CA,49245,0.364
6,2802,20,CA,86225,0.636
6,2900,20,CA,148111,1
6,3001,20,CA,122923,1
6,3002,20,CA,199292,1
6,3100,16,CA,255366,1
6,3200,4,CA,28450,0.189
6,3200,16,CA,122415,0.811
6,3301,16,CA,276046,0.841
6,3301,22,CA,52107,0.159
6,3302,16,CA,5705,0.038
6,3302,22,CA,144508,0.962
6,3401,16,CA,21013,0.129
6,3401,21,CA,141862,0.871
6,3402,4,CA,14912,0.051
6,3402,16,CA,22359,0.077
6,3402,21,CA,59587,0.206
6,3402,22,CA,192778,0.666
6,3501,22,CA,135978,1
6,3502,22,CA,70090,0.488
6,3502,23,CA,73544,0.512
6,3503,21,CA,34755,0.214
6,3503,22,CA,107444,0.661
6,3503,23,CA,20368,0.125
6,3600,21,CA,152982,1
6,3701,24,CA,129190,1
6,3702,24,CA,140447,1
6,3800,21,CA,80015,0.243
6,3800,23,CA,249835,0.757
6,3901,21,CA,124161,0.804
6,3901,23,CA,30229,0.196
6,3902,21,CA,41670,0.241
6,3902,23,CA,131164,0.759
6,3903,21,CA,67872,0.372
6,3903,23,CA,114668,0.628
6,4000,35,CA,163924,1
6,4100,31,CA,161094,1
6,4200,31,CA,19729,0.112
6,4200,35,CA,156052,0.888
6,4300,8,CA,107,0.001
6,4300,31,CA,206628,0.999
6,4401,35,CA,89014,0.541
6,4401,39,CA,75420,0.459
6,4402,27,CA,32765,0.285
6,4402,31,CA,44265,0.384
6,4402,35,CA,38128,0.331
6,4403,31,CA,118600,0.526
6,4403,35,CA,106729,0.474
6,4404,8,CA,109591,0.499
6,4404,31,CA,110113,0.501
6,4405,8,CA,174475,1
6,4406,8,CA,220393,0.838
6,4406,27,CA,118,0
6,4406,31,CA,42480,0.162
6,4407,8,CA,165544,1
6,4500,23,CA,67504,0.431
6,4500,25,CA,89081,0.569
6,4600,25,CA,151935,1
6,4700,25,CA,164698,1
6,4800,28,CA,79599,0.77
6,4800,30,CA,23726,0.23
6,4900,28,CA,191757,1
6,5000,27,CA,126144,0.919
6,5000,28,CA,11099,0.081
6,5100,27,CA,7,0
6,5100,32,CA,113480,1
6,5200,27,CA,57,0
6,5200,35,CA,149058,1
6,5300,27,CA,3,0
6,5300,34,CA,26084,0.209
6,5300,38,CA,7,0
6,5300,40,CA,98810,0.791
6,5401,25,CA,14558,0.083
6,5401,29,CA,3512,0.02
6,5401,30,CA,156718,0.897
6,5402,25,CA,61,0
6,5402,29,CA,89144,0.643
6,5402,30,CA,49450,0.357
6,5403,29,CA,127853,1
6,5404,28,CA,57769,0.424
6,5404,29,CA,78617,0.576
6,5405,29,CA,134858,1
6,5406,29,CA,111385,0.835
6,5406,30,CA,22068,0.165
6,5407,29,CA,127786,0.797
6,5407,30,CA,32536,0.203
6,5408,29,CA,5354,0.031
6,5408,30,CA,166311,0.969
6,5409,30,CA,159269,0.999
6,5409,33,CA,150,0.001
6,5410,28,CA,3448,0.021
6,5410,30,CA,85111,0.518
6,5410,33,CA,75884,0.461
6,5411,33,CA,40488,0.203
6,5411,37,CA,159053,0.797
6,5412,33,CA,47721,0.29
6,5412,34,CA,28514,0.174
6,5412,37,CA,88103,0.536
6,5413,28,CA,201197,0.916
6,5413,33,CA,1407,0.006
6,5413,34,CA,16962,0.077
6,5414,34,CA,112679,1
6,5415,28,CA,65597,0.345
6,5415,34,CA,124181,0.653
6,5415,37,CA,254,0.001
6,5416,27,CA,3,0
6,5416,28,CA,17119,0.077
6,5416,34,CA,205421,0.923
6,5417,34,CA,159642,0.972
6,5417,37,CA,2440,0.015
6,5417,40,CA,2154,0.013
6,5418,34,CA,29421,0.27
6,5418,37,CA,79617,0.73
6,5419,37,CA,158277,1
6,5420,33,CA,35661,0.295
6,5420,37,CA,31760,0.263
6,5420,43,CA,53545,0.443
6,5421,37,CA,119969,0.704
6,5421,40,CA,3451,0.02
6,5421,43,CA,46872,0.275
6,5421,44,CA,71,0
6,5422,37,CA,6437,0.051
6,5422,40,CA,119709,0.949
6,5423,40,CA,32460,0.22
6,5423,43,CA,68636,0.465
6,5423,44,CA,46488,0.315
6,5424,33,CA,28154,0.151
6,5424,43,CA,38486,0.207
6,5424,44,CA,119644,0.642
6,5500,37,CA,286,0.003
6,5500,43,CA,109396,0.997
6,5600,33,CA,61598,0.424
6,5600,43,CA,83798,0.576
6,5701,44,CA,83401,0.589
6,5701,47,CA,58297,0.411
6,5702,47,CA,191719,1
6,5703,47,CA,128725,1
6,5800,32,CA,106230,1
6,5800,39,CA,7,0
6,5900,40,CA,111726,1
6,6000,38,CA,105594,1
6,6101,8,CA,43,0
6,6101,23,CA,15592,0.085
6,6101,25,CA,165307,0.899
6,6101,27,CA,988,0.005
6,6101,28,CA,1040,0.006
6,6101,29,CA,751,0.004
6,6101,32,CA,119,0.001
6,6102,27,CA,58997,0.409
6,6102,28,CA,39872,0.277
6,6102,32,CA,45243,0.314
6,6103,27,CA,108741,1
6,6104,27,CA,178954,1
6,6105,27,CA,2269,0.014
6,6105,32,CA,159107,0.986
6,6106,27,CA,71790,0.441
6,6106,32,CA,90988,0.559
6,6107,32,CA,86554,0.739
6,6107,39,CA,30569,0.261
6,6108,32,CA,175,0.002
6,6108,39,CA,108489,0.998
6,6109,32,CA,101008,0.807
6,6109,38,CA,24170,0.193
6,6109,39,CA,33,0
6,6110,32,CA,1,0
6,6110,38,CA,113410,0.669
6,6110,39,CA,56107,0.331
6,6111,27,CA,1413,0.011
6,6111,38,CA,126727,0.989
6,6111,40,CA,16,0
6,6112,27,CA,120656,0.983
6,6112,38,CA,501,0.004
6,6112,40,CA,1599,0.013
6,6113,40,CA,141403,1
6,6114,40,CA,101631,0.739
6,6114,44,CA,35950,0.261
6,6115,40,CA,241,0.001
6,6115,44,CA,167279,0.999
6,6116,38,CA,41166,0.315
6,6116,40,CA,89704,0.685
6,6116,44,CA,2,0
6,6117,38,CA,133068,1
6,6117,39,CA,39,0
6,6118,38,CA,142695,0.882
6,6118,44,CA,14,0
6,6118,47,CA,19071,0.118
6,6119,44,CA,156829,1
6,6120,43,CA,21699,0.192
6,6120,44,CA,91178,0.808
6,6121,33,CA,67012,0.641
6,6121,43,CA,20256,0.194
6,6121,44,CA,2048,0.02
6,6121,47,CA,15195,0.145
6,6122,33,CA,138045,1
6,6123,43,CA,142879,1
6,6124,43,CA,117334,1
6,6125,28,CA,34407,0.154
6,6125,33,CA,132701,0.593
6,6125,37,CA,56708,0.253
6,6125,43,CA,3,0
6,6126,25,CA,2,0
6,6126,26,CA,8270,0.074
6,6126,29,CA,23645,0.212
6,6126,30,CA,5666,0.051
6,6126,33,CA,74083,0.663
6,6200,26,CA,191453,1
6,6300,24,CA,7982,0.076
6,6300,26,CA,96594,0.924
6,6400,25,CA,113419,0.919
6,6400,26,CA,10004,0.081
6,6500,26,CA,126639,1
6,6601,24,CA,1393,0.01
6,6601,26,CA,133308,0.99
6,6602,25,CA,3843,0.027
6,6602,26,CA,136637,0.959
6,6602,30,CA,2049,0.014
6,6701,24,CA,221728,1
6,6702,24,CA,202164,1
6,6801,46,CA,192718,1
6,6801,47,CA,6,0
6,6802,39,CA,16173,0.114
6,6802,45,CA,39816,0.28
6,6802,46,CA,86440,0.607
6,6900,46,CA,1,0
6,6900,48,CA,109716,1
6,7000,39,CA,134345,1
6,7000,46,CA,1,0
6,7100,46,CA,48545,0.283
6,7100,47,CA,102299,0.596
6,7100,48,CA,20699,0.121
6,7200,48,CA,189810,1
6,7300,45,CA,198828,1
6,7400,45,CA,55770,0.411
6,7400,46,CA,79922,0.589
6,7501,46,CA,111956,0.738
6,7501,48,CA,39713,0.262
6,7502,46,CA,172859,1
6,7601,45,CA,25,0
6,7601,48,CA,62960,0.361
6,7601,49,CA,111252,0.639
6,7602,45,CA,153843,0.747
6,7602,49,CA,52110,0.253
6,7603,39,CA,46,0
6,7603,45,CA,208113,0.996
6,7603,46,CA,868,0.004
6,7604,39,CA,219598,1
6,7605,38,CA,15570,0.081
6,7605,39,CA,62079,0.323
6,7605,47,CA,89456,0.465
6,7605,48,CA,25345,0.132
6,7606,46,CA,9632,0.047
6,7606,47,CA,98073,0.48
6,7606,48,CA,96634,0.473
6,7607,45,CA,46526,0.227
6,7607,48,CA,158039,0.771
6,7607,49,CA,396,0.002
6,7700,42,CA,148728,1
6,7801,41,CA,127238,1
6,7802,41,CA,170481,1
6,7900,41,CA,193096,1
6,8001,41,CA,206075,0.456
6,8001,42,CA,246159,0.544
6,8002,36,CA,32,0
6,8002,41,CA,3220,0.009
6,8002,42,CA,289711,0.775
6,8002,50,CA,80922,0.216
6,8003,36,CA,242727,0.924
6,8003,41,CA,2857,0.011
6,8003,42,CA,17045,0.065
6,8004,36,CA,235302,0.995
6,8004,42,CA,1204,0.005
6,8005,36,CA,224844,1
6,8101,51,CA,36661,0.145
6,8101,52,CA,117870,0.466
6,8101,53,CA,98674,0.39
6,8102,51,CA,134914,1
6,8102,52,CA,1,0
6,8103,50,CA,143954,0.883
6,8103,51,CA,15420,0.095
6,8103,52,CA,101,0.001
6,8103,53,CA,3627,0.022
6,8104,51,CA,117334,0.468
6,8104,53,CA,133220,0.532
6,8105,51,CA,134895,0.63
6,8105,53,CA,79228,0.37
6,8106,50,CA,15075,0.136
6,8106,53,CA,95703,0.864
6,8107,51,CA,89154,0.547
6,8107,53,CA,73875,0.453
6,8108,50,CA,124178,0.529
6,8108,53,CA,110748,0.471
6,8109,52,CA,132377,0.551
6,8109,53,CA,107829,0.449
6,8110,49,CA,8607,0.062
6,8110,52,CA,129495,0.938
6,8111,49,CA,10767,0.066
6,8111,52,CA,152363,0.934
6,8112,49,CA,21101,0.11
6,8112,50,CA,1169,0.006
6,8112,52,CA,170050,0.884
6,8113,49,CA,203113,0.977
6,8113,50,CA,4294,0.021
6,8113,52,CA,467,0.002
6,8114,49,CA,1108,0.006
6,8114,50,CA,192532,0.993
6,8114,52,CA,180,0.001
6,8115,49,CA,97286,0.409
6,8115,50,CA,140771,0.591
6,8116,49,CA,197164,1
6,8116,50,CA,8,0
6,8200,51,CA,174528,1
8,101,2,CO,13322,0.112
8,101,3,CO,105177,0.888
8,102,2,CO,151093,1
8,103,3,CO,143299,1
8,200,2,CO,135215,1
8,300,2,CO,66,0
8,300,4,CO,252825,1
8,400,4,CO,137476,1
8,501,3,CO,60259,0.612
8,501,4,CO,38126,0.388
8,502,3,CO,150830,1
8,600,3,CO,171303,1
8,700,2,CO,57473,0.408
8,700,3,CO,83334,0.592
8,801,2,CO,80775,0.702
8,801,7,CO,34218,0.298
8,802,2,CO,43434,0.329
8,802,4,CO,88454,0.671
8,803,2,CO,109032,1
8,804,2,CO,87773,0.696
8,804,6,CO,4857,0.039
8,804,7,CO,33421,0.265
8,805,2,CO,4668,0.04
8,805,7,CO,113239,0.96
8,806,6,CO,10981,0.081
8,806,7,CO,124723,0.919
8,807,6,CO,48242,0.318
8,807,7,CO,103420,0.682
8,808,4,CO,14386,0.08
8,808,6,CO,166302,0.92
8,809,6,CO,112827,1
8,810,6,CO,112878,1
8,811,1,CO,6544,0.059
8,811,6,CO,103678,0.941
8,812,1,CO,154878,1
8,813,1,CO,96437,1
8,814,1,CO,102044,1
8,815,1,CO,134288,0.872
8,815,6,CO,19729,0.128
8,816,1,CO,119184,1
8,817,7,CO,109709,1
8,818,7,CO,95572,1
8,819,1,CO,15757,0.114
8,819,2,CO,20206,0.146
8,819,7,CO,102395,0.74
8,820,1,CO,61576,0.592
8,820,6,CO,40680,0.391
8,820,7,CO,1740,0.017
8,821,1,CO,27749,0.202
8,821,2,CO,7430,0.054
8,821,4,CO,21759,0.158
8,821,6,CO,80373,0.585
8,822,4,CO,165424,0.902
8,822,6,CO,17909,0.098
8,901,5,CO,155085,1
8,902,5,CO,100341,1
8,903,5,CO,99670,1
8,904,5,CO,157646,1
8,905,5,CO,109521,1
8,1000,2,CO,7995,0.074
8,1000,3,CO,4255,0.039
8,1000,5,CO,96194,0.887
9,100,1,CT,38914,0.205
9,100,5,CT,151013,0.795
9,200,1,CT,96955,0.616
9,200,2,CT,60389,0.384
9,300,1,CT,109493,1
9,400,1,CT,83756,0.52
9,400,5,CT,77241,0.48
9,500,1,CT,103546,0.918
9,500,5,CT,9301,0.082
9,600,1,CT,19865,0.179
9,600,5,CT,90922,0.821
9,700,1,CT,109486,0.93
9,700,2,CT,8285,0.07
9,800,1,CT,124775,1
9,900,2,CT,152691,1
9,1000,2,CT,118428,1
9,1100,2,CT,139090,1
9,1200,2,CT,134965,1
9,1300,1,CT,28030,0.169
9,1300,2,CT,82702,0.499
9,1300,3,CT,54944,0.332
9,1400,3,CT,47316,0.355
9,1400,4,CT,12683,0.095
9,1400,5,CT,73391,0.55
9,1500,3,CT,69228,0.532
9,1500,5,CT,60897,0.468
9,1600,3,CT,124204,1
9,1700,3,CT,122279,1
9,1800,2,CT,18269,0.163
9,1800,3,CT,94065,0.837
9,1900,3,CT,19262,0.175
9,1900,5,CT,91104,0.825
9,2000,3,CT,129779,1
9,2100,4,CT,33796,0.174
9,2100,5,CT,160951,0.826
9,2200,3,CT,53742,0.252
9,2200,4,CT,159592,0.748
9,2300,4,CT,241876,1
9,2400,4,CT,144229,1
9,2500,4,CT,122643,1
10,101,0,DE,147691,1
10,102,0,DE,127293,1
10,103,0,DE,122898,1
10,104,0,DE,140597,1
10,200,0,DE,162310,1
10,300,0,DE,197145,1
11,101,98,DC,106024,1
11,102,98,DC,107613,1
11,103,98,DC,123834,1
11,104,98,DC,140006,1
11,105,98,DC,124246,1
12,101,1,FL,187227,1
12,102,1,FL,110392,1
12,200,1,FL,151372,1
12,300,1,FL,180822,1
12,400,1,FL,66532,0.445
12,400,2,FL,83080,0.555
12,500,2,FL,168852,1
12,600,2,FL,104901,0.762
12,600,5,FL,32832,0.238
12,701,2,FL,77859,0.409
12,701,5,FL,112375,0.591
12,702,2,FL,38306,0.291
12,702,5,FL,93336,0.709
12,800,2,FL,124583,0.894
12,800,5,FL,14799,0.106
12,900,2,FL,54709,0.394
12,900,3,FL,44055,0.318
12,900,5,FL,39937,0.288
12,1001,3,FL,112893,1
12,1002,3,FL,134443,1
12,1101,4,FL,118964,0.793
12,1101,5,FL,31022,0.207
12,1102,4,FL,10170,0.081
12,1102,5,FL,115820,0.919
12,1103,4,FL,24529,0.233
12,1103,5,FL,80923,0.767
12,1104,4,FL,124399,0.945
12,1104,5,FL,7275,0.055
12,1105,4,FL,147070,0.994
12,1105,5,FL,925,0.006
12,1106,4,FL,80843,0.84
12,1106,5,FL,15362,0.16
12,1107,4,FL,28536,0.158
12,1107,5,FL,151739,0.842
12,1200,4,FL,161834,0.852
12,1200,6,FL,28205,0.148
12,1300,3,FL,190865,1
12,1400,3,FL,74364,0.437
12,1400,6,FL,95696,0.563
12,1501,2,FL,7544,0.063
12,1501,3,FL,108248,0.899
12,1501,11,FL,4556,0.038
12,1502,2,FL,36511,0.173
12,1502,3,FL,31477,0.149
12,1502,11,FL,142962,0.678
12,1600,11,FL,234654,1
12,1700,11,FL,172780,1
12,1801,11,FL,93020,0.545
12,1801,15,FL,77809,0.455
12,1802,6,FL,77851,0.617
12,1802,11,FL,48372,0.383
12,1901,6,FL,242298,1
12,1902,6,FL,118838,1
12,1903,6,FL,133457,1
12,2001,7,FL,168149,1
12,2002,7,FL,143139,1
12,2003,7,FL,111419,1
12,2101,8,FL,183425,1
12,2102,8,FL,115850,1
12,2103,8,FL,116714,1
12,2104,8,FL,127387,1
12,2201,10,FL,126654,1
12,2202,10,FL,263807,1
12,2203,7,FL,11623,0.069
12,2203,9,FL,19945,0.118
12,2203,10,FL,136797,0.813
12,2204,7,FL,25597,0.176
12,2204,10,FL,119805,0.824
12,2205,7,FL,63915,0.595
12,2205,10,FL,43531,0.405
12,2206,7,FL,122193,0.821
12,2206,9,FL,20906,0.14
12,2206,10,FL,5751,0.039
12,2207,7,FL,50310,0.271
12,2207,8,FL,14940,0.081
12,2207,9,FL,120193,0.648
12,2300,9,FL,268685,1
12,2401,15,FL,173680,1
12,2402,9,FL,129097,0.815
12,2402,15,FL,29302,0.185
12,2403,9,FL,97155,0.709
12,2403,17,FL,39846,0.291
12,2404,9,FL,40363,0.303
12,2404,15,FL,51795,0.389
12,2404,17,FL,40857,0.307
12,2501,12,FL,193189,1
12,2502,12,FL,157960,1
12,2503,12,FL,113548,1
12,2601,12,FL,122992,1
12,2602,12,FL,95120,0.937
12,2602,13,FL,6426,0.063
12,2603,12,FL,2085,0.019
12,2603,13,FL,110368,0.981
12,2604,13,FL,111508,1
12,2605,13,FL,113999,1
12,2606,13,FL,112679,1
12,2607,13,FL,119537,1
12,2608,13,FL,121828,1
12,2701,14,FL,139898,1
12,2702,14,FL,156280,1
12,2703,12,FL,7167,0.049
12,2703,14,FL,140547,0.951
12,2704,12,FL,4284,0.028
12,2704,14,FL,150365,0.972
12,2705,14,FL,101216,0.691
12,2705,15,FL,45200,0.309
12,2706,15,FL,125158,1
12,2707,14,FL,7385,0.041
12,2707,15,FL,160854,0.902
12,2707,16,FL,10036,0.056
12,2708,14,FL,654,0.004
12,2708,15,FL,32547,0.18
12,2708,16,FL,147635,0.816
12,2801,16,FL,136698,1
12,2802,16,FL,186135,1
12,2901,16,FL,179181,1
12,2902,16,FL,36660,0.183
12,2902,17,FL,163607,0.817
12,3000,17,FL,159978,1
12,3100,17,FL,174263,0.817
12,3100,25,FL,39140,0.183
12,3200,8,FL,138028,0.775
12,3200,17,FL,39996,0.225
12,3300,18,FL,277789,1
12,3400,18,FL,146318,1
12,3501,18,FL,170285,0.787
12,3501,20,FL,44824,0.207
12,3501,21,FL,1144,0.005
12,3502,18,FL,27030,0.19
12,3502,20,FL,78725,0.552
12,3502,21,FL,36763,0.258
12,3503,20,FL,39628,0.319
12,3503,21,FL,84576,0.681
