StateFIPS,PUMA,CongressionalDistrict,StateAbbreviation,Population2010,PUMAWgt
12,3504,21,FL,125432,1
12,3505,21,FL,149189,1
12,3506,21,FL,114816,1
12,3507,21,FL,2688,0.025
12,3507,22,FL,104016,0.975
12,3508,21,FL,85306,0.822
12,3508,22,FL,18421,0.178
12,3509,18,FL,74922,0.316
12,3509,20,FL,65938,0.278
12,3509,21,FL,96431,0.406
12,3601,22,FL,144189,1
12,3602,20,FL,9450,0.081
12,3602,22,FL,107659,0.919
12,3603,20,FL,5829,0.056
12,3603,22,FL,97382,0.944
12,3604,20,FL,28707,0.259
12,3604,22,FL,82191,0.741
12,3605,20,FL,43944,0.319
12,3605,22,FL,93610,0.681
12,3606,20,FL,136900,0.769
12,3606,22,FL,41114,0.231
12,3607,20,FL,98806,0.924
12,3607,23,FL,8107,0.076
12,3608,20,FL,21532,0.149
12,3608,22,FL,7125,0.049
12,3608,23,FL,116306,0.802
12,3609,22,FL,638,0.005
12,3609,23,FL,119942,0.994
12,3609,24,FL,129,0.001
12,3610,20,FL,20,0
12,3610,23,FL,160125,1
12,3611,23,FL,140908,1
12,3612,20,FL,122041,0.788
12,3612,23,FL,12488,0.081
12,3612,24,FL,20258,0.131
12,3613,23,FL,66985,0.521
12,3613,24,FL,61681,0.479
12,3701,19,FL,115023,0.837
12,3701,25,FL,22469,0.163
12,3702,19,FL,40366,0.219
12,3702,25,FL,143662,0.781
12,3800,19,FL,153578,1
12,3901,19,FL,160350,1
12,3902,17,FL,77798,0.437
12,3902,19,FL,100392,0.563
12,3903,19,FL,126636,1
12,4001,23,FL,52628,0.437
12,4001,24,FL,67680,0.563
12,4002,24,FL,108235,1
12,4003,24,FL,38284,0.286
12,4003,25,FL,95774,0.714
12,4004,25,FL,114007,1
12,4005,24,FL,31006,0.226
12,4005,25,FL,106095,0.774
12,4006,24,FL,97008,0.953
12,4006,25,FL,4784,0.047
12,4007,23,FL,18856,0.144
12,4007,24,FL,111970,0.856
12,4008,24,FL,31387,0.248
12,4008,27,FL,95048,0.752
12,4009,24,FL,98986,0.981
12,4009,27,FL,1893,0.019
12,4010,24,FL,29721,0.214
12,4010,27,FL,109458,0.786
12,4011,25,FL,6160,0.036
12,4011,27,FL,163004,0.964
12,4012,25,FL,164254,1
12,4013,26,FL,113970,0.895
12,4013,27,FL,13338,0.105
12,4014,27,FL,117007,1
12,4015,26,FL,8487,0.067
12,4015,27,FL,118610,0.933
12,4016,26,FL,116153,1
12,4017,26,FL,137593,1
12,4017,27,FL,2,0
12,4018,26,FL,34647,0.315
12,4018,27,FL,75503,0.685
12,4019,26,FL,168772,0.986
12,4019,27,FL,2482,0.014
12,4020,26,FL,116723,1
13,100,14,GA,149479,1
13,200,14,GA,197265,1
13,300,9,GA,200243,1
13,400,9,GA,152352,1
13,500,9,GA,45298,0.255
13,500,10,GA,132366,0.745
13,600,9,GA,179646,1
13,700,11,GA,100157,0.413
13,700,13,GA,105,0
13,700,14,GA,142266,0.587
13,800,7,GA,122706,0.54
13,800,9,GA,94270,0.415
13,800,11,GA,4,0
13,800,14,GA,10319,0.045
13,900,10,GA,153135,1
13,1000,2,GA,12630,0.1
13,1000,3,GA,63342,0.502
13,1000,8,GA,26424,0.209
13,1000,10,GA,23808,0.189
13,1101,6,GA,155461,1
13,1102,6,GA,179904,0.925
13,1102,11,GA,14555,0.075
13,1103,5,GA,101195,0.801
13,1103,11,GA,25106,0.199
13,1104,5,GA,113352,1
13,1105,5,GA,77717,0.942
13,1105,13,GA,4809,0.058
13,1106,5,GA,83229,1
13,1107,5,GA,53623,0.324
13,1107,13,GA,111689,0.676
13,1201,4,GA,37055,0.319
13,1201,5,GA,75644,0.651
13,1201,6,GA,3419,0.029
13,1202,5,GA,8497,0.062
13,1202,6,GA,129278,0.938
13,1203,4,GA,59247,0.567
13,1203,6,GA,45220,0.433
13,1204,4,GA,42530,0.469
13,1204,5,GA,48231,0.531
13,1205,4,GA,105458,0.795
13,1205,5,GA,27224,0.205
13,1206,4,GA,109985,1
13,1301,6,GA,42731,0.367
13,1301,11,GA,73468,0.632
13,1301,13,GA,120,0.001
13,1302,6,GA,114387,1
13,1303,6,GA,21529,0.187
13,1303,11,GA,71603,0.622
13,1303,13,GA,22002,0.191
13,1304,11,GA,14449,0.114
13,1304,13,GA,112044,0.886
13,1305,11,GA,178291,0.826
13,1305,13,GA,37454,0.174
13,1305,14,GA,52,0
13,1401,5,GA,93544,0.749
13,1401,13,GA,31381,0.251
13,1402,5,GA,9720,0.072
13,1402,13,GA,124779,0.928
13,1501,7,GA,142726,1
13,1502,7,GA,187293,0.762
13,1502,10,GA,58558,0.238
13,1503,4,GA,82963,0.558
13,1503,7,GA,62132,0.418
13,1503,10,GA,3556,0.024
13,1504,4,GA,90974,0.689
13,1504,7,GA,41140,0.311
13,1505,6,GA,46,0
13,1505,7,GA,135979,1
13,1600,4,GA,163763,0.884
13,1600,10,GA,21400,0.116
13,1700,3,GA,60518,0.297
13,1700,10,GA,45615,0.224
13,1700,13,GA,97633,0.479
13,1800,3,GA,110527,0.455
13,1800,13,GA,132298,0.545
13,1800,14,GA,6,0
13,1900,11,GA,214342,1
13,2000,3,GA,280295,0.941
13,2000,13,GA,17662,0.059
13,2100,14,GA,192587,1
13,2200,9,GA,20166,0.193
13,2200,10,GA,84308,0.807
13,2300,12,GA,200549,1
13,2400,10,GA,37203,0.255
13,2400,12,GA,108725,0.745
13,2500,10,GA,41199,0.374
13,2500,12,GA,68847,0.626
13,2600,8,GA,9563,0.064
13,2600,10,GA,90828,0.61
13,2600,12,GA,48434,0.325
13,2700,2,GA,112650,0.724
13,2700,8,GA,42897,0.276
13,2800,2,GA,27695,0.135
13,2800,8,GA,177592,0.865
13,2900,2,GA,6865,0.049
13,2900,3,GA,132894,0.951
13,3000,2,GA,145487,0.766
13,3000,3,GA,44398,0.234
13,3100,2,GA,122640,1
13,3200,8,GA,72624,0.589
13,3200,12,GA,50652,0.411
13,3300,1,GA,30099,0.166
13,3300,12,GA,151039,0.834
13,3400,1,GA,134096,1
13,3500,1,GA,131032,1
13,3600,1,GA,153360,0.878
13,3600,12,GA,21373,0.122
13,3700,1,GA,130139,1
13,3800,1,GA,103546,0.671
13,3800,8,GA,8375,0.054
13,3800,12,GA,42356,0.275
13,3900,8,GA,122796,1
13,4000,2,GA,122863,1
13,4100,2,GA,73439,0.522
13,4100,8,GA,67177,0.478
13,4200,2,GA,67707,0.602
13,4200,8,GA,44720,0.398
13,4300,1,GA,9702,0.075
13,4300,8,GA,119808,0.925
15,100,2,HI,222015,1
15,200,2,HI,185079,1
15,301,2,HI,124187,1
15,302,2,HI,115164,1
15,303,1,HI,107596,1
15,304,1,HI,121372,1
15,305,1,HI,114531,1
15,306,1,HI,141533,1
15,307,1,HI,195464,0.854
15,307,2,HI,33360,0.146
16,100,1,ID,212393,1
16,200,1,ID,105358,1
16,300,2,ID,207499,1
16,400,1,ID,81932,0.752
16,400,2,ID,27038,0.248
16,500,1,ID,188923,1
16,600,1,ID,15128,0.078
16,600,2,ID,178152,0.922
16,700,1,ID,180400,0.906
16,700,2,ID,18685,0.094
16,800,2,ID,185790,1
16,900,2,ID,166284,1
17,101,17,IL,103690,1
17,102,17,IL,100520,1
17,103,17,IL,106819,1
17,200,17,IL,62107,0.546
17,200,18,IL,51716,0.454
17,300,18,IL,112680,1
17,400,13,IL,66740,0.55
17,400,18,IL,54544,0.45
17,500,13,IL,34417,0.33
17,500,15,IL,69837,0.67
17,600,15,IL,103477,1
17,700,15,IL,109491,1
17,800,12,IL,32207,0.228
17,800,15,IL,109093,0.772
17,900,12,IL,188486,1
17,1000,12,IL,72303,0.572
17,1000,15,IL,54153,0.428
17,1101,12,IL,182535,1
17,1102,12,IL,120478,0.761
17,1102,15,IL,37762,0.239
17,1201,12,IL,114462,0.999
17,1201,13,IL,163,0.001
17,1202,12,IL,2342,0.013
17,1202,13,IL,121576,0.684
17,1202,15,IL,53724,0.302
17,1300,13,IL,80410,0.711
17,1300,18,IL,32612,0.289
17,1400,13,IL,18976,0.149
17,1400,18,IL,108477,0.851
17,1500,13,IL,110768,1
17,1600,13,IL,68090,0.647
17,1600,15,IL,37209,0.353
17,1700,17,IL,65395,0.581
17,1700,18,IL,47152,0.419
17,1800,17,IL,19540,0.174
17,1800,18,IL,93071,0.826
17,1900,17,IL,49009,0.362
17,1900,18,IL,86385,0.638
17,2000,13,IL,60677,0.358
17,2000,18,IL,108895,0.642
17,2100,13,IL,150996,0.751
17,2100,15,IL,50085,0.249
17,2200,15,IL,87982,0.535
17,2200,16,IL,76392,0.465
17,2300,2,IL,113449,1
17,2400,16,IL,113924,1
17,2500,16,IL,42337,0.376
17,2500,17,IL,52919,0.47
17,2500,18,IL,17281,0.154
17,2600,14,IL,36986,0.262
17,2600,16,IL,104205,0.738
17,2700,16,IL,53497,0.529
17,2700,17,IL,47711,0.471
17,2800,16,IL,65134,0.436
17,2800,17,IL,84146,0.564
17,2900,16,IL,179194,0.895
17,2900,17,IL,20957,0.105
17,3001,14,IL,120828,1
17,3002,6,IL,88389,0.625
17,3002,14,IL,53114,0.375
17,3003,6,IL,71487,0.433
17,3003,8,IL,93602,0.567
17,3004,6,IL,30301,0.234
17,3004,14,IL,99202,0.766
17,3005,11,IL,146149,1
17,3006,6,IL,7383,0.031
17,3006,11,IL,38142,0.162
17,3006,14,IL,190168,0.807
17,3101,1,IL,16679,0.113
17,3101,2,IL,52799,0.356
17,3101,11,IL,649,0.004
17,3101,16,IL,78130,0.527
17,3102,3,IL,5148,0.039
17,3102,11,IL,118095,0.885
17,3102,14,IL,10146,0.076
17,3103,1,IL,79304,0.404
17,3103,3,IL,78987,0.402
17,3103,11,IL,38103,0.194
17,3104,3,IL,9184,0.037
17,3104,11,IL,156846,0.628
17,3104,14,IL,83553,0.335
17,3201,6,IL,85157,0.4
17,3201,8,IL,17946,0.084
17,3201,11,IL,89051,0.418
17,3201,14,IL,20680,0.097
17,3202,6,IL,104380,0.892
17,3202,8,IL,12687,0.108
17,3203,6,IL,41435,0.356
17,3203,11,IL,74833,0.644
17,3204,3,IL,1300,0.009
17,3204,5,IL,6087,0.041
17,3204,6,IL,92518,0.63
17,3204,11,IL,46890,0.319
17,3205,5,IL,36013,0.292
17,3205,6,IL,31431,0.255
17,3205,8,IL,56005,0.454
17,3206,5,IL,19551,0.098
17,3206,6,IL,8487,0.042
17,3206,8,IL,172473,0.86
17,3301,10,IL,104268,1
17,3302,10,IL,134243,1
17,3303,10,IL,162071,0.701
17,3303,14,IL,69119,0.299
17,3304,6,IL,16826,0.136
17,3304,10,IL,78134,0.63
17,3304,14,IL,29052,0.234
17,3305,6,IL,42654,0.389
17,3305,10,IL,67095,0.611
17,3401,6,IL,82834,0.654
17,3401,8,IL,43811,0.346
17,3402,6,IL,8211,0.036
17,3402,8,IL,222615,0.964
17,3403,8,IL,93630,0.377
17,3403,9,IL,100040,0.403
17,3403,10,IL,54850,0.221
17,3404,5,IL,4125,0.019
17,3404,9,IL,114929,0.517
17,3404,10,IL,103423,0.465
17,3405,5,IL,83,0
17,3405,9,IL,227023,0.963
17,3405,10,IL,8729,0.037
17,3406,4,IL,2176,0.019
17,3406,5,IL,110341,0.939
17,3406,9,IL,5049,0.043
17,3407,3,IL,16,0
17,3407,4,IL,71371,0.4
17,3407,5,IL,13510,0.076
17,3407,7,IL,93573,0.524
17,3408,3,IL,17244,0.09
17,3408,4,IL,109429,0.569
17,3408,7,IL,65753,0.342
17,3409,3,IL,145518,0.954
17,3409,5,IL,1602,0.011
17,3409,6,IL,1328,0.009
17,3409,11,IL,4012,0.026
17,3410,1,IL,46219,0.266
17,3410,3,IL,127386,0.734
17,3411,1,IL,84734,0.489
17,3411,2,IL,2341,0.013
17,3411,3,IL,86360,0.498
17,3412,1,IL,81792,0.745
17,3412,2,IL,28007,0.255
17,3413,1,IL,3358,0.02
17,3413,2,IL,165968,0.98
17,3414,1,IL,2812,0.017
17,3414,2,IL,164837,0.983
17,3501,5,IL,7819,0.047
17,3501,9,IL,160055,0.953
17,3502,5,IL,147314,0.93
17,3502,7,IL,2987,0.019
17,3502,9,IL,8183,0.052
17,3503,5,IL,78522,0.548
17,3503,9,IL,64780,0.452
17,3504,4,IL,65217,0.462
17,3504,5,IL,74852,0.53
17,3504,9,IL,1228,0.009
17,3505,5,IL,96888,0.754
17,3505,9,IL,31569,0.246
17,3506,4,IL,108515,0.694
17,3506,5,IL,44959,0.288
17,3506,7,IL,2814,0.018
17,3507,4,IL,3415,0.035
17,3507,5,IL,424,0.004
17,3507,7,IL,94675,0.961
17,3508,4,IL,24840,0.19
17,3508,7,IL,105963,0.81
17,3509,4,IL,139231,0.635
17,3509,5,IL,60203,0.275
17,3509,7,IL,19865,0.091
17,3510,5,IL,10520,0.057
17,3510,7,IL,175518,0.943
17,3511,4,IL,98470,0.856
17,3511,7,IL,16587,0.144
17,3512,3,IL,69880,0.426
17,3512,4,IL,61174,0.373
17,3512,7,IL,33064,0.201
17,3513,1,IL,22556,0.11
17,3513,3,IL,127185,0.622
17,3513,4,IL,28975,0.142
17,3513,7,IL,25922,0.127
17,3514,1,IL,61658,0.592
17,3514,2,IL,4130,0.04
17,3514,7,IL,38412,0.369
17,3515,1,IL,109697,0.733
17,3515,2,IL,39868,0.267
17,3516,1,IL,102261,0.723
17,3516,2,IL,1455,0.01
17,3516,7,IL,37679,0.266
17,3517,1,IL,58133,0.566
17,3517,3,IL,44605,0.434
17,3518,1,IL,33440,0.38
17,3518,2,IL,54626,0.62
17,3519,1,IL,10170,0.106
17,3519,2,IL,85333,0.894
18,100,1,IN,80294,1
18,201,1,IN,115525,1
18,202,1,IN,170048,1
18,203,1,IN,130138,1
18,300,1,IN,164343,1
18,400,1,IN,60074,0.539
18,400,2,IN,51393,0.461
18,500,2,IN,98946,1
18,600,2,IN,167985,1
18,700,2,IN,197559,1
18,800,3,IN,161072,1
18,900,3,IN,196650,1
18,1000,3,IN,158679,1
18,1100,3,IN,132426,1
18,1200,2,IN,77148,0.62
18,1200,3,IN,47261,0.38
18,1300,2,IN,57601,0.547
18,1300,4,IN,47722,0.453
18,1400,4,IN,117524,1
18,1500,2,IN,69791,0.642
18,1500,4,IN,38966,0.358
18,1600,3,IN,24335,0.234
18,1600,5,IN,79758,0.766
18,1700,4,IN,72765,0.737
18,1700,5,IN,25923,0.263
18,1800,4,IN,206004,1
18,1901,4,IN,31073,0.188
18,1901,5,IN,134613,0.812
18,1902,5,IN,165523,1
18,2001,5,IN,124099,1
18,2002,5,IN,7537,0.062
18,2002,6,IN,114438,0.938
18,2100,6,IN,117671,1
18,2200,6,IN,144550,1
18,2301,5,IN,64281,0.543
18,2301,7,IN,54166,0.457
18,2302,5,IN,62505,0.62
18,2302,7,IN,38234,0.38
18,2303,5,IN,56184,0.514
18,2303,7,IN,53021,0.486
18,2304,7,IN,136828,1
18,2305,7,IN,142787,1
18,2306,7,IN,154027,1
18,2307,7,IN,141360,1
18,2400,9,IN,139654,1
18,2500,4,IN,168405,0.786
18,2500,9,IN,45937,0.214
18,2600,4,IN,37963,0.345
18,2600,8,IN,72079,0.655
18,2700,8,IN,150950,1
18,2800,8,IN,101897,1
18,2900,9,IN,137973,1
18,3000,6,IN,76794,0.571
18,3000,9,IN,57618,0.429
18,3100,6,IN,126537,1
18,3200,6,IN,128034,1
18,3300,6,IN,12398,0.092
18,3300,9,IN,122015,0.908
18,3400,9,IN,113942,1
18,3500,8,IN,1667,0.016
18,3500,9,IN,103283,0.984
18,3600,8,IN,128527,1
18,3700,8,IN,116189,1
18,3800,8,IN,149113,1
19,100,4,IA,139462,1
19,200,1,IA,18374,0.144
19,200,4,IA,108884,0.856
19,300,1,IA,129195,0.765
19,300,4,IA,39759,0.235
19,400,1,IA,131090,1
19,500,1,IA,131265,0.66
19,500,2,IA,67615,0.34
19,600,1,IA,140398,0.782
19,600,2,IA,21704,0.121
19,600,4,IA,17534,0.098
19,700,2,IA,130882,1
19,800,1,IA,211226,1
19,900,4,IA,93710,1
19,1000,3,IA,10954,0.086
19,1000,4,IA,117107,0.914
19,1100,4,IA,102172,1
19,1200,3,IA,156286,0.852
19,1200,4,IA,27095,0.148
19,1300,2,IA,155584,0.813
19,1300,3,IA,35693,0.187
19,1400,3,IA,202714,1
19,1500,3,IA,227926,1
19,1600,3,IA,66135,0.363
19,1600,4,IA,115848,0.637
19,1700,2,IA,70151,0.531
19,1700,3,IA,61904,0.469
19,1800,2,IA,150464,1
19,1900,2,IA,165224,1
20,100,1,KS,96833,1
20,200,1,KS,101197,1
20,300,1,KS,166163,0.969
20,300,2,KS,5247,0.031
20,400,2,KS,153846,1
20,500,3,KS,157505,1
20,601,3,KS,156774,1
20,602,3,KS,101728,1
20,603,3,KS,149840,1
20,604,3,KS,135837,1
20,700,2,KS,132010,0.919
20,700,3,KS,11603,0.081
20,800,2,KS,177934,1
20,900,1,KS,56193,0.494
20,900,2,KS,50888,0.447
20,900,4,KS,6689,0.059
20,1000,1,KS,103774,1
20,1100,1,KS,37612,0.367
20,1100,4,KS,64801,0.633
20,1200,1,KS,151506,1
20,1300,4,KS,242700,1
20,1401,4,KS,115238,1
20,1402,4,KS,114318,1
20,1403,4,KS,126673,1
20,1500,2,KS,59020,0.579
20,1500,4,KS,42862,0.421
20,1600,2,KS,134327,1
21,100,1,KY,196393,1
21,200,1,KY,110237,1
21,300,1,KY,109068,1
21,400,1,KY,44162,0.259
21,400,2,KY,126482,0.741
21,500,1,KY,41018,0.361
21,500,2,KY,72533,0.639
21,600,1,KY,93802,0.453
21,600,2,KY,11258,0.054
21,600,5,KY,102182,0.493
21,700,5,KY,111129,1
21,800,5,KY,125489,1
21,900,5,KY,107407,0.936
21,900,6,KY,7355,0.064
21,1000,5,KY,154093,1
21,1100,2,KY,16917,0.09
21,1100,5,KY,24703,0.132
21,1100,6,KY,145814,0.778
21,1200,2,KY,62168,0.43
21,1200,5,KY,34,0
21,1200,6,KY,82541,0.57
21,1300,1,KY,20247,0.15
21,1300,2,KY,114739,0.85
21,1400,2,KY,134145,1
21,1500,1,KY,98720,0.92
21,1500,2,KY,8565,0.08
21,1600,1,KY,9531,0.09
21,1600,2,KY,96656,0.91
21,1701,3,KY,139163,1
21,1702,3,KY,100375,1
21,1703,3,KY,215628,0.923
21,1703,4,KY,17925,0.077
21,1704,3,KY,122467,1
21,1705,3,KY,145538,1
21,1800,2,KY,79679,0.366
21,1800,4,KY,138316,0.634
21,1901,6,KY,110761,1
21,1902,6,KY,185042,1
21,2000,4,KY,11787,0.083
21,2000,6,KY,130637,0.917
21,2100,4,KY,39848,0.288
21,2100,5,KY,37257,0.27
21,2100,6,KY,61026,0.442
21,2200,4,KY,76954,0.558
21,2200,5,KY,60929,0.442
21,2300,4,KY,105213,1
21,2400,4,KY,159720,1
21,2500,4,KY,173714,1
22,101,4,LA,132196,1
22,102,4,LA,123898,1
22,200,4,LA,157061,1
22,300,4,LA,131094,0.737
22,300,5,LA,46735,0.263
22,400,5,LA,153720,1
22,500,4,LA,22721,0.146
22,500,5,LA,132585,0.854
22,600,5,LA,125814,1
22,700,5,LA,131613,1
22,800,3,LA,38433,0.253
22,800,4,LA,113752,0.747
22,900,3,LA,192768,1
22,1000,3,LA,117226,1
22,1100,3,LA,166191,1
22,1200,3,LA,2995,0.026
22,1200,4,LA,74883,0.638
22,1200,5,LA,39490,0.336
22,1300,2,LA,23326,0.226
22,1300,5,LA,30087,0.291
22,1300,6,LA,49871,0.483
22,1401,2,LA,15913,0.148
22,1401,6,LA,91944,0.852
22,1402,2,LA,10626,0.084
22,1402,6,LA,116052,0.916
22,1501,2,LA,79368,0.768
22,1501,6,LA,23969,0.232
22,1502,2,LA,6903,0.055
22,1502,6,LA,119184,0.945
22,1600,2,LA,20312,0.086
22,1600,6,LA,214929,0.914
22,1700,1,LA,72728,0.601
22,1700,5,LA,48369,0.399
22,1801,2,LA,69866,1
22,1802,1,LA,21559,0.29
22,1802,2,LA,52899,0.71
22,1803,2,LA,103666,1
22,1804,1,LA,20207,0.211
22,1804,2,LA,75632,0.789
22,1901,1,LA,132740,0.984
22,1901,2,LA,2103,0.016
22,1902,1,LA,76214,0.787
22,1902,2,LA,20578,0.213
22,1903,2,LA,96010,1
22,1904,1,LA,18322,0.184
22,1904,2,LA,81303,0.816
22,1905,1,LA,64221,1
22,2001,1,LA,117092,0.713
22,2001,5,LA,47168,0.287
22,2002,1,LA,116648,1
22,2100,1,LA,46243,0.386
22,2100,2,LA,7637,0.064
22,2100,6,LA,65859,0.55
22,2200,1,LA,69471,0.621
22,2200,6,LA,42389,0.379
22,2300,3,LA,106810,1
22,2400,2,LA,89396,0.74
22,2400,6,LA,31410,0.26
22,2500,3,LA,131173,1
23,100,1,ME,191277,1
23,200,1,ME,108602,1
23,300,1,ME,146923,1
23,400,1,ME,101753,1
23,500,1,ME,39736,0.308
23,500,2,ME,89447,0.692
23,600,1,ME,75889,0.621
23,600,2,ME,46262,0.379
23,700,2,ME,107702,1
23,800,2,ME,140829,1
23,900,2,ME,175215,1
23,1000,2,ME,104726,1
24,100,6,MD,105184,1
24,200,6,MD,147430,1
24,300,6,MD,117162,0.502
24,300,8,MD,116223,0.498
24,400,1,MD,64960,0.389
24,400,8,MD,102174,0.611
24,501,1,MD,21426,0.181
24,501,2,MD,35437,0.299
24,501,3,MD,15387,0.13
24,501,7,MD,46372,0.391
24,502,2,MD,88227,0.712
24,502,3,MD,12934,0.104
24,502,7,MD,22836,0.184
24,503,1,MD,2156,0.019
24,503,2,MD,40791,0.362
24,503,3,MD,33511,0.297
24,503,7,MD,36235,0.322
24,504,1,MD,2977,0.026
24,504,2,MD,74075,0.637
24,504,3,MD,39197,0.337
24,505,1,MD,28320,0.258
24,505,2,MD,68603,0.625
24,505,3,MD,12870,0.117
24,506,2,MD,112670,1
24,507,2,MD,7019,0.063
24,507,3,MD,21196,0.191
24,507,7,MD,82790,0.746
24,601,1,MD,134063,1
24,601,2,MD,50,0
24,602,1,MD,19524,0.176
24,602,2,MD,91189,0.824
24,700,1,MD,121305,1
24,801,3,MD,26302,0.273
24,801,7,MD,69954,0.727
24,802,3,MD,38717,0.393
24,802,7,MD,59871,0.607
24,803,2,MD,38685,0.357
24,803,3,MD,25198,0.233
24,803,7,MD,44447,0.41
24,804,2,MD,15396,0.118
24,804,3,MD,48758,0.373
24,804,7,MD,66553,0.509
24,805,7,MD,89523,1
24,806,2,MD,29524,0.303
24,806,3,MD,26236,0.269
24,806,7,MD,41797,0.428
24,901,3,MD,17310,0.136
24,901,7,MD,110008,0.864
24,902,2,MD,38900,0.243
24,902,3,MD,74391,0.466
24,902,7,MD,46476,0.291
24,1001,3,MD,38922,0.297
24,1001,6,MD,72300,0.552
24,1001,8,MD,19773,0.151
24,1002,6,MD,128331,1
24,1003,6,MD,105873,0.599
24,1003,8,MD,70770,0.401
24,1004,6,MD,32268,0.181
24,1004,8,MD,145876,0.819
24,1005,6,MD,19966,0.148
24,1005,8,MD,114931,0.852
24,1006,3,MD,68680,0.595
24,1006,8,MD,46840,0.405
24,1007,3,MD,2386,0.022
24,1007,8,MD,104861,0.978
24,1101,4,MD,71347,0.624
24,1101,5,MD,42922,0.376
24,1102,4,MD,65334,0.496
24,1102,5,MD,66287,0.504
24,1103,4,MD,69336,0.652
24,1103,5,MD,37024,0.348
24,1104,4,MD,96686,1
24,1105,4,MD,103330,0.621
24,1105,5,MD,63094,0.379
24,1106,4,MD,30269,0.211
24,1106,5,MD,113490,0.789
24,1107,4,MD,104301,1
24,1201,2,MD,54582,0.36
24,1201,3,MD,47611,0.314
24,1201,4,MD,39739,0.262
24,1201,5,MD,9648,0.064
24,1202,2,MD,28297,0.25
24,1202,3,MD,68768,0.606
24,1202,4,MD,16348,0.144
24,1203,3,MD,41872,0.31
24,1203,4,MD,93266,0.69
24,1204,3,MD,59848,0.435
24,1204,4,MD,30134,0.219
24,1204,5,MD,47543,0.346
24,1300,1,MD,151264,1
24,1400,1,MD,176657,1
24,1500,5,MD,193888,1
24,1600,5,MD,146551,1
25,100,1,MA,115240,1
25,200,1,MA,42443,0.351
25,200,2,MA,78372,0.649
25,300,2,MA,51305,0.351
25,300,3,MA,94831,0.649
25,400,2,MA,4,0
25,400,3,MA,110047,1
25,500,3,MA,121698,0.638
25,500,6,MA,69098,0.362
25,600,3,MA,106531,1
25,600,6,MA,24,0
25,700,3,MA,148689,0.948
25,700,6,MA,8150,0.052
25,800,3,MA,60876,0.497
25,800,6,MA,61549,0.503
25,900,6,MA,106903,1
25,1000,6,MA,117056,1
25,1100,6,MA,119588,1
25,1200,6,MA,120350,1
25,1300,5,MA,49,0
25,1300,6,MA,111465,1
25,1400,3,MA,71232,0.633
25,1400,5,MA,28028,0.249
25,1400,6,MA,13320,0.118
25,1500,1,MA,14316,0.129
25,1500,2,MA,83349,0.749
25,1500,3,MA,13610,0.122
25,1600,1,MA,26231,0.25
25,1600,2,MA,78583,0.75
25,1700,1,MA,111234,1
25,1800,1,MA,118010,1
25,1900,1,MA,153064,1
25,2000,1,MA,92185,0.787
25,2000,2,MA,24885,0.213
25,2100,1,MA,54792,0.416
25,2100,2,MA,77074,0.584
25,2200,2,MA,123545,1
25,2300,2,MA,181106,1
25,2400,2,MA,7542,0.068
25,2400,4,MA,63555,0.573
25,2400,5,MA,39907,0.36
25,2500,4,MA,5,0
25,2500,5,MA,105443,1
25,2600,4,MA,62451,0.596
25,2600,5,MA,17620,0.168
25,2600,8,MA,24712,0.236
25,2700,4,MA,25,0
25,2700,5,MA,191497,1
25,2800,5,MA,107893,1
25,2800,6,MA,12,0
25,2900,5,MA,69224,0.663
25,2900,6,MA,9,0
25,2900,7,MA,35172,0.337
25,3000,5,MA,115639,0.998
25,3000,7,MA,221,0.002
25,3100,5,MA,3,0
25,3100,7,MA,117142,1
25,3200,5,MA,52185,0.496
25,3200,7,MA,52991,0.504
25,3301,4,MA,2,0
25,3301,7,MA,115972,1
25,3302,7,MA,113791,0.8
25,3302,8,MA,28441,0.2
25,3303,7,MA,126854,1
25,3304,7,MA,55030,0.499
25,3304,8,MA,55195,0.501
25,3305,7,MA,70162,0.574
25,3305,8,MA,52110,0.426
25,3400,4,MA,143851,1
25,3400,5,MA,18,0
25,3400,8,MA,4,0
25,3500,4,MA,40724,0.377
25,3500,8,MA,67305,0.623
25,3600,2,MA,21749,0.201
25,3600,4,MA,86371,0.799
25,3700,4,MA,49,0
25,3700,7,MA,32060,0.252
25,3700,8,MA,95075,0.748
25,3800,7,MA,8067,0.068
25,3800,8,MA,111245,0.932
25,3900,8,MA,111850,0.728
25,3900,9,MA,41874,0.272
25,4000,7,MA,52,0
25,4000,8,MA,114151,1
25,4100,4,MA,41442,0.272
25,4100,8,MA,67426,0.442
25,4100,9,MA,43663,0.286
25,4200,4,MA,111692,1
25,4300,4,MA,113474,1
25,4400,4,MA,54902,0.449
25,4400,9,MA,67458,0.551
25,4500,4,MA,8971,0.05
25,4500,9,MA,171468,0.95
25,4600,9,MA,160456,1
25,4700,9,MA,102658,1
25,4800,9,MA,139937,1
26,100,1,MI,99976,1
26,200,1,MI,109567,1
26,300,1,MI,101818,1
26,400,1,MI,99376,0.676
26,400,4,MI,47584,0.324
26,500,1,MI,136711,1
26,600,4,MI,71840,0.632
26,600,5,MI,41786,0.368
26,700,5,MI,17959,0.136
26,700,10,MI,114002,0.864
26,800,4,MI,83629,0.437
26,800,5,MI,107771,0.563
26,900,4,MI,87500,0.437
26,900,5,MI,112669,0.563
26,1000,4,MI,143713,1
26,1100,1,MI,7574,0.042
26,1100,2,MI,107700,0.593
26,1100,4,MI,66326,0.365
26,1200,2,MI,172188,1
26,1300,2,MI,6,0
